MCS	AvgNutrientConcentration	AvgUptake
18600	8.274553592943334e-08	2.9999999999999997e-05
18700	7.486761312171098e-08	2.9999999999999997e-05
18800	6.773968897485361e-08	2.9999999999999997e-05
18900	6.129043324182248e-08	2.9999999999999997e-05
19000	5.545516973394626e-08	2.9999999999999994e-05
19100	5.0175470149341096e-08	2.9999999999999994e-05
19200	4.5398420110771556e-08	2.9999999999999994e-05
19300	4.1076190496994515e-08	2.9999999999999994e-05
19400	3.7165452489446693e-08	2.9999999999999994e-05
19500	3.362704282849904e-08	2.9999999999999994e-05
19600	3.042552901527529e-08	2.9999999999999994e-05
19700	2.752881192990486e-08	2.9999999999999994e-05
19800	2.4907886419327952e-08	2.9999999999999994e-05
19900	2.2536491077325137e-08	2.9999999999999994e-05
20000	2.0390862655780494e-08	2.9999999999999994e-05
20100	1.8449509816747422e-08	2.9999999999999994e-05
20200	1.6692990753952585e-08	2.9999999999999994e-05
20300	1.5103701307872086e-08	2.9999999999999994e-05
20400	1.3665729718994158e-08	2.9999999999999994e-05
20500	1.2364663601090342e-08	2.9999999999999994e-05
20600	1.1187464131989344e-08	2.9999999999999994e-05
20700	1.0122343563011782e-08	2.9999999999999994e-05
20800	9.15862577861759e-09	2.9999999999999994e-05
20900	8.28666257975641e-09	2.9999999999999994e-05
21000	7.497716142324862e-09	2.9999999999999994e-05
21100	6.783883501389809e-09	2.9999999999999994e-05
21200	6.138012304690576e-09	2.9999999999999994e-05
21300	5.553632834423894e-09	2.9999999999999994e-05
21400	5.024890390821213e-09	2.9999999999999994e-05
21500	4.546487253625387e-09	2.9999999999999994e-05
21600	4.113631177533605e-09	2.9999999999999994e-05
21700	3.7219867374620463e-09	2.9999999999999994e-05
21800	3.3676289917794476e-09	2.9999999999999994e-05
21900	3.0470081851063923e-09	2.9999999999999994e-05
22000	2.7569124737514272e-09	2.9999999999999994e-05
22100	2.494435533445305e-09	2.9999999999999994e-05
22200	2.2569487393413466e-09	2.9999999999999994e-05
22300	2.042072559851782e-09	2.9999999999999994e-05
22400	1.8476537846781049e-09	2.9999999999999994e-05
22500	1.6717448633212228e-09	2.9999999999999994e-05
22600	1.5125836319009878e-09	2.9999999999999994e-05
22700	1.3685756580432695e-09	2.9999999999999994e-05
22800	1.23827797758036e-09	2.9999999999999994e-05
22900	1.120385814223468e-09	2.9999999999999994e-05
23000	1.0137174554509797e-09	2.9999999999999994e-05
23100	9.172044054421847e-10	2.9999999999999994e-05
23200	8.298804542752336e-10	2.9999999999999994e-05
23300	7.508702094043418e-10	2.9999999999999994e-05
23400	6.79382372194226e-10	2.9999999999999994e-05
23500	6.147006543970602e-10	2.9999999999999994e-05
23600	5.561771472608613e-10	2.9999999999999994e-05
23700	5.032253875056903e-10	2.9999999999999994e-05
23800	4.5531491035466496e-10	2.9999999999999994e-05
23900	4.1196589617831236e-10	2.9999999999999994e-05
24000	3.727439384072495e-10	2.9999999999999994e-05
24100	3.372563035268783e-10	2.9999999999999994e-05
24200	3.0514728729302834e-10	2.9999999999999994e-05
24300	2.760952765229474e-10	2.9999999999999994e-05
24400	2.4980920091433044e-10	2.9999999999999994e-05
24500	2.260257401444088e-10	2.9999999999999994e-05
24600	2.0450659105147874e-10	2.9999999999999994e-05
24700	1.8503622547272335e-10	2.9999999999999994e-05
24800	1.674195331454187e-10	2.9999999999999994e-05
24900	1.5148003165871282e-10	2.9999999999999994e-05
25000	1.370581281643357e-10	2.9999999999999994e-05
25100	1.2400923349176196e-10	2.9999999999999994e-05
25200	1.12202733226624e-10	2.9999999999999994e-05
25300	1.0152030286350588e-10	2.9999999999999994e-05
25400	9.185488834922984e-11	2.9999999999999994e-05
25500	8.310970507910409e-11	2.9999999999999994e-05
25600	7.51971101616844e-11	2.9999999999999994e-05
25700	6.803783948691744e-11	2.9999999999999994e-05
25800	6.156018051700629e-11	2.9999999999999994e-05
25900	5.5699240062462295e-11	2.9999999999999994e-05
26000	5.0396310857445113e-11	2.9999999999999994e-05
26100	4.5598242884956066e-11	2.9999999999999994e-05
26200	4.1256987688115254e-11	2.9999999999999994e-05
26300	3.7329041422701214e-11	2.9999999999999994e-05
26400	3.377505490420596e-11	2.9999999999999994e-05
26500	3.055944792094978e-11	2.9999999999999994e-05
26600	2.764998025712312e-11	2.9999999999999994e-05
26700	2.5017520415893114e-11	2.9999999999999994e-05
26800	2.2635685731887954e-11	2.9999999999999994e-05
26900	2.0480615096823972e-11	2.9999999999999994e-05
27000	1.853071941797235e-11	2.9999999999999994e-05
27100	1.676646286569855e-11	2.9999999999999994e-05
27200	1.517018453005281e-11	2.9999999999999994e-05
27300	1.3725881565836844e-11	2.9999999999999994e-05
27400	1.2419084193172891e-11	2.9999999999999994e-05
27500	1.123670485573755e-11	2.9999999999999994e-05
27600	1.0166895761991313e-11	2.9999999999999994e-05
27700	9.198936599182084e-12	2.9999999999999994e-05
27800	8.323134223855306e-12	2.9999999999999994e-05
27900	7.53071487571283e-12	2.9999999999999994e-05
28000	6.813740816239561e-12	2.9999999999999994e-05
28100	6.165026966899884e-12	2.9999999999999994e-05
28200	5.578074445457618e-12	2.9999999999999994e-05
28300	5.0470047141103895e-12	2.9999999999999994e-05
28400	4.566496427901509e-12	2.9999999999999994e-05
28500	4.131734557615354e-12	2.9999999999999994e-05
28600	3.7383661640987e-12	2.9999999999999994e-05
28700	3.3824485282532916e-12	2.9999999999999994e-05
28800	3.0604167063170637e-12	2.9999999999999994e-05
28900	2.7690448819667547e-12	2.9999999999999994e-05
29000	2.5054132937281023e-12	2.9999999999999994e-05
29100	2.2668813535256515e-12	2.9999999999999994e-05
29200	2.0510590650925365e-12	2.9999999999999994e-05
29300	1.8557850598541898e-12	2.9999999999999994e-05
29400	1.6791016584230892e-12	2.9999999999999994e-05
29500	1.5192399161105887e-12	2.9999999999999994e-05
29600	1.3745979250069824e-12	2.9999999999999994e-05
29700	1.2437267104051242e-12	2.9999999999999994e-05
29800	1.1253157248588414e-12	2.9999999999999994e-05
29900	1.0181783218184483e-12	2.9999999999999994e-05
30000	9.212405489068299e-13	2.9999999999999994e-05
30100	8.335322723563958e-13	2.9999999999999994e-05
30200	7.541743734507372e-13	2.9999999999999994e-05
30300	6.823719300959926e-13	2.9999999999999994e-05
30400	6.174056144320812e-13	2.9999999999999994e-05
30500	5.586245046945975e-13	2.9999999999999994e-05
30600	5.054397573839731e-13	2.9999999999999994e-05
30700	4.573185716043575e-13	2.9999999999999994e-05
30800	4.137787241370377e-13	2.9999999999999994e-05
30900	3.7438428288798837e-13	2.9999999999999994e-05
31000	3.387403462730117e-13	2.9999999999999994e-05
31100	3.064900581142534e-13	2.9999999999999994e-05
31200	2.7731018639384764e-13	2.9999999999999994e-05
31300	2.5090846177057857e-13	2.9999999999999994e-05
31400	2.2702034020976452e-13	2.9999999999999994e-05
31500	2.0540644858721858e-13	2.9999999999999994e-05
31600	1.8585038255076623e-13	2.9999999999999994e-05
31700	1.681561882576287e-13	2.9999999999999994e-05
31800	1.5214659364489163e-13	2.9999999999999994e-05
31900	1.3766121842418658e-13	2.9999999999999994e-05
32000	1.2455495280354682e-13	2.9999999999999994e-05
32100	1.1269648609210885e-13	2.9999999999999994e-05
32200	1.0196701067942165e-13	2.9999999999999994e-05
32300	9.225905313510214e-14	2.9999999999999994e-05
32400	8.347535160874837e-14	2.9999999999999994e-05
32500	7.552794049575195e-14	2.9999999999999994e-05
32600	6.83371634266404e-14	2.9999999999999994e-05
32700	6.183101994107813e-14	2.9999999999999994e-05
32800	5.59442902705687e-14	2.9999999999999994e-05
32900	5.061801008184529e-14	2.9999999999999994e-05
33000	4.5798841893503694e-14	2.9999999999999994e-05
33100	4.143849518514417e-14	2.9999999999999994e-05
33200	3.7493285914638196e-14	2.9999999999999994e-05
33300	3.39236613404242e-14	2.9999999999999994e-05
33400	3.069390752974161e-14	2.9999999999999994e-05
33500	2.7771646735663182e-14	2.9999999999999994e-05
33600	2.5127598815777785e-14	2.9999999999999994e-05
33700	2.2735284325424444e-14	2.9999999999999994e-05
33800	2.057072933125709e-14	2.9999999999999994e-05
33900	1.8612256046350182e-14	2.999999999999999e-05
34000	1.684023668873291e-14	2.9999999999999994e-05
34100	1.523693376236302e-14	2.9999999999999994e-05
34200	1.3786277551159959e-14	2.9999999999999994e-05
34300	1.247373272801581e-14	2.9999999999999994e-05
34400	1.1286148137720299e-14	2.9999999999999994e-05
34500	1.0211633151448304e-14	2.9999999999999994e-05
34600	9.239412767486475e-15	2.9999999999999994e-05
34700	8.359755666636543e-15	2.9999999999999994e-05
34800	7.563848188491808e-15	2.9999999999999994e-05
34900	6.8437191781695335e-15	2.9999999999999994e-05
35000	6.19215225653023e-15	2.9999999999999994e-05
35100	5.602618347057739e-15	2.9999999999999994e-05
35200	5.069211593969547e-15	2.9999999999999994e-05
35300	4.586588884111789e-15	2.9999999999999994e-05
35400	4.14991412396846e-15	2.9999999999999994e-05
35500	3.75481383600559e-15	2.9999999999999994e-05
35600	3.397330906792915e-15	2.9999999999999994e-05
35700	3.0738830556316855e-15	2.9999999999999994e-05
35800	2.7812288322762406e-15	2.9999999999999994e-05
35900	2.516437698874806e-15	2.9999999999999997e-05
36000	2.2768561068691625e-15	2.9999999999999997e-05
36100	2.060083891209623e-15	2.9999999999999997e-05
36200	1.8639504060326814e-15	2.9999999999999997e-05
36300	1.6864901476067507e-15	2.9999999999999997e-05
36400	1.525925139437534e-15	2.9999999999999997e-05
36500	1.3806468203331889e-15	2.9999999999999997e-05
36600	1.249199601505142e-15	2.9999999999999997e-05
36700	1.13026769755924e-15	2.9999999999999997e-05
36800	1.0226585630311633e-15	2.9999999999999997e-05
36900	9.252947489574618e-16	2.9999999999999997e-05
37000	8.372005963144841e-16	2.9999999999999997e-05
37100	7.574934737634472e-16	2.9999999999999997e-05
37200	6.853751659246947e-16	2.9999999999999997e-05
37300	6.20123008711189e-16	2.9999999999999997e-05
37400	5.610832107163971e-16	2.9999999999999997e-05
37500	5.076642806367251e-16	2.9999999999999997e-05
37600	4.593311228763174e-16	2.9999999999999997e-05
37700	4.155997290168755e-16	2.9999999999999997e-05
37800	3.76031775072955e-16	2.9999999999999997e-05
37900	3.4023104568478083e-16	2.9999999999999997e-05
38000	3.0783882070459553e-16	2.9999999999999997e-05
38100	2.7853055452670334e-16	2.9999999999999997e-05
38200	2.520126441823323e-16	2.9999999999999997e-05
38300	2.2801936277013923e-16	2.9999999999999997e-05
38400	2.063104259348932e-16	2.9999999999999997e-05
38500	1.866682993997171e-16	2.9999999999999997e-05
38600	1.6889624565263045e-16	2.9999999999999997e-05
38700	1.5281617066957748e-16	2.9999999999999997e-05
38800	1.3826707517132862e-16	2.9999999999999997e-05
38900	1.2510315181192764e-16	2.9999999999999997e-05
39000	1.1319251548450928e-16	2.9999999999999997e-05
39100	1.0241584367674443e-16	2.9999999999999997e-05
39200	9.266516996470672e-17	2.9999999999999997e-05
39300	8.38428266153225e-17	2.9999999999999997e-05
39400	7.586040320459893e-17	2.9999999999999997e-05
39500	6.863797487351794e-17	2.9999999999999997e-05
39600	6.210319264866454e-17	2.9999999999999997e-05
39700	5.61905334867198e-17	2.9999999999999997e-05
39800	5.084081871426037e-17	2.9999999999999997e-05
39900	4.600044055536114e-17	2.9999999999999997e-05
40000	4.162089268253653e-17	2.9999999999999997e-05
40100	3.7658310149154074e-17	2.9999999999999997e-05
40200	3.407298200488987e-17	3e-05
40300	3.082900867088818e-17	3e-05
40400	2.789387710915587e-17	3e-05
40500	2.5238192690855146e-17	3e-05
40600	2.283534761536988e-17	3e-05
40700	2.0661270824979363e-17	3e-05
40800	1.869417817041263e-17	3e-05
40900	1.69143607811026e-17	3e-05
41000	1.530399904958413e-17	3e-05
41100	1.3846958838526763e-17	3e-05
41200	1.2528635581703574e-17	3.0000000000000004e-05
41300	1.133582713697396e-17	3.0000000000000004e-05
41400	1.0256580709652299e-17	3.0000000000000004e-05
41500	9.280083186698977e-18	3.0000000000000004e-05
41600	8.396554847489143e-18	3.0000000000000004e-05
41700	7.597143624557309e-18	3.0000000000000004e-05
41800	6.8738468263925246e-18	3.0000000000000004e-05
41900	6.219410284959237e-18	3.0000000000000004e-05
42000	5.627281366423781e-18	3.0000000000000004e-05
42100	5.091526203541691e-18	3.0000000000000004e-05
42200	4.606779265208612e-18	3.0000000000000004e-05
42300	4.168182201540121e-18	3.0000000000000004e-05
42400	3.771342685435708e-18	3.0000000000000004e-05
42500	3.412284637407277e-18	3.0000000000000004e-05
42600	3.0874118803458084e-18	3.0000000000000004e-05
42700	2.7934693266254515e-18	3.0000000000000004e-05
42800	2.5275129597199187e-18	3.0000000000000004e-05
42900	2.2868769598512634e-18	3.0000000000000004e-05
43000	2.0691512759131825e-18	3.0000000000000004e-05
43100	1.8721540398338697e-18	3.0000000000000004e-05
43200	1.6939121468489144e-18	3.0000000000000004e-05
43300	1.5326401185166472e-18	3.0000000000000004e-05
43400	1.3867225189519092e-18	3.0000000000000004e-05
43500	1.2546974029006377e-18	3.0000000000000004e-05
43600	1.1352418864794277e-18	3.0000000000000004e-05
43700	1.027159316976816e-18	3.0000000000000004e-05
43800	9.29367086967049e-19	3.0000000000000004e-05
43900	8.408851391217309e-19	3.0000000000000004e-05
44000	7.608272231225077e-19	3.0000000000000004e-05
44100	6.883914280646566e-19	3.0000000000000004e-05
44200	6.228520242720757e-19	3.0000000000000004e-05
44300	5.635523838004607e-19	3.0000000000000004e-05
44400	5.09898373359252e-19	3.0000000000000004e-05
44500	4.613525110002546e-19	3.0000000000000004e-05
44600	4.1742870687879747e-19	3.0000000000000004e-05
44700	3.776866829702789e-19	3.0000000000000004e-05
44800	3.417283362264668e-19	3.0000000000000004e-05
44900	3.091935612773199e-19	3.0000000000000004e-05
45000	2.79756278105889e-19	3.0000000000000004e-05
45100	2.531216584648847e-19	3.0000000000000004e-05
45200	2.2902271992441906e-19	3.0000000000000004e-05
45300	2.0721823146372277e-19	3.0000000000000004e-05
45400	1.8748967638136643e-19	3.0000000000000004e-05
45500	1.6963941873967634e-19	3.0000000000000004e-05
45600	1.5348860158022352e-19	3.0000000000000004e-05
45700	1.3887549449277298e-19	3.0000000000000004e-05
45800	1.2565364772669489e-19	3.0000000000000004e-05
45900	1.1369059925193594e-19	3.0000000000000004e-05
46000	1.0286647915170303e-19	3.0000000000000004e-05
46100	9.307290256071509e-20	3.0000000000000004e-05
46200	8.421175599703793e-20	3.0000000000000004e-05
46300	7.619422955598552e-20	3.0000000000000004e-05
46400	6.894002915875142e-20	3.0000000000000004e-05
46500	6.237649072900774e-20	3.0000000000000004e-05
46600	5.643784897325689e-20	3.0000000000000004e-05
46700	5.1064580319515116e-20	3.0000000000000004e-05
46800	4.6202886575910003e-20	3.0000000000000004e-05
46900	4.1804052256012336e-20	3.0000000000000004e-05
47000	3.7824031195673905e-20	3.0000000000000004e-05
47100	3.4222925085845333e-20	3.0000000000000004e-05
47200	3.0964682095497913e-20	3.0000000000000004e-05
47300	2.8016629268685126e-20	3.0000000000000004e-05
47400	2.5349259895995512e-20	3.0000000000000004e-05
47500	2.2935838202424086e-20	3.0000000000000004e-05
47600	2.0752197133352217e-20	3.0000000000000004e-05
47700	1.877644988400086e-20	3.0000000000000004e-05
47800	1.6988803860119538e-20	3.0000000000000004e-05
47900	1.5371355562869323e-20	3.0000000000000004e-05
48000	1.3907900611376025e-20	3.0000000000000004e-05
48100	1.258377582884274e-20	3.0000000000000004e-05
48200	1.1385714539308751e-20	3.0000000000000004e-05
48300	1.0301717369459841e-20	3.0000000000000004e-05
48400	9.32092432278458e-21	3.0000000000000008e-05
48500	8.433507919206452e-21	3.0000000000000008e-05
48600	7.630578091873465e-21	3.0000000000000008e-05
48700	6.904098014929547e-21	3.0000000000000008e-05
48800	6.246781986295616e-21	3.0000000000000018e-05
48900	5.652046214912851e-21	3.0000000000000018e-05
49000	5.1139339120192914e-21	3.0000000000000018e-05
49100	4.627052825127607e-21	3.0000000000000018e-05
49200	4.186525201357711e-21	3.0000000000000018e-05
49300	3.7879382682499996e-21	3.0000000000000018e-05
49400	3.427299930482268e-21	3.0000000000000018e-05
49500	3.1009982742419695e-21	3.0000000000000018e-05
49600	2.8057629158929647e-21	3.0000000000000018e-05
49700	2.538635134814897e-21	3.0000000000000018e-05
49800	2.2969403738338076e-21	3.0000000000000018e-05
49900	2.0782565199499996e-21	3.0000000000000018e-05
50000	1.8803921661825926e-21	3.0000000000000018e-05
50100	1.7013664656147886e-21	3.0000000000000018e-05
50200	1.5393851166770362e-21	3.0000000000000018e-05
50300	1.3928256960917435e-21	3.0000000000000018e-05
50400	1.2602193592700804e-21	3.0000000000000018e-05
50500	1.1402378585034994e-21	3.0000000000000018e-05
50600	1.031679786777281e-21	3.0000000000000018e-05
50700	9.334568404133425e-22	3.000000000000002e-05
50800	8.445857653166769e-22	3.0000000000000024e-05
50900	7.641756940266227e-22	3.0000000000000024e-05
51000	6.9142101478606595e-22	3.0000000000000024e-05
51100	6.255929667121124e-22	3.0000000000000024e-05
51200	5.660322252826945e-22	3.0000000000000024e-05
51300	5.121423393048479e-22	3.0000000000000024e-05
51400	4.633829705697156e-22	3.0000000000000024e-05
51500	4.19265856402456e-22	3.0000000000000024e-05
51600	3.7934895710030937e-22	3.0000000000000024e-05
51700	3.432324504179182e-22	3.0000000000000024e-05
51800	3.1055451586253997e-22	3.0000000000000024e-05
51900	2.809877024642077e-22	3.0000000000000024e-05
52000	2.5423582502534367e-22	3.0000000000000024e-05
52100	2.300308785072576e-22	3.0000000000000024e-05
52200	2.0813034757133435e-22	3.0000000000000024e-05
52300	1.883149288065063e-22	3.0000000000000024e-05
52400	1.7038610288488711e-22	3.0000000000000024e-05
52500	1.5416418055633878e-22	3.0000000000000024e-05
52600	1.3948675491872369e-22	3.0000000000000024e-05
52700	1.2620670608741865e-22	3.0000000000000024e-05
52800	1.1419100532873196e-22	3.0000000000000024e-05
52900	1.0331926230951297e-22	3.0000000000000024e-05
53000	9.348258061906374e-23	3.0000000000000024e-05
53100	8.458241197275638e-23	3.0000000000000024e-05
53200	7.652960039703503e-23	3.0000000000000024e-05
53300	6.924346670440941e-23	3.0000000000000024e-05
53400	6.265104493433537e-23	3.0000000000000024e-05
53500	5.668626414935987e-23	3.0000000000000024e-05
53600	5.128936403277548e-23	3.0000000000000024e-05
53700	4.6406272840860665e-23	3.0000000000000024e-05
53800	4.198808792758595e-23	3.0000000000000024e-05
53900	3.7990536549110175e-23	3.0000000000000024e-05
54000	3.437357385402803e-23	3.0000000000000024e-05
