MCS	NormalTCells	ActivatedTCells	TotalTCells
300	14	1	15
301	14	1	15
302	14	1	15
303	14	1	15
304	14	1	15
305	14	1	15
306	14	1	15
307	14	1	15
308	14	1	15
309	14	1	15
310	14	1	15
311	14	1	15
312	14	1	15
313	14	1	15
314	14	1	15
315	14	1	15
316	14	1	15
317	14	1	15
318	14	1	15
319	14	1	15
320	14	1	15
321	14	1	15
322	14	1	15
323	14	1	15
324	14	1	15
325	14	1	15
326	14	1	15
327	14	1	15
328	14	1	15
329	14	1	15
330	14	1	15
331	14	1	15
332	14	1	15
333	14	1	15
334	14	1	15
335	14	1	15
336	14	1	15
337	14	1	15
338	14	1	15
339	14	1	15
340	14	1	15
341	14	1	15
342	14	1	15
343	14	1	15
344	14	1	15
345	14	1	15
346	14	1	15
347	14	1	15
348	14	1	15
349	14	1	15
350	14	1	15
351	14	1	15
352	14	1	15
353	14	1	15
354	14	1	15
355	14	1	15
356	14	1	15
357	14	1	15
358	14	1	15
359	14	1	15
360	14	1	15
361	14	1	15
362	14	1	15
363	14	1	15
364	14	1	15
365	14	1	15
366	14	1	15
367	14	1	15
368	14	1	15
369	14	1	15
370	14	1	15
371	14	1	15
372	14	1	15
373	14	1	15
374	14	1	15
375	14	1	15
376	14	1	15
377	14	1	15
378	14	1	15
379	14	1	15
380	14	1	15
381	14	1	15
382	14	1	15
383	14	1	15
384	14	1	15
385	14	1	15
386	14	1	15
387	14	1	15
388	14	1	15
389	14	1	15
390	14	1	15
391	14	1	15
392	14	1	15
393	14	1	15
394	14	1	15
395	14	1	15
396	14	1	15
397	14	1	15
398	14	1	15
399	14	1	15
400	14	1	15
401	14	1	15
402	14	1	15
403	14	1	15
404	14	1	15
405	14	1	15
406	14	1	15
407	14	1	15
408	14	1	15
409	14	1	15
410	14	1	15
411	14	1	15
412	14	1	15
413	14	1	15
414	14	1	15
415	14	1	15
416	14	1	15
417	14	1	15
418	14	1	15
419	14	1	15
420	14	1	15
421	14	1	15
422	14	1	15
423	14	1	15
424	14	1	15
425	14	1	15
426	14	1	15
427	14	1	15
428	14	1	15
429	14	1	15
430	14	1	15
431	14	1	15
432	14	1	15
433	14	1	15
434	14	1	15
435	14	1	15
436	14	1	15
437	14	1	15
438	14	1	15
439	14	1	15
440	14	1	15
441	14	1	15
442	14	1	15
443	14	1	15
444	14	1	15
445	14	1	15
446	14	1	15
447	14	1	15
448	14	1	15
449	14	1	15
450	14	1	15
451	14	1	15
452	14	1	15
453	14	1	15
454	14	1	15
455	14	1	15
456	14	1	15
457	14	1	15
458	14	1	15
459	14	1	15
460	14	1	15
461	14	1	15
462	14	1	15
463	14	1	15
464	14	1	15
465	14	1	15
466	14	1	15
467	14	1	15
468	14	1	15
469	14	1	15
470	14	1	15
471	14	1	15
472	14	1	15
473	14	1	15
474	14	1	15
475	14	1	15
476	14	1	15
477	14	1	15
478	14	1	15
479	14	1	15
480	14	1	15
481	14	1	15
482	14	1	15
483	14	1	15
484	14	1	15
485	14	1	15
486	14	1	15
487	14	1	15
488	14	1	15
489	14	1	15
490	14	1	15
491	14	1	15
492	14	1	15
493	14	1	15
494	14	1	15
495	14	1	15
496	14	1	15
497	14	1	15
498	14	1	15
499	14	1	15
500	14	1	15
501	14	1	15
502	14	1	15
503	14	1	15
504	14	1	15
505	14	1	15
506	14	1	15
507	14	1	15
508	14	1	15
509	14	1	15
510	14	1	15
511	14	1	15
512	14	1	15
513	14	1	15
514	14	1	15
515	14	1	15
516	14	1	15
517	14	1	15
518	14	1	15
519	14	1	15
520	14	1	15
521	14	1	15
522	14	1	15
523	14	1	15
524	14	1	15
525	14	1	15
526	14	1	15
527	14	1	15
528	14	1	15
529	14	1	15
530	14	1	15
531	14	1	15
532	14	1	15
533	14	1	15
534	14	1	15
535	14	1	15
536	14	1	15
537	14	1	15
538	14	1	15
539	14	1	15
540	14	1	15
541	14	1	15
542	14	1	15
543	14	1	15
544	14	1	15
545	14	1	15
546	14	1	15
547	14	1	15
548	14	1	15
549	14	1	15
550	14	1	15
551	14	1	15
552	14	1	15
553	14	1	15
554	14	1	15
555	14	1	15
556	14	1	15
557	14	1	15
558	14	1	15
559	14	1	15
560	14	1	15
561	14	1	15
562	14	1	15
563	14	1	15
564	14	1	15
565	14	1	15
566	14	1	15
567	14	1	15
568	14	1	15
569	14	1	15
570	14	1	15
571	14	1	15
572	14	1	15
573	14	1	15
574	14	1	15
575	14	1	15
576	14	1	15
577	14	1	15
578	14	1	15
579	14	1	15
580	14	1	15
581	14	1	15
582	14	1	15
583	14	1	15
584	14	1	15
585	14	1	15
586	14	1	15
587	14	1	15
588	14	1	15
589	14	1	15
590	14	1	15
591	14	1	15
592	14	1	15
593	14	1	15
594	14	1	15
595	14	1	15
596	14	1	15
597	14	1	15
598	14	1	15
599	14	1	15
600	14	1	15
601	14	1	15
602	14	1	15
603	14	1	15
604	14	1	15
605	14	1	15
606	14	1	15
607	14	1	15
608	14	1	15
609	14	1	15
610	14	1	15
611	14	1	15
612	14	1	15
613	14	1	15
614	14	1	15
615	14	1	15
616	14	1	15
617	14	1	15
618	14	1	15
619	14	1	15
620	14	1	15
621	14	1	15
622	14	1	15
623	14	1	15
624	14	1	15
625	14	1	15
626	14	1	15
627	14	1	15
628	14	1	15
629	14	1	15
630	14	1	15
631	14	1	15
632	14	1	15
633	14	1	15
634	14	1	15
635	14	1	15
636	14	1	15
637	14	1	15
638	14	1	15
639	14	1	15
640	14	1	15
641	14	1	15
642	14	1	15
643	14	1	15
644	14	1	15
645	14	1	15
646	14	1	15
647	14	1	15
648	14	1	15
649	14	1	15
650	14	1	15
651	14	1	15
652	14	1	15
653	14	1	15
654	14	1	15
655	14	1	15
656	14	1	15
657	14	1	15
658	14	1	15
659	14	1	15
660	14	1	15
661	14	1	15
662	14	1	15
663	14	1	15
664	14	1	15
665	14	1	15
666	14	1	15
667	14	1	15
668	14	1	15
669	14	1	15
670	14	1	15
671	14	1	15
672	14	1	15
673	14	1	15
674	14	1	15
675	14	1	15
676	14	1	15
677	14	1	15
678	14	1	15
679	14	1	15
680	14	1	15
681	14	1	15
682	14	1	15
683	14	1	15
684	14	1	15
685	14	1	15
686	14	1	15
687	14	1	15
688	14	1	15
689	14	1	15
690	14	1	15
691	14	1	15
692	14	1	15
693	14	1	15
694	14	1	15
695	14	1	15
696	14	1	15
697	14	1	15
698	14	1	15
699	14	1	15
700	14	1	15
701	14	1	15
702	14	1	15
703	14	1	15
704	14	1	15
705	14	1	15
706	14	1	15
707	14	1	15
708	14	1	15
709	14	1	15
710	14	1	15
711	14	1	15
712	14	1	15
713	14	1	15
714	14	1	15
715	14	1	15
716	14	1	15
717	14	1	15
718	14	1	15
719	14	1	15
720	14	1	15
721	14	1	15
722	14	1	15
723	14	1	15
724	14	1	15
725	14	1	15
726	14	1	15
727	14	1	15
728	14	1	15
729	14	1	15
730	14	1	15
731	14	1	15
732	14	1	15
733	14	1	15
734	14	1	15
735	14	1	15
736	14	1	15
737	14	1	15
738	14	1	15
739	14	1	15
740	14	1	15
741	14	1	15
742	14	1	15
743	14	1	15
744	14	1	15
745	14	1	15
746	14	1	15
747	14	1	15
748	14	1	15
749	14	1	15
750	14	1	15
751	14	1	15
752	14	1	15
753	14	1	15
754	14	1	15
755	14	1	15
756	14	1	15
757	14	1	15
758	14	1	15
759	14	1	15
760	14	1	15
761	14	1	15
762	14	1	15
763	14	1	15
764	14	1	15
765	14	1	15
766	14	1	15
767	14	1	15
768	14	1	15
769	14	1	15
770	14	1	15
771	14	1	15
772	14	1	15
773	14	1	15
774	14	1	15
775	14	1	15
776	14	1	15
777	14	1	15
778	14	1	15
779	14	1	15
780	14	1	15
781	14	1	15
782	14	1	15
783	14	1	15
784	14	1	15
785	14	1	15
786	14	1	15
787	14	1	15
788	14	1	15
789	14	1	15
790	14	1	15
791	14	1	15
792	14	1	15
793	14	1	15
794	14	1	15
795	14	1	15
796	14	1	15
797	14	1	15
798	14	1	15
799	14	1	15
800	14	1	15
801	14	1	15
802	14	1	15
803	14	1	15
804	14	1	15
805	14	1	15
806	14	1	15
807	14	1	15
808	14	1	15
809	14	1	15
810	14	1	15
811	14	1	15
812	14	1	15
813	14	1	15
814	14	1	15
815	14	1	15
816	14	1	15
817	14	1	15
818	14	1	15
819	14	1	15
820	14	1	15
821	14	1	15
822	14	1	15
823	14	1	15
824	14	1	15
825	14	1	15
826	14	1	15
827	14	1	15
828	14	1	15
829	14	1	15
830	14	1	15
831	14	1	15
832	14	1	15
833	14	1	15
834	14	1	15
835	14	1	15
836	14	1	15
837	14	1	15
838	14	1	15
839	14	1	15
840	14	1	15
841	14	1	15
842	14	1	15
843	14	1	15
844	14	1	15
845	14	1	15
846	14	1	15
847	14	1	15
848	14	1	15
849	14	1	15
850	14	1	15
851	14	1	15
852	14	1	15
853	14	1	15
854	14	1	15
855	14	1	15
856	14	1	15
857	14	1	15
858	14	1	15
859	14	1	15
860	14	1	15
861	14	1	15
862	14	1	15
863	14	1	15
864	14	1	15
865	14	1	15
866	14	1	15
867	14	1	15
868	14	1	15
869	14	1	15
870	14	1	15
871	14	1	15
872	14	1	15
873	14	1	15
874	14	1	15
875	14	1	15
876	14	1	15
877	14	1	15
878	14	1	15
879	14	1	15
880	14	1	15
881	14	1	15
882	14	1	15
883	14	1	15
884	14	1	15
885	14	1	15
886	14	1	15
887	14	1	15
888	14	1	15
889	14	1	15
890	14	1	15
891	14	1	15
892	14	1	15
893	14	1	15
894	14	1	15
895	14	1	15
896	14	1	15
897	14	1	15
898	14	1	15
899	14	1	15
900	14	1	15
901	14	1	15
902	14	1	15
903	14	1	15
904	14	1	15
905	14	1	15
906	14	1	15
907	14	1	15
908	14	1	15
909	14	1	15
910	14	1	15
911	14	1	15
912	14	1	15
913	14	1	15
914	14	1	15
915	14	1	15
916	14	1	15
917	14	1	15
918	14	1	15
919	14	1	15
920	14	1	15
921	14	1	15
922	14	1	15
923	14	1	15
924	14	1	15
925	14	1	15
926	14	1	15
927	14	1	15
928	14	1	15
929	14	1	15
930	14	1	15
931	14	1	15
932	14	1	15
933	14	1	15
934	14	1	15
935	14	1	15
936	14	1	15
937	14	1	15
938	14	1	15
939	14	1	15
940	14	1	15
941	14	1	15
942	14	1	15
943	14	1	15
944	14	1	15
945	14	1	15
946	14	1	15
947	14	1	15
948	14	1	15
949	14	1	15
950	14	1	15
951	14	1	15
952	14	1	15
953	14	1	15
954	14	1	15
955	14	1	15
956	14	1	15
957	14	1	15
958	14	1	15
959	14	1	15
960	14	1	15
961	14	1	15
962	14	1	15
963	14	1	15
964	14	1	15
965	14	1	15
966	14	1	15
967	14	1	15
968	14	1	15
969	14	1	15
970	14	1	15
971	14	1	15
972	14	1	15
973	14	1	15
974	14	1	15
975	14	1	15
976	14	1	15
977	14	1	15
978	14	1	15
979	14	1	15
980	14	1	15
981	14	1	15
982	14	1	15
983	14	1	15
984	14	1	15
985	14	1	15
986	14	1	15
987	14	1	15
988	14	1	15
989	14	1	15
990	14	1	15
991	14	1	15
992	14	1	15
993	14	1	15
994	14	1	15
995	14	1	15
996	14	1	15
997	14	1	15
998	14	1	15
999	14	1	15
1000	14	1	15
1001	14	1	15
1002	14	1	15
1003	14	1	15
1004	14	1	15
1005	14	1	15
1006	14	1	15
1007	14	1	15
1008	14	1	15
1009	14	1	15
1010	14	1	15
1011	14	1	15
1012	14	1	15
1013	14	1	15
1014	14	1	15
1015	14	1	15
1016	14	1	15
1017	14	1	15
1018	14	1	15
1019	14	1	15
1020	14	1	15
1021	14	1	15
1022	14	1	15
1023	14	1	15
1024	14	1	15
1025	14	1	15
1026	14	1	15
1027	14	1	15
1028	14	1	15
1029	14	1	15
1030	14	1	15
1031	14	1	15
1032	14	1	15
1033	14	1	15
1034	14	1	15
1035	14	1	15
1036	14	1	15
1037	14	1	15
1038	14	1	15
1039	14	1	15
1040	14	1	15
1041	14	1	15
1042	14	1	15
1043	14	1	15
1044	14	1	15
1045	14	1	15
1046	14	1	15
1047	14	1	15
1048	14	1	15
1049	14	1	15
1050	14	1	15
1051	14	1	15
1052	14	1	15
1053	14	1	15
1054	14	1	15
1055	14	1	15
1056	14	1	15
1057	14	1	15
1058	14	1	15
1059	14	1	15
1060	14	1	15
1061	14	1	15
1062	14	1	15
1063	14	1	15
1064	14	1	15
1065	14	1	15
1066	14	1	15
1067	14	1	15
1068	14	1	15
1069	14	1	15
1070	14	1	15
1071	14	1	15
1072	14	1	15
1073	14	1	15
1074	14	1	15
1075	14	1	15
1076	14	1	15
1077	14	1	15
1078	14	1	15
1079	14	1	15
1080	14	1	15
1081	14	1	15
1082	14	1	15
1083	14	1	15
1084	14	1	15
1085	14	1	15
1086	14	1	15
1087	14	1	15
1088	14	1	15
1089	14	1	15
1090	14	1	15
1091	14	1	15
1092	14	1	15
1093	14	1	15
1094	14	1	15
1095	14	1	15
1096	14	1	15
1097	14	1	15
1098	14	1	15
1099	14	1	15
1100	14	1	15
1101	14	1	15
1102	14	1	15
1103	14	1	15
1104	14	1	15
1105	14	1	15
1106	14	1	15
1107	14	1	15
1108	14	1	15
1109	14	1	15
1110	14	1	15
1111	14	1	15
1112	14	1	15
1113	14	1	15
1114	14	1	15
1115	14	1	15
1116	14	1	15
1117	14	1	15
1118	14	1	15
1119	14	1	15
1120	14	1	15
1121	14	1	15
1122	14	1	15
1123	14	1	15
1124	14	1	15
1125	14	1	15
1126	14	1	15
1127	14	1	15
1128	14	1	15
1129	14	1	15
1130	14	1	15
1131	14	1	15
1132	14	1	15
1133	14	1	15
1134	14	1	15
1135	14	1	15
1136	14	1	15
1137	14	1	15
1138	14	1	15
1139	14	1	15
1140	14	1	15
1141	14	1	15
1142	14	1	15
1143	14	1	15
1144	14	1	15
1145	14	1	15
1146	14	1	15
1147	14	1	15
1148	14	1	15
1149	14	1	15
1150	14	1	15
1151	14	1	15
1152	14	1	15
1153	14	1	15
1154	14	1	15
1155	14	1	15
1156	14	1	15
1157	14	1	15
1158	14	1	15
1159	14	1	15
1160	14	1	15
1161	14	1	15
1162	14	1	15
1163	14	1	15
1164	14	1	15
1165	14	1	15
1166	14	1	15
1167	14	1	15
1168	14	1	15
1169	14	1	15
1170	14	1	15
1171	14	1	15
1172	14	1	15
1173	14	1	15
1174	14	1	15
1175	14	1	15
1176	14	1	15
1177	14	1	15
1178	14	1	15
1179	14	1	15
1180	14	1	15
1181	14	1	15
1182	14	1	15
1183	14	1	15
1184	14	1	15
1185	14	1	15
1186	14	1	15
1187	14	1	15
1188	14	1	15
1189	14	1	15
1190	14	1	15
1191	14	1	15
1192	14	1	15
1193	14	1	15
1194	14	1	15
1195	14	1	15
1196	14	1	15
1197	14	1	15
1198	14	1	15
1199	14	1	15
1200	14	1	15
1201	14	1	15
1202	14	1	15
1203	14	1	15
1204	14	1	15
1205	14	1	15
1206	14	1	15
1207	14	1	15
1208	14	1	15
1209	14	1	15
1210	14	1	15
1211	14	1	15
1212	14	1	15
1213	14	1	15
1214	14	1	15
1215	14	1	15
1216	14	1	15
1217	14	1	15
1218	14	1	15
1219	14	1	15
1220	14	1	15
1221	14	1	15
1222	14	1	15
1223	14	1	15
1224	14	1	15
1225	14	1	15
1226	14	1	15
1227	14	1	15
1228	14	1	15
1229	14	1	15
1230	14	1	15
1231	14	1	15
1232	14	1	15
1233	14	1	15
1234	14	1	15
1235	14	1	15
1236	14	1	15
1237	14	1	15
1238	14	1	15
1239	14	1	15
1240	14	1	15
1241	14	1	15
1242	14	1	15
1243	14	1	15
1244	14	1	15
1245	14	1	15
1246	14	1	15
1247	14	1	15
1248	14	1	15
1249	14	1	15
1250	14	1	15
1251	14	1	15
1252	14	1	15
1253	14	1	15
1254	14	1	15
1255	14	1	15
1256	14	1	15
1257	14	1	15
1258	14	1	15
1259	14	1	15
1260	14	1	15
1261	14	1	15
1262	14	1	15
1263	14	1	15
1264	14	1	15
1265	14	1	15
1266	14	1	15
1267	14	1	15
1268	14	1	15
1269	14	1	15
1270	14	1	15
1271	14	1	15
1272	14	1	15
1273	14	1	15
1274	14	1	15
1275	14	1	15
1276	14	1	15
1277	14	1	15
1278	14	1	15
1279	14	1	15
1280	14	1	15
1281	14	1	15
1282	14	1	15
1283	14	1	15
1284	14	1	15
1285	14	1	15
1286	14	1	15
1287	14	1	15
1288	14	1	15
1289	14	1	15
1290	14	1	15
1291	14	1	15
1292	14	1	15
1293	14	1	15
1294	14	1	15
1295	14	1	15
1296	14	1	15
1297	14	1	15
1298	14	1	15
1299	14	1	15
1300	14	1	15
1301	14	1	15
1302	14	1	15
1303	14	1	15
1304	14	1	15
1305	14	1	15
1306	14	1	15
1307	14	1	15
1308	14	1	15
1309	14	1	15
1310	14	1	15
1311	14	1	15
1312	14	1	15
1313	14	1	15
1314	14	1	15
1315	14	1	15
1316	14	1	15
1317	14	1	15
1318	14	1	15
1319	14	1	15
1320	14	1	15
1321	14	1	15
1322	14	1	15
1323	14	1	15
1324	14	1	15
1325	14	1	15
1326	14	1	15
1327	14	1	15
1328	14	1	15
1329	14	1	15
1330	14	1	15
1331	14	1	15
1332	14	1	15
1333	14	1	15
1334	14	1	15
1335	14	1	15
1336	14	1	15
1337	14	1	15
1338	14	1	15
1339	14	1	15
1340	14	1	15
1341	14	1	15
1342	14	1	15
1343	14	1	15
1344	14	1	15
1345	14	1	15
1346	14	1	15
1347	14	1	15
1348	14	1	15
1349	14	1	15
1350	14	1	15
1351	14	1	15
1352	14	1	15
1353	14	1	15
1354	14	1	15
1355	14	1	15
1356	14	1	15
1357	14	1	15
1358	14	1	15
1359	14	1	15
1360	14	1	15
1361	14	1	15
1362	14	1	15
1363	14	1	15
1364	14	1	15
1365	14	1	15
1366	14	1	15
1367	14	1	15
1368	14	1	15
1369	14	1	15
1370	14	1	15
1371	14	1	15
1372	14	1	15
1373	14	1	15
1374	14	1	15
1375	14	1	15
1376	14	1	15
1377	14	1	15
1378	14	1	15
1379	14	1	15
1380	14	1	15
1381	14	1	15
1382	14	1	15
1383	14	1	15
1384	14	1	15
1385	14	1	15
1386	14	1	15
1387	14	1	15
1388	14	1	15
1389	14	1	15
1390	14	1	15
1391	14	1	15
1392	14	1	15
1393	14	1	15
1394	14	1	15
1395	14	1	15
1396	14	1	15
1397	14	1	15
1398	14	1	15
1399	14	1	15
1400	14	1	15
1401	14	1	15
1402	14	1	15
1403	14	1	15
1404	14	1	15
1405	14	1	15
1406	14	1	15
1407	14	1	15
1408	14	1	15
1409	14	1	15
1410	14	1	15
1411	14	1	15
1412	14	1	15
1413	14	1	15
1414	14	1	15
1415	14	1	15
1416	14	1	15
1417	14	1	15
1418	14	1	15
1419	14	1	15
1420	14	1	15
1421	14	1	15
1422	14	1	15
1423	14	1	15
1424	14	1	15
1425	14	1	15
1426	14	1	15
1427	14	1	15
1428	14	1	15
1429	14	1	15
1430	14	1	15
1431	14	1	15
1432	14	1	15
1433	14	1	15
1434	14	1	15
1435	14	1	15
1436	14	1	15
1437	14	1	15
1438	14	1	15
1439	14	1	15
1440	14	1	15
1441	14	1	15
1442	14	1	15
1443	14	1	15
1444	14	1	15
1445	14	1	15
1446	14	1	15
1447	14	1	15
1448	14	1	15
1449	14	1	15
1450	14	1	15
1451	14	1	15
1452	14	1	15
1453	14	1	15
1454	14	1	15
1455	14	1	15
1456	14	1	15
1457	14	1	15
1458	14	1	15
1459	14	1	15
1460	14	1	15
1461	14	1	15
1462	14	1	15
1463	14	1	15
1464	14	1	15
1465	14	1	15
1466	14	1	15
1467	14	1	15
1468	14	1	15
1469	14	1	15
1470	14	1	15
1471	14	1	15
1472	14	1	15
1473	14	1	15
1474	14	1	15
1475	14	1	15
1476	14	1	15
1477	14	1	15
1478	14	1	15
1479	14	1	15
1480	14	1	15
1481	14	1	15
1482	14	1	15
1483	14	1	15
1484	14	1	15
1485	14	1	15
1486	14	1	15
1487	14	1	15
1488	14	1	15
1489	14	1	15
1490	14	1	15
1491	14	1	15
1492	14	1	15
1493	14	1	15
1494	14	1	15
1495	14	1	15
1496	14	1	15
1497	14	1	15
1498	14	1	15
1499	14	1	15
1500	14	1	15
1501	14	1	15
1502	14	1	15
1503	14	1	15
1504	14	1	15
1505	14	1	15
1506	14	1	15
1507	14	1	15
1508	14	1	15
1509	14	1	15
1510	14	1	15
1511	14	1	15
1512	14	1	15
1513	14	1	15
1514	14	1	15
1515	14	1	15
1516	14	1	15
1517	14	1	15
1518	14	1	15
1519	14	1	15
1520	14	1	15
1521	14	1	15
1522	14	1	15
1523	14	1	15
1524	14	1	15
1525	14	1	15
1526	14	1	15
1527	14	1	15
1528	14	1	15
1529	14	1	15
1530	14	1	15
1531	14	1	15
1532	14	1	15
1533	14	1	15
1534	14	1	15
1535	14	1	15
1536	14	1	15
1537	14	1	15
1538	14	1	15
1539	14	1	15
1540	14	1	15
1541	14	1	15
1542	14	1	15
1543	14	1	15
1544	14	1	15
1545	14	1	15
1546	14	1	15
1547	14	1	15
1548	14	1	15
1549	14	1	15
1550	14	1	15
1551	14	1	15
1552	14	1	15
1553	14	1	15
1554	14	1	15
1555	14	1	15
1556	14	1	15
1557	14	1	15
1558	14	1	15
1559	14	1	15
1560	14	1	15
1561	14	1	15
1562	14	1	15
1563	14	1	15
1564	14	1	15
1565	14	1	15
1566	14	1	15
1567	14	1	15
1568	14	1	15
1569	14	1	15
1570	14	1	15
1571	14	1	15
1572	14	1	15
1573	14	1	15
1574	14	1	15
1575	14	1	15
1576	14	1	15
1577	14	1	15
1578	14	1	15
1579	14	1	15
1580	14	1	15
1581	14	1	15
1582	14	1	15
1583	14	1	15
1584	14	1	15
1585	14	1	15
1586	14	1	15
1587	14	1	15
1588	14	1	15
1589	14	1	15
1590	14	1	15
1591	14	1	15
1592	14	1	15
1593	14	1	15
1594	14	1	15
1595	14	1	15
1596	14	1	15
1597	14	1	15
1598	14	1	15
1599	14	1	15
1600	14	1	15
1601	14	1	15
1602	14	1	15
1603	14	1	15
1604	14	1	15
1605	14	1	15
1606	14	1	15
1607	14	1	15
1608	14	1	15
1609	14	1	15
1610	14	1	15
1611	14	1	15
1612	14	1	15
1613	14	1	15
1614	14	1	15
1615	14	1	15
1616	14	1	15
1617	14	1	15
1618	14	1	15
1619	14	1	15
1620	14	1	15
1621	14	1	15
1622	14	1	15
1623	14	1	15
1624	14	1	15
1625	14	1	15
1626	14	1	15
1627	14	1	15
1628	14	1	15
1629	14	1	15
1630	14	1	15
1631	14	1	15
1632	14	1	15
1633	14	1	15
1634	14	1	15
1635	14	1	15
1636	14	1	15
1637	14	1	15
1638	14	1	15
1639	14	1	15
1640	14	1	15
1641	14	1	15
1642	14	1	15
1643	14	1	15
1644	14	1	15
1645	14	1	15
1646	14	1	15
1647	14	1	15
1648	14	1	15
1649	14	1	15
1650	14	1	15
1651	14	1	15
1652	14	1	15
1653	14	1	15
1654	14	1	15
1655	14	1	15
1656	14	1	15
1657	14	1	15
1658	14	1	15
1659	14	1	15
