MCS	ContactEnergy	VolumeEnergy	SurfaceEnergy	TotalEnergy
120	29120.0	3524.3193722617434	1531.606189099548	34175.92556136129
121	29150.0	3061.3960926105938	1426.0427707756025	33637.438863386196
122	28990.0	3388.470125124659	1638.1569605529512	34016.62708567761
123	29070.0	3344.8818323527667	1494.344619504991	33909.22645185776
124	29190.0	3034.68154541064	1331.8506720203004	33556.53221743094
125	29055.0	3176.0078446205443	1542.0417896520667	33773.04963427261
126	29015.0	2901.344174196347	1687.9599252528715	33604.30409944922
127	29095.0	3278.7908148997667	1509.2105468449881	33883.001361744755
128	29095.0	3115.5490377879323	1555.8684971958428	33766.417534983775
129	29015.0	3317.8574369160197	1624.544804391553	33957.40224130757
130	29055.0	3245.6355603186967	1589.533127935647	33890.16868825434
131	29055.0	2846.906670019889	1632.6763060397934	33534.58297605968
132	29135.0	2831.973958158269	1495.1871970482898	33462.16115520656
133	29015.0	3049.227431752879	1708.8313318214205	33773.0587635743
134	29015.0	3336.8013986650476	1672.1345479861338	34023.93594665118
135	29215.0	2797.6590775837394	1324.0454065139784	33336.70448409772
136	29200.0	2823.581398074384	1437.8856571327196	33461.467055207104
137	29040.0	2977.6172950735054	1643.171983356151	33660.78927842966
138	29145.0	3264.337081081103	1474.3383110464492	33883.67539212755
139	29145.0	2991.946551385263	1477.620960192071	33614.567511577334
140	29145.0	3294.1341749190906	1481.5907337042154	33920.724908623306
141	29025.0	3034.769466147918	1766.5217968424258	33826.291262990344
142	29135.0	3172.4171070785815	1485.8794781495817	33793.29658522816
143	29200.0	3256.9483516783657	1429.7732957994594	33886.721647477825
144	29135.0	3226.830874202642	1492.6215067594603	33854.4523809621
145	29175.0	3061.786697661664	1475.8738643544348	33712.6605620161
146	29055.0	3284.914119174573	1639.4931662241288	33979.4072853987
147	29175.0	2890.7882196129503	1469.6838815194496	33535.4721011324
148	29025.0	2992.6647286520893	1721.2343130427325	33738.89904169482
149	29200.0	3152.0534653227514	1394.598109393919	33746.65157471667
150	29280.0	2833.1772232040385	1334.522198524719	33447.69942172876
151	29240.0	3246.18851389263	1372.0019855850842	33858.190499477714
152	29120.0	3614.457469834815	1586.4664771183016	34320.92394695312
153	29040.0	3765.4621565213165	1745.380209379291	34550.84236590061
154	29040.0	3304.853208717759	1752.1633905536873	34097.01659927145
155	29120.0	3266.917621358225	1617.6315631156467	34004.54918447387
156	29065.0	3149.9018925506243	1744.7124295079266	33959.61432205855
157	29225.0	3407.3151623096055	1582.0074494447908	34214.322611754396
158	29080.0	3203.487760530188	1680.452352969005	33963.94011349919
159	29320.0	3082.1547717460635	1338.204392945554	33740.35916469162
160	29015.0	3274.3013415260793	1758.0858547714888	34047.38719629757
161	29335.0	3133.342310568478	1223.133440044985	33691.47575061346
162	29375.0	3097.134887125212	1112.1775773473928	33584.312464472605
163	29175.0	3061.9006517016533	1518.4927664292627	33755.393418130916
164	29135.0	3283.489366260692	1629.4168619359698	34047.90622819666
165	29255.0	3265.039229654867	1342.8588566005055	33862.89808625537
166	29295.0	3441.635462221093	1271.6619202551374	34008.29738247623
167	29295.0	3259.7226898138615	1311.1326512722735	33865.855341086135
168	29015.0	3478.749269061591	1817.9902268949081	34311.7394959565
169	29135.0	3293.733510511156	1572.0027686929825	34000.73627920414
170	29335.0	3259.6744986352132	1208.8322159187373	33803.50671455395
171	29255.0	3185.922094578782	1397.6573944761185	33838.5794890549
172	29335.0	2784.482714662663	1210.4197342303087	33329.90244889297
173	29255.0	2853.1717199098057	1382.038624410634	33490.21034432044
174	29095.0	3068.1327565604442	1682.3189814281068	33845.45173798855
175	29055.0	3247.869013701493	1782.668331984678	34085.53734568617
176	29055.0	3144.290281372014	1741.7986418659711	33941.088923237985
177	29135.0	2738.12959179857	1628.7690357518295	33501.8986275504
178	29295.0	2894.010205479208	1388.1161575334409	33577.12636301265
179	29255.0	3037.765137855822	1432.436651113312	33725.201788969134
180	29320.0	2922.41738392353	1344.534640187776	33586.952024111306
181	29200.0	2935.2538546930737	1575.6123602146545	33710.86621490773
182	29215.0	2929.7503878719726	1513.4773575441068	33658.22774541608
183	29135.0	2916.1774836433324	1630.1112756213843	33681.28875926472
184	29135.0	3103.9767847683834	1622.1178069378948	33861.09459170628
185	29135.0	3199.0172029902897	1724.6439909137553	34058.661193904045
186	29055.0	2681.4363344394224	1835.798608169207	33572.23494260863
187	29095.0	2888.0678659443947	1703.2670986646554	33686.33496460905
188	29255.0	3015.1716012771794	1603.7171115694218	33873.8887128466
189	29295.0	2907.0211076374835	1422.3086971345765	33624.32980477206
190	29255.0	2926.2343736117327	1558.3445504360861	33739.57892404782
191	29175.0	2928.0288750910404	1601.4407248327916	33704.46959992383
192	29255.0	2565.619867812711	1469.7980157207348	33290.417883533446
193	29095.0	2423.814061066296	1730.936285494754	33249.75034656105
194	29335.0	2805.333470232654	1313.0454260195984	33453.37889625225
195	29335.0	3223.2227959343436	1427.595414042371	33985.818209976715
196	29175.0	3488.714757592752	1577.538751870161	34241.25350946291
197	29295.0	3179.9159683670587	1367.9556887664512	33842.87165713351
198	29040.0	3345.366314731873	1858.578234972083	34243.944549703956
199	29095.0	3413.4825065870973	1792.4920107726211	34300.97451735972
200	29055.0	3180.4720482051926	1827.2011504471448	34062.67319865234
201	29375.0	3332.446771251198	1342.770571668516	34050.217342919714
202	29175.0	3651.4647430468904	1605.0524760650296	34431.51721911192
203	29255.0	3223.097710418442	1498.3211044395284	33976.41881485797
204	29255.0	2915.2022712662438	1564.5277016985347	33734.72997296478
205	29215.0	3118.0562881391234	1598.4610808394063	33931.51736897853
206	29095.0	3045.0091033832723	1760.6614749847358	33900.67057836801
207	29215.0	3081.165125262851	1622.3515563170076	33918.51668157986
208	29255.0	3005.473175799343	1496.5761599501275	33757.04933574947
209	29415.0	3024.1148574707768	1268.2672907030792	33707.382148173856
210	29375.0	3278.8748763928743	1280.5072203743475	33934.38209676722
211	29455.0	2832.504354086632	1231.0239961138723	33518.528350200504
212	29255.0	2697.4982551516587	1468.737900135966	33421.236155287625
213	29415.0	2622.551991270084	1341.7418015009025	33379.293792770986
214	29255.0	2330.2078292876104	1524.7385554482025	33109.94638473581
215	29335.0	2595.6637519923243	1476.1810474652884	33406.84479945761
216	29375.0	2775.4969078217255	1428.3513875732751	33578.848295395
217	29215.0	2549.0970215072593	1777.7592855620605	33541.85630706932
218	29295.0	3010.504620392676	1426.6791367975384	33732.183757190214
219	29295.0	2813.572243540475	1528.813683203698	33637.38592674417
220	29375.0	3079.2710747275123	1379.236949398255	33833.50802412577
221	29295.0	2762.6597077037877	1476.4069640882371	33534.066671792025
222	29295.0	2888.325468519106	1439.6643931815197	33622.989861700626
223	29455.0	2896.416481868291	1205.932378157595	33557.348860025886
224	29295.0	3269.8219231663825	1474.9764944589697	34039.79841762535
225	29415.0	3188.520010491993	1282.7406845245423	33886.260695016535
226	29335.0	3075.852952707428	1438.8454692714731	33849.6984219789
227	29335.0	3314.6392770343664	1486.9380807554262	34136.57735778979
228	29160.0	2920.9873056163633	1851.4591299425956	33932.44643555896
229	29240.0	2870.2244539197272	1644.5276914950227	33754.75214541475
230	29305.0	3224.41229878772	1635.3283764802472	34164.74067526797
231	29265.0	3633.575940928349	1660.5023087422887	34559.07824967064
232	29160.0	3136.0653711863415	1780.9568150877021	34077.02218627404
233	29480.0	3061.236172752615	1265.8785384228395	33807.114711175454
234	29295.0	3056.5229998630093	1466.7348215623497	33818.25782142536
235	29375.0	3275.190394143501	1449.9742053545197	34100.16459949802
236	29255.0	3341.4651927522937	1582.48249304801	34178.9476858003
237	29175.0	3077.472258360285	1728.1142244444345	33980.58648280472
238	29255.0	3372.7397510626906	1651.5314114976354	34279.271162560326
239	29215.0	3334.1600277320686	1711.9782914459938	34261.13831917806
240	29295.0	3366.363787526134	1586.9380506378366	34248.30183816397
241	29175.0	3279.6839390752575	1789.934788291721	34244.61872736698
242	29295.0	3499.504736835006	1539.6606890053954	34334.1654258404
243	29375.0	3134.4437726632896	1480.855956121668	33990.29972878496
244	29295.0	3279.6127790430182	1539.2009668876563	34113.813745930674
245	29335.0	3444.2018194507546	1485.601972263612	34264.80379171437
246	29375.0	3645.4562246970454	1378.0961971702345	34398.55242186728
247	29495.0	3528.456446747223	1271.4698808903631	34294.926327637586
248	29375.0	3120.6590361994313	1510.577444559749	34006.23648075918
249	29535.0	3276.420339184042	1281.0491969749273	34092.46953615897
250	29295.0	2938.453177661504	1613.6048947507516	33847.058072412256
251	29095.0	2596.3591446493956	1976.2871441664902	33667.646288815886
252	29015.0	2821.8146088610956	2111.99742164099	33948.812030502086
253	29350.0	2926.1156899865455	1471.8442873260938	33747.95997731264
254	29430.0	2739.7821405281866	1382.6057936922007	33552.38793422039
255	29360.0	2973.199817114437	1560.0526008503948	33893.25241796483
256	29400.0	3233.0388705021323	1554.5735802158015	34187.612450717934
257	29330.0	3127.604278108265	1669.0525707099005	34126.656848818166
258	29370.0	3112.029592484105	1570.0479124934645	34052.07750497757
259	29400.0	2795.777856842542	1487.3594102539937	33683.137267096536
260	29320.0	3081.1965214399243	1648.6747249041946	34049.87124634412
261	29440.0	3223.5541409637517	1447.0223285655811	34110.57646952933
262	29440.0	2972.321960226036	1506.487506022604	33918.80946624864
263	29600.0	3339.875162332246	1339.4913992268994	34279.366561559145
264	29400.0	3414.7461188033776	1563.2096732170612	34377.95579202044
265	29465.0	3040.73766319656	1396.744507309195	33902.482170505755
266	29345.0	3110.933024576734	1613.108796897941	34069.041821474675
267	29450.0	3159.1397667256388	1503.8232195284218	34112.96298625406
268	29290.0	3281.784090509973	1704.8625688590255	34276.646659369
269	29130.0	2922.0184998970217	2122.401619059674	34174.420118956696
270	29280.0	3174.408882337957	1756.2098861215782	34210.618768459535
271	29360.0	3614.0605997712555	1541.9135112391086	34515.974111010364
272	29240.0	3056.1458094845148	1771.055369607493	34067.20117909201
273	29280.0	3356.9497211334965	1690.467576588344	34327.41729772184
274	29200.0	3199.1190861220093	1857.752364863918	34256.87145098593
275	29160.0	3043.89207888853	1906.1224157363904	34110.01449462492
276	29330.0	3484.1463926093274	1758.6242425147066	34572.770635124034
277	29320.0	3460.0225988786406	1709.1643943461531	34489.186993224794
278	29480.0	2680.4764243200043	1432.6511985341494	33593.127622854154
279	29280.0	2772.2385207888874	1750.7039389385318	33802.94245972742
280	29400.0	3034.8804596353875	1605.222258503636	34040.10271813902
281	29440.0	3041.2107735743484	1553.6416701418784	34034.85244371623
282	29440.0	3101.1097955525474	1540.1689949681167	34081.278790520664
283	29480.0	3180.301669551918	1411.3934157634503	34071.69508531537
284	29320.0	3397.9010424840817	1674.5157273566292	34392.41676984071
285	29240.0	3543.4903575863427	1802.1243592815154	34585.61471686786
286	29320.0	3208.0700955105567	1764.2917115162709	34292.36180702683
287	29400.0	2865.0493367620948	1607.7555147193925	33872.80485148149
288	29520.0	3029.7611425592186	1396.835129306055	33946.59627186527
289	29520.0	3179.7474364248774	1399.5109401979425	34099.25837662282
290	29600.0	3339.8787856808485	1340.6766192093346	34280.55540489018
291	29440.0	3128.5710228466633	1588.3357063792937	34156.90672922596
292	29280.0	3206.628667575642	1775.7552805579326	34262.383948133574
293	29360.0	3138.45437642296	1757.5113831309136	34255.965759553874
294	29360.0	3293.3688662465283	1718.6988610895787	34372.06772733611
295	29400.0	3266.3918590312096	1612.4888235525577	34278.88068258377
296	29480.0	3218.9749233805196	1533.122192882147	34232.09711626267
297	29360.0	3062.505045073267	1728.1566311960341	34150.6616762693
298	29440.0	3099.5191885259555	1532.5793602367776	34072.09854876273
299	29440.0	3260.931469644347	1571.115871812508	34272.047341456855
300	29280.0	3249.419844055883	1823.5086430830415	34352.928487138925
301	29320.0	3157.040128410954	1737.665037397819	34214.70516580877
302	29480.0	3475.2450854150084	1510.076542212846	34465.321627627854
303	29720.0	3314.9407662884187	1166.4130800411658	34201.353846329584
304	29560.0	3038.5284889413015	1399.0091198140726	33997.537608755374
305	29480.0	3291.342382707153	1498.061777376497	34269.40416008365
306	29440.0	3166.5599759673205	1634.4402174118295	34241.00019337915
307	29360.0	3504.333246260867	1801.7594432269107	34666.09268948778
308	29400.0	3239.7898715052725	1707.3055552409642	34347.09542674624
309	29560.0	2934.5478173987794	1449.1766562618432	33943.72447366062
310	29600.0	3176.311246539044	1399.027912162128	34175.33915870117
311	29480.0	3143.977253652629	1574.8285295084497	34198.80578316108
312	29480.0	3006.834245111604	1577.9724330504541	34064.80667816206
313	29480.0	2717.7561375419464	1557.9765774772386	33755.732715019185
314	29480.0	2789.5816379138705	1567.557963039726	33837.1396009536
315	29640.0	2838.3920984612632	1410.0641788634675	33888.45627732473
316	29495.0	3007.8358956489683	1536.1363589353277	34038.972254584296
317	29655.0	3024.3988922089193	1328.2275061849941	34007.62639839391
318	29575.0	2743.1143141543	1416.5560461908171	33734.67036034512
319	29335.0	2655.5850972761255	1812.9677548672043	33803.55285214333
320	29400.0	2539.2358631564275	1665.1011475036648	33604.33701066009
321	29510.0	2696.064559488077	1526.6912068536476	33732.755766341725
322	29320.0	3108.7388422158983	1863.1870191203052	34291.9258613362
323	29390.0	3195.697126867235	1683.9400178673532	34269.63714473459
324	29440.0	2816.266500844431	1647.2995518499374	33903.56605269437
325	29400.0	3190.3523978022713	1736.7210161100957	34327.07341391237
326	29360.0	3060.9234914468107	1835.638450397164	34256.561941843975
327	29280.0	3214.9797894074436	1935.516809508481	34430.496598915925
328	29560.0	3303.660551022549	1561.759353721136	34425.419904743685
329	29640.0	3040.452409592908	1392.9113516400685	34073.36376123298
330	29560.0	3045.0073121400055	1537.7784266966046	34142.78573883661
331	29520.0	3002.391634396263	1651.5868617131491	34173.97849610941
332	29680.0	3155.3926612127543	1265.0642919298843	34100.45695314264
333	29360.0	3158.1147779654566	1778.3845149542321	34296.49929291969
334	29520.0	3165.5639737290767	1566.1991175895673	34251.763091318644
335	29640.0	2911.300429167677	1382.3801156831905	33933.68054485087
336	29440.0	2869.784364618172	1619.0166145656258	33928.8009791838
337	29360.0	3113.7558389794867	1871.7418539829669	34345.49769296245
338	29480.0	3252.856728472325	1662.1356067479792	34394.992335220304
339	29360.0	3191.984074417487	1811.343675782773	34363.32775020026
340	29520.0	2989.616155928743	1531.4266981734545	34041.0428541022
341	29520.0	3281.0888571003306	1560.5976057082444	34361.686462808575
342	29560.0	3457.673044326293	1453.6345401601284	34471.30758448642
343	29600.0	2992.418758805361	1464.7779516364244	34057.196710441785
344	29520.0	2945.4783213993505	1556.7471466206916	34022.22546802004
345	29400.0	3443.432084891465	1747.326966427354	34590.75905131882
346	29495.0	3036.8271150165674	1657.9084251377935	34189.73554015436
347	29415.0	3000.0516869211424	1710.8288729807828	34125.880559901925
348	29455.0	2723.269489264858	1671.3576161160017	33849.62710538086
349	29415.0	2891.3366316668544	1705.821453073877	34012.15808474073
350	29455.0	2848.03065624139	1714.2237494076107	34017.254405649
351	29655.0	2892.843674194519	1410.3030908371875	33958.146765031706
352	29455.0	2586.951718546261	1656.9746314409713	33698.92634998723
353	29575.0	2915.065291921128	1523.219941297284	34013.28523321841
354	29455.0	3403.550208528104	1699.1861662025622	34557.736374730666
355	29455.0	3399.7276735063497	1668.5567848756182	34523.28445838197
356	29415.0	3063.833702175689	1794.0729707774153	34272.906672953104
357	29655.0	3183.104775249012	1404.8077351322718	34242.912510381284
358	29575.0	2868.08719552173	1488.128802732026	33931.215998253756
359	29535.0	2909.518916179877	1573.2655754702864	34017.78449165016
360	29615.0	3140.8787885418133	1496.7667700935272	34252.64555863534
361	29615.0	2843.326518723261	1498.6383055795159	33956.96482430278
362	29535.0	2833.9443973736343	1633.2556532378658	34002.2000506115
363	29255.0	3119.905619378187	2041.5818744200078	34416.487493798195
364	29415.0	2990.614443464947	1790.6640144187259	34196.27845788367
365	29495.0	3120.827987859011	1672.1328935856582	34287.96088144467
366	29455.0	3127.461840939286	1737.6113172642363	34320.07315820352
367	29375.0	2839.265659383018	1852.0874450069823	34066.35310439
368	29655.0	3295.873613722433	1418.103074904575	34368.97668862701
369	29655.0	3129.691480935071	1430.388666118015	34215.080147053086
370	29415.0	3171.359252781185	1892.204904695318	34478.5641574765
371	29615.0	3271.5842122807953	1488.6641561346914	34375.24836841549
372	29695.0	2811.1988408181787	1331.931663272262	33838.13050409044
373	29655.0	3051.3840923728276	1432.675151263029	34139.05924363586
374	29655.0	2684.676893214273	1444.4651328554028	33784.142026069676
375	29455.0	2664.898082270738	1767.1792258640198	33887.07730813476
376	29360.0	2863.105284359117	1966.1944389381097	34189.29972329723
377	29520.0	2861.188910856363	1671.2442708500748	34052.43318170644
378	29510.0	2937.0195214548585	1715.1606891489791	34162.18021060384
379	29560.0	2919.3201080979634	1646.720022499212	34126.040130597175
380	29400.0	2512.3726684663416	1925.8421900265967	33838.21485849294
381	29720.0	3127.7897895350907	1427.6310761711648	34275.420865706255
382	29760.0	3194.1652594511834	1447.2771589803597	34401.44241843154
383	29560.0	3253.110902250264	1667.4409773193474	34480.55187956961
384	29640.0	3172.1455625368253	1576.1122000549221	34388.25776259175
385	29680.0	3002.3985432893824	1508.031849300678	34190.43039259006
386	29440.0	3196.2270222423103	1900.6801046433975	34536.90712688571
387	29655.0	3408.0860698912147	1535.238149573779	34598.324219464994
388	29335.0	3297.462723894787	2096.898747159794	34729.36147105458
389	29465.0	3087.5145617676753	1889.3449565098854	34441.85951827756
390	29600.0	3125.6866900162277	1624.7883251003077	34350.475015116535
391	29440.0	2859.6602686135884	1932.0448086348915	34231.70507724848
392	29640.0	3349.8011651745037	1566.280282793232	34556.081447967736
393	29480.0	3160.2696503898915	1855.3734709735	34495.64312136339
394	29520.0	2986.8675354780135	1766.7212335074873	34273.5887689855
395	29640.0	3179.700411259182	1557.2405142516072	34376.94092551079
396	29600.0	3246.4598518300772	1671.4968968699395	34517.95674870002
397	29840.0	3629.6231597419683	1369.180109194931	34838.8032689369
398	29480.0	3573.1064269138005	1890.9620280339004	34944.0684549477
399	29960.0	2930.1374594368826	1070.462083236198	33960.59954267308
400	29760.0	3046.0916616691247	1398.435868524466	34204.52753019359
401	29480.0	2752.3567823287885	1860.883653353667	34093.240435682455
402	29640.0	2830.710165165874	1630.743389350464	34101.45355451634
403	29560.0	2909.0804677121196	1740.6291669896746	34209.709634701794
404	29680.0	2606.042137599361	1530.8144047241512	33816.85654232351
405	29640.0	3272.3731060409773	1635.4351916137966	34547.808297654774
406	29600.0	3186.850838857281	1674.1455184878578	34460.99635734514
407	29600.0	3263.7492847177055	1712.630001041689	34576.379285759394
408	29760.0	2918.095299091001	1501.824845019437	34179.92014411044
409	29600.0	2894.224399860468	1767.6934105419787	34261.91781040245
410	29640.0	3192.5553263449547	1615.7933389485697	34448.348665293524
411	29680.0	3285.7026339033473	1551.7489649497293	34517.45159885308
412	29600.0	3307.40144521631	1688.9625789556885	34596.364024172
413	29640.0	3258.09533328189	1646.637138898659	34544.73247218055
414	29680.0	3397.2600061078992	1607.8059382794163	34685.065944387316
415	29680.0	3220.0792939555686	1570.8628288957698	34470.94212285134
416	29680.0	2877.067112840523	1603.9335315402423	34161.000644380765
417	29800.0	3116.1417824649106	1360.6048946779629	34276.74667714287
418	29800.0	3192.9493218106654	1403.4189562727988	34396.368278083464
419	29640.0	3226.4780731629435	1647.166442032758	34513.6445151957
420	29640.0	3274.553620933366	1684.7831429734651	34599.33676390683
421	29600.0	3323.7681434666592	1756.8004945085704	34680.56863797523
422	29720.0	3299.291280350226	1509.7792912602745	34529.0705716105
423	29640.0	3514.2886962569173	1657.4275417788158	34811.71623803573
424	29560.0	3382.603469800015	1838.1217872018897	34780.725257001905
425	29695.0	3406.196889431667	1557.9128924838005	34659.10978191547
426	29575.0	3204.8865363286313	1770.4743800585857	34550.36091638722
427	29695.0	3249.0992751149315	1530.3531964748981	34474.45247158983
428	29615.0	3224.7495268721104	1708.628569873399	34548.37809674551
