MCS	ContactEnergy	VolumeEnergy	SurfaceEnergy	TotalEnergy
182	61480.0	6136.115178598993	3342.345395287266	70958.46057388626
183	61680.0	6298.810985503806	3114.9582925316645	71093.76927803547
184	61600.0	5920.615366322891	3220.8837061736267	70741.49907249652
185	61840.0	6078.712311534764	2919.706236583879	70838.41854811864
186	61520.0	6357.904677584738	3440.4526825615903	71318.35736014633
187	61640.0	5841.910993220372	3298.4293560305377	70780.34034925091
188	61720.0	6382.969722797134	3190.201035483624	71293.17075828076
189	61600.0	6461.432505108969	3451.737180518685	71513.16968562765
190	61680.0	6409.353440192499	3359.1540349356364	71448.50747512814
191	61440.0	6421.262252168817	3675.296142398147	71536.55839456696
192	61480.0	6330.439313657553	3634.6216341195395	71445.06094777709
193	61600.0	7013.917324243666	3589.9800398701336	72203.8973641138
194	61770.0	7066.537058463291	3344.391881795018	72180.92894025831
195	61770.0	6917.294411702169	3463.5424572293414	72150.83686893151
196	61970.0	6363.553924060398	3064.675877558766	71398.22980161916
197	61850.0	6489.817319781141	3313.734142089961	71653.5514618711
198	61810.0	5977.934383715474	3354.305268008029	71142.2396517235
199	61825.0	6305.016550799919	3368.262317463523	71498.27886826344
200	61865.0	6452.425934987114	3301.282081945683	71618.7080169328
201	61785.0	6234.671584738971	3594.7829442837974	71614.45452902277
202	61825.0	6105.572164606274	3420.5518599867355	71351.12402459301
203	61705.0	6534.775005826814	3641.3345238933107	71881.10952972012
204	61665.0	6249.401423403033	3824.9884961673524	71739.38991957039
205	61880.0	6271.576318152802	3425.50481557264	71577.08113372544
206	62280.0	6403.159469434031	2764.919466811116	71448.07893624515
207	61815.0	7033.949690112931	3616.274974035914	72465.22466414885
208	62015.0	6349.071530055226	3229.6699009550503	71593.74143101028
209	61895.0	6074.096583499195	3504.2231240018737	71473.31970750107
210	62135.0	6424.378015117691	3186.5872385527473	71745.96525367044
211	62055.0	6319.38958742292	3302.654132209136	71677.04371963206
212	62095.0	6949.675619567715	3254.8289196833503	72299.50453925107
213	62255.0	6356.417485148268	3029.6910782612395	71641.1085634095
214	62215.0	6544.43341383987	3123.0424382624915	71882.47585210236
215	62095.0	6396.135400576604	3319.7083867219044	71810.84378729851
216	62095.0	7042.8099901582755	3432.790787598933	72570.60077775721
217	62295.0	6549.149450956465	3023.6963567265775	71867.84580768304
218	62015.0	6770.899632580549	3584.526581488317	72370.42621406887
219	62175.0	6032.65545232789	3336.1443817982217	71543.79983412611
220	62535.0	5995.092912700929	2817.0064218889456	71347.09933458988
221	62305.0	6896.386414029257	3180.43054847396	72381.81696250322
222	62345.0	6657.1547002093575	3175.353643062408	72177.50834327177
223	62385.0	6316.401372315449	3173.9195351552917	71875.32090747074
224	62105.0	5846.6664083748765	3661.602745167329	71613.2691535422
225	62305.0	5978.703516273381	3373.434496297268	71657.13801257065
226	62545.0	5930.914871914283	3011.0191269253846	71486.93399883967
227	62665.0	5778.882025895728	2703.388217202737	71147.27024309846
228	62785.0	6117.279622687929	2631.5945728489896	71533.87419553692
229	62545.0	5906.410129637079	3047.5460811320227	71498.9562107691
230	62615.0	5827.914362478041	3030.961222186452	71473.87558466449
231	62615.0	6028.517823224975	2979.7691820270848	71623.28700525206
232	62615.0	5801.513740027294	2946.4336048898986	71362.9473449172
233	62505.0	5652.702588959219	3208.053182537551	71365.75577149677
234	62615.0	6108.469410303951	3007.3475779162254	71730.81698822018
235	62615.0	6426.785776937468	3028.0083413858665	72069.79411832333
236	62575.0	6026.384370134183	3166.6358932195	71768.02026335368
237	62535.0	5572.98918128814	3314.0598630619934	71422.04904435013
238	62455.0	6424.33332654924	3502.9801939678146	72382.31352051705
239	62455.0	6457.463314706547	3374.2747002316173	72286.73801493816
240	62415.0	5866.17911829424	3554.5653605961706	71835.74447889041
241	62855.0	5704.742974861147	2917.759917869116	71477.50289273026
242	62775.0	5924.515663215861	3005.866074046935	71705.3817372628
243	62815.0	5615.7165284511575	2961.4137599093374	71392.1302883605
244	62695.0	5704.928784373187	3104.2919577739667	71504.22074214715
245	62615.0	6176.945178479509	3382.8221516375197	72174.76733011703
246	62825.0	5728.315927444928	3060.974146227236	71614.29007367216
247	62905.0	6061.802452473057	2878.8938281300943	71845.69628060315
248	62815.0	6037.102324364678	3087.5876181281637	71939.68994249284
249	62935.0	5742.326581327798	2865.900559189613	71543.22714051741
250	62895.0	6146.039981663198	3011.858732662513	72052.89871432571
251	62815.0	6114.479097636504	3198.9550125220558	72128.43411015856
252	62975.0	6666.268006090977	3017.7020306920167	72658.970036783
253	62895.0	6278.015441157477	3168.2235392270377	72341.23898038451
254	62975.0	6474.3317315103195	3031.1545120866504	72480.48624359697
255	62815.0	6308.409282850189	3319.336884202203	72442.74616705239
256	62775.0	6071.661211632163	3379.3633232673164	72226.02453489948
257	62775.0	6523.656266330363	3408.6983325739857	72707.35459890435
258	63015.0	6208.451568221644	3049.2000089300564	72272.6515771517
259	63135.0	5722.311079097999	2903.8905682542827	71761.20164735228
260	62895.0	6432.57557349556	3313.1358205148717	72640.71139401043
261	63175.0	6648.157862693624	2918.17318331392	72741.33104600754
262	63095.0	6460.001397619926	3121.9532613892807	72676.9546590092
263	62895.0	6471.646598806692	3418.0785595689667	72784.72515837566
264	63135.0	6232.810911627457	3036.234572090907	72404.04548371836
265	63055.0	6189.137951804878	3205.8792722661747	72450.01722407105
266	63295.0	6264.60930960995	2891.6953351243865	72451.30464473434
267	62935.0	6035.314577022655	3473.316728005884	72443.63130502854
268	62975.0	5716.598869704612	3486.034049404552	72177.63291910916
269	63215.0	5998.801428683655	3073.8473974046065	72287.64882608826
270	63175.0	5730.199345939764	3159.8884241178166	72065.08777005758
271	63095.0	6450.375293592078	3278.2625654217554	72823.63785901383
272	63135.0	6176.029634799779	3338.173824212863	72649.20345901264
273	63055.0	6382.605675532104	3438.402914972394	72876.0085905045
274	63135.0	5642.538489641593	3344.534003349836	72122.07249299143
275	63175.0	6477.3949640301	3271.8682463036384	72924.26321033374
276	63375.0	5861.207157413446	2980.516725878115	72216.72388329156
277	63295.0	5949.308169156866	3220.9205025149276	72465.2286716718
278	63055.0	5826.807633659773	3628.9662826427957	72510.77391630257
279	63295.0	5851.874343646778	3269.1031314310385	72415.97747507782
280	63165.0	5755.864996200398	3460.4421999759506	72381.30719617635
281	63150.0	6280.593022106768	3459.1194774833275	72889.7124995901
282	63270.0	5825.714717142255	3325.6501612381544	72421.36487838041
283	63590.0	6052.720826851291	2804.6584492723923	72447.37927612368
284	63430.0	6052.33087943212	3142.2900782030774	72624.6209576352
285	63190.0	6192.991797186987	3615.132797478582	72998.12459466557
286	63230.0	6530.13494608269	3581.601865651901	73341.73681173459
287	63790.0	6572.460735054774	2677.6353267009836	73040.09606175576
288	63550.0	6690.552965372772	3207.867721481016	73448.42068685379
289	63470.0	6284.1832892583625	3336.9002400373574	73091.08352929572
290	63360.0	5465.229834763304	3486.3436277833534	72311.57346254666
291	63370.0	5790.545514790429	3546.637413505232	72707.18292829566
292	63480.0	5673.821087091201	3410.1850162574556	72564.00610334866
293	63400.0	5514.502352446871	3500.755606162129	72415.257958609
294	63600.0	5471.346024724626	3129.233645190252	72200.57966991488
295	63730.0	5798.83486912222	3054.236434518243	72583.07130364046
296	63970.0	5439.169851521001	2721.3066287420224	72130.47648026302
297	63810.0	5433.816998227121	2916.428909430979	72160.2459076581
298	63720.0	5984.282580602885	3101.2856313900556	72805.56821199294
299	63640.0	6700.948678726418	3291.949345978792	73632.89802470521
300	63640.0	6486.086982966372	3303.0485963530373	73429.13557931941
301	63680.0	6590.5498874267505	3180.3950612124754	73450.94494863923
302	63960.0	6354.626660601207	2794.397884643986	73109.02454524519
303	63840.0	6867.733005309565	3093.219196171849	73800.95220148141
304	63920.0	6492.1045630313165	2923.6684178409632	73335.77298087228
305	64000.0	5850.9185569720285	2792.0584881672403	72642.97704513927
306	63880.0	6139.233962351427	2958.9204775576945	72978.15443990912
307	63800.0	5629.791181391192	3127.03858395922	72556.82976535041
308	63545.0	6030.785251933121	3688.1910227861954	73263.97627471932
309	63750.0	5850.973994106607	3270.591410928173	72871.56540503478
310	63960.0	6016.436929090851	2963.4765689325286	72939.91349802338
311	63840.0	6141.752303956164	3226.4273742836667	73208.17967823983
312	64000.0	6339.870062245027	3098.9476838050177	73438.81774605004
313	63960.0	6257.229718117596	3075.2550416102167	73292.48475972781
314	64080.0	6713.966769620747	3007.6437014056137	73801.61047102636
315	64120.0	6793.37970918612	2802.973397510941	73716.35310669706
316	63760.0	6243.763901193597	3430.4401087452425	73434.20400993884
317	63880.0	6154.449294068472	3220.557970040827	73255.0072641093
318	63990.0	6113.2930579157255	3070.179405218805	73173.47246313453
319	63960.0	6258.941051500005	3384.4770377490204	73603.41808924903
320	63880.0	5732.598337687523	3404.3194701650646	73016.91780785259
321	64080.0	5413.213471470954	3073.8291137234773	72567.04258519443
322	64040.0	5634.614005645708	3212.22852573439	72886.8425313801
323	63920.0	5962.436384303583	3471.0459838522365	73353.48236815582
324	63920.0	5701.378140098386	3459.543627462699	73080.92176756109
325	64000.0	6292.187411457853	3347.4946259584976	73639.68203741635
326	63960.0	6120.416528399073	3486.2499406549614	73566.66646905403
327	63960.0	6307.036445817066	3515.4783156019403	73782.514761419
328	64120.0	6128.112837539957	3256.539387218072	73504.65222475803
329	64200.0	5917.86266066003	3098.602197141736	73216.46485780177
330	64280.0	6459.128970902384	3005.5031659209635	73744.63213682335
331	64560.0	6005.339311907155	2604.815441481187	73170.15475338834
332	64120.0	6256.457177021512	3407.4266607681056	73783.88383778962
333	64160.0	6215.385703452484	3380.7978427474154	73756.1835461999
334	64320.0	6372.328023829468	3106.8053711752873	73799.13339500476
335	64040.0	6817.848102996213	3584.6189674612833	74442.4670704575
336	64255.0	6129.748675327719	3229.81555405946	73614.56422938718
337	64335.0	5610.422853006603	3140.5834304163	73086.0062834229
338	64040.0	5844.512855576322	3722.489425254753	73607.00228083108
339	64440.0	6002.27895983131	3103.772520655184	73546.0514804865
340	64520.0	5795.030675048911	2975.2300826081773	73290.26075765709
341	64520.0	6234.725627571897	2944.3744932179106	73699.10012078981
342	64350.0	6050.407472795778	3251.5155770245474	73651.92304982033
343	64080.0	6300.658783657564	3753.2254932139767	74133.88427687154
344	64320.0	5978.9044716562785	3505.322618521168	73804.22709017745
345	64360.0	5682.65010624993	3419.7761695919326	73462.42627584186
346	64440.0	5903.267414428265	3254.8570449778344	73598.1244594061
347	64295.0	6181.173380749387	3469.733124113991	73945.90650486338
348	64415.0	5588.751656946697	3355.4406324395677	73359.19228938626
349	64895.0	6121.121185280936	2584.5120363560272	73600.63322163696
350	64800.0	6180.4508881764195	2774.813982079504	73755.26487025592
351	64495.0	6008.048672737641	3235.573113722494	73738.62178646013
352	64735.0	5678.421146020264	2979.8282967170235	73393.24944273729
353	64335.0	5842.446565775754	3661.5838144754525	73839.0303802512
354	64415.0	6435.991669369832	3556.617337576463	74407.6090069463
355	64415.0	6418.188689468516	3547.886589548434	74381.07527901695
356	64400.0	6005.063092990749	3563.0836521153105	73968.14674510606
357	64680.0	5477.845005363779	3139.63703417161	73297.48203953539
358	64440.0	6228.467066663288	3592.436907290248	74260.90397395354
359	64320.0	6615.540498202754	3871.2969218275975	74806.83742003035
360	64080.0	6557.103134149656	4278.6208173807245	74915.72395153038
361	64480.0	6362.740698380949	3604.221443570568	74446.96214195152
362	64320.0	6229.693295571924	3917.846924987389	74467.54022055931
363	64600.0	6406.17579999016	3530.707944695605	74536.88374468577
364	65030.0	6203.551775173255	2776.903584326501	74010.45535949976
365	64750.0	6036.130646475212	3178.850691494299	73964.98133796951
366	65030.0	6273.687156022497	2775.2384576079203	74078.92561363042
367	64590.0	6378.692045087082	3480.2946373511804	74448.98668243826
368	64550.0	6368.451870370627	3614.775722337654	74533.22759270828
369	64830.0	5534.221667273523	3164.0205155935837	73528.2421828671
370	64800.0	5680.048905888543	3339.748724072124	73819.79762996067
371	64910.0	5659.631095981313	3081.661816276028	73651.29291225734
372	64550.0	5604.016554507398	3689.4935430854093	73843.5100975928
373	64710.0	6375.701504916506	3514.079736582353	74599.78124149886
374	64830.0	5940.120441227191	3369.8233123187674	74139.94375354596
375	64630.0	6075.440935460938	3705.687854717253	74411.12879017819
376	64830.0	6081.297120003001	3363.2113669876708	74274.50848699067
377	64950.0	6400.546431987168	3209.275136105134	74559.8215680923
378	65030.0	6070.0138988792605	3054.6084749040892	74154.62237378335
379	64910.0	6224.625477405352	3365.0402466522064	74499.66572405756
380	65110.0	6663.119151269057	3077.461441344931	74850.58059261399
381	64990.0	6823.665429808752	3157.566314599826	74971.23174440858
382	65135.0	5747.448592631699	3103.754639107501	73986.2032317392
383	65015.0	6355.94427225049	3240.8353052748134	74611.7795775253
384	65135.0	5628.347300513269	3150.3250558295986	73913.67235634287
385	65040.0	5768.669327505486	3295.889776953263	74104.55910445875
386	65000.0	5837.204123063566	3474.6764256892493	74311.88054875282
387	65190.0	5830.96226152833	3111.7938544688514	74132.75611599718
388	65070.0	6136.722307352902	3288.684853154118	74495.40716050702
389	65230.0	6072.5584106227325	2961.691158817848	74264.24956944058
390	65110.0	6161.937368212821	3288.676045703469	74560.61341391629
391	65150.0	6053.767833382444	3206.1399446509313	74409.90777803338
392	64910.0	5744.274247659923	3609.3675016303314	74263.64174929025
393	65270.0	5795.977286704438	3118.1483582302462	74184.12564493468
394	65110.0	5854.702565445186	3353.071700091241	74317.77426553643
395	65110.0	6040.08818355258	3336.8812966474798	74486.96948020006
396	65350.0	5574.270333348395	3022.2953665134264	73946.56569986182
397	65430.0	5775.244200684683	2926.029876106768	74131.27407679145
398	65310.0	5827.665242104413	3124.8173581896117	74262.48260029402
399	65230.0	5536.652514309244	3254.129211966647	74020.78172627589
400	65270.0	5521.748978419782	3308.8343276490923	74100.58330606887
401	65255.0	5923.777655371086	3330.4045813705307	74509.18223674162
402	65245.0	5981.050923092844	3447.5058368960163	74673.55675998886
403	65295.0	6084.766787261324	3389.6217768115457	74769.38856407287
404	65255.0	6209.064308850648	3375.149226182839	74839.21353503349
405	65685.0	6000.088125922339	2767.649397365167	74452.7375232875
406	65775.0	5913.198269604327	2768.1644695147406	74456.36273911907
407	65615.0	5737.654421598272	2966.591090777656	74319.24551237593
408	65465.0	5974.323624445678	3344.1773082863074	74783.50093273199
409	65305.0	6013.830191501038	3679.8068652761867	74998.63705677722
410	65775.0	5994.162899924995	2933.0378311587265	74702.20073108372
411	65455.0	5890.704707176046	3290.8558271516813	74636.56053432773
412	65495.0	6015.857995151164	3249.014292251086	74759.87228740225
413	65495.0	6066.646384455817	3346.958228450967	74908.60461290678
414	65375.0	5949.762875883462	3665.9832189593	74990.74609484276
415	65415.0	6268.424937695818	3591.839076789911	75275.26401448573
416	65575.0	6324.101037605287	3295.0390943314414	75194.14013193673
417	65535.0	6185.297378309624	3323.7435289559653	75044.04090726559
418	65655.0	6195.008649750234	3205.2225794264814	75055.23122917672
419	65695.0	5449.346263975458	3201.0513435018947	74345.39760747735
420	65735.0	5408.394106178166	3204.694330437924	74348.08843661609
421	65695.0	6020.989342190878	3208.144877894665	74924.13422008554
422	65815.0	5624.770369230391	3049.3420073826564	74489.11237661305
423	66015.0	5660.1568421428965	2790.474370540469	74465.63121268337
424	66015.0	6132.074145449878	2877.6722683379194	75024.7464137878
425	65560.0	6087.12460459079	3524.9380944564473	75172.06269904724
426	65600.0	5789.559432639362	3584.434442165075	74973.99387480444
427	65720.0	5934.7523554867075	3430.3627841797424	75085.11513966645
428	65720.0	5871.79177492726	3381.1827455076855	74972.97452043495
429	65910.0	6084.461527325766	3110.9110082208645	75105.37253554663
430	65590.0	6349.952660350682	3695.6219713797327	75635.57463173041
431	65710.0	6567.998908132868	3474.253706744639	75752.2526148775
432	65870.0	5422.941739483358	3137.8643768740585	74430.80611635742
433	66150.0	5727.354663618462	2671.449827438919	74548.80449105738
434	66165.0	6182.5888463096635	2705.4970502568176	75053.08589656648
435	66125.0	5649.092628926592	2841.76159706607	74615.85422599266
436	65950.0	5551.563773004891	3179.650470825727	74681.21424383062
