wMCS 	 D_Dynabead 	 D_TCell 
320	0.0010407346296307386	9.396043649247692e-06
321	0.001040185694545059	9.276892591197695e-06
322	0.0010396478696651833	9.148960184642063e-06
323	0.0010393103429448998	9.0420818903287e-06
324	0.00103967995456064	8.954343307519722e-06
325	0.0010404605678300221	8.905453379766418e-06
326	0.0010415319532946828	8.867510041272309e-06
327	0.0010426622938910818	8.860571031264677e-06
328	0.0010433872704631872	8.854360506683488e-06
329	0.0010443231218922931	8.828297993024603e-06
330	0.0010445240149720475	8.841070534067169e-06
331	0.0010453645741829189	8.863383003460794e-06
332	0.0010461065199418986	8.887680807597045e-06
333	0.00104681491963234	8.896498471128495e-06
334	0.0010475944393831546	8.886562776480129e-06
335	0.0010487934992965198	8.8886726065311e-06
336	0.001049799343186969	8.880638525229957e-06
337	0.0010503461804061795	8.885028262727433e-06
338	0.0010502508598388117	8.899606115550073e-06
339	0.00104992822857259	8.925336535206026e-06
340	0.0010496663471709533	8.938456141125236e-06
341	0.0010488534086005015	8.936572427236626e-06
342	0.0010487103791150072	8.949070191660667e-06
343	0.0010477848199672742	8.965094542040485e-06
344	0.0010470049565151646	8.965573822635217e-06
345	0.001046221313618736	8.987718005867914e-06
346	0.0010455998515391102	9.003822225754549e-06
347	0.0010451491267038757	8.998782823713625e-06
348	0.0010443310984882426	8.954693738982272e-06
349	0.0010434267887996448	8.906354998746823e-06
350	0.0010427670553328746	8.884921875484307e-06
351	0.0010424739437414976	8.892591355862836e-06
352	0.0010424694910835673	8.887921304491801e-06
353	0.0010422227933279313	8.88323186915388e-06
354	0.0010416255728637194	8.872569794952267e-06
355	0.0010406996316397101	8.888509886738499e-06
356	0.0010393209980517942	8.893006586231377e-06
357	0.0010381943501729753	8.871433737441473e-06
358	0.0010372273217439676	8.843228629531131e-06
359	0.00103601602105647	8.825493529282274e-06
360	0.001034941505619663	8.817808693081803e-06
361	0.001033476565490828	8.80057631370747e-06
362	0.0010314434451791084	8.788327240654086e-06
363	0.0010296612592104034	8.760616230180483e-06
364	0.0010277488525499677	8.714550943446223e-06
365	0.001026246211926482	8.682345967924239e-06
366	0.0010249521136755928	8.621527599716607e-06
367	0.0010237528126102713	8.566008072442416e-06
368	0.001022865973883762	8.505463284343211e-06
369	0.0010222941533912678	8.460655611532276e-06
370	0.00102192738217473	8.419535765921188e-06
371	0.0010214967185784094	8.381208379912578e-06
372	0.0010208210635260287	8.334948712885334e-06
373	0.001020174851349315	8.320196060929888e-06
374	0.0010200673725492392	8.304032727984021e-06
375	0.0010193687045414598	8.276423968998065e-06
376	0.001018669103023812	8.241564632025764e-06
377	0.0010183091966539557	8.206303475401553e-06
378	0.0010177159236803319	8.158036546997424e-06
379	0.0010171927050497186	8.110622311180316e-06
380	0.0010169252337202555	8.065242124242081e-06
381	0.001016729740408898	8.009286882902224e-06
382	0.001016479966523029	7.941787390920938e-06
383	0.0010159151095271162	7.864700617113664e-06
384	0.0010151118081105047	7.785023000457336e-06
385	0.0010144526443794754	7.732965921353457e-06
386	0.0010139365605997123	7.680645441353324e-06
387	0.0010134769235108964	7.618736739784504e-06
388	0.001012684517749583	7.559108746722494e-06
389	0.0010124687665113547	7.498384877442684e-06
390	0.001012293637097651	7.438983813163442e-06
391	0.0010119055589133887	7.394180470907212e-06
392	0.0010117516532091868	7.339237912456617e-06
393	0.0010115457989052176	7.2861843325892615e-06
394	0.001011389976727126	7.255979900186638e-06
395	0.0010115151124057596	7.224177025489401e-06
396	0.0010117808758787678	7.209656100542247e-06
397	0.001011844896066102	7.1964297160167865e-06
398	0.0010127504885468306	7.1839813100875e-06
399	0.0010135704880781542	7.165392603959817e-06
400	0.0010145368415810038	7.151338210468382e-06
401	0.0010154003051359723	7.125677623133601e-06
402	0.0010160236959293168	7.0787854193004905e-06
403	0.001016341922884233	7.034608143114422e-06
404	0.0010164799367170564	6.990795778207617e-06
405	0.0010166111488124894	6.951328970722446e-06
406	0.0010160482171663297	6.922161976781406e-06
407	0.0010156182651747082	6.9037742231538755e-06
408	0.0010152947819478159	6.890381551153091e-06
409	0.0010148076666568575	6.866380546773049e-06
410	0.0010143871731728795	6.849794600070896e-06
411	0.0010141224792245844	6.833122785055606e-06
412	0.0010141040494405639	6.801375138584318e-06
413	0.0010136276250182804	6.78183757610189e-06
414	0.0010130117609389521	6.778155778062083e-06
415	0.0010123554092853647	6.765952104442339e-06
416	0.0010122002431065592	6.750200149537038e-06
417	0.001011985013486643	6.729085870773656e-06
418	0.0010121281654559661	6.705190324175159e-06
419	0.0010124487167402793	6.6978665843079665e-06
420	0.0010127439250906555	6.693806723062293e-06
421	0.0010128710836457891	6.695044086752542e-06
422	0.0010131595136011928	6.723017804498286e-06
423	0.001013687161133751	6.7319720724941035e-06
424	0.0010144385544703632	6.7386311308591415e-06
425	0.001015381227692369	6.7154272586830115e-06
426	0.0010165857812680893	6.712131844949835e-06
427	0.0010178162450916923	6.726860045656085e-06
428	0.0010183964068511458	6.711948862915757e-06
429	0.00101891361018703	6.706634884186735e-06
430	0.0010193927010501177	6.674547915176727e-06
431	0.001020279417577154	6.650194094988858e-06
432	0.0010208261495139967	6.625825951767795e-06
433	0.0010217253592243976	6.616822848435204e-06
434	0.0010226495809183842	6.598533123536598e-06
435	0.0010232810617843084	6.579363433791608e-06
436	0.0010239629790331157	6.564530915522949e-06
437	0.001024567872849908	6.556056000498051e-06
438	0.0010252427701890304	6.54965113155318e-06
439	0.0010260132787787985	6.5464768169514345e-06
440	0.0010265476412917225	6.534287447705369e-06
441	0.001026740181511441	6.520585695988869e-06
442	0.00102630137230183	6.4947504141953715e-06
443	0.0010257096877479427	6.473395328183184e-06
444	0.0010252916375229038	6.464793016533117e-06
445	0.0010250353024696972	6.452358453837141e-06
446	0.0010246673513725254	6.432045593685866e-06
447	0.0010245005925421337	6.417060741937914e-06
448	0.0010243585978371578	6.4043244028441175e-06
449	0.0010241038836110903	6.367684483840382e-06
450	0.001024251329011267	6.323996640698272e-06
451	0.0010243623182934803	6.278984494891802e-06
452	0.0010241777367867159	6.246633680721466e-06
453	0.001023829919505889	6.212870273564823e-06
454	0.0010234913710632514	6.164240515791079e-06
455	0.0010232882324526095	6.123867978309862e-06
456	0.0010229672448981318	6.075585553496204e-06
457	0.0010226778914043612	6.021001886272865e-06
458	0.001022348289364504	5.97200351653037e-06
459	0.0010223041529321426	5.9284609013677694e-06
460	0.0010219700146470846	5.887217234102394e-06
461	0.001021848210630331	5.8313338051504586e-06
462	0.0010218545344727185	5.776320776814319e-06
463	0.001021676487313751	5.736519178068174e-06
464	0.001021542315573473	5.691934165861679e-06
465	0.0010210369556628606	5.645785807016829e-06
466	0.0010204367900535421	5.61107786275094e-06
467	0.0010198243619079967	5.579278093243534e-06
468	0.0010190252481795184	5.542218070527768e-06
469	0.0010182782621752631	5.490486757334394e-06
470	0.0010173909789036267	5.43151824881859e-06
471	0.0010166959055172965	5.398436753574614e-06
472	0.0010158532643477244	5.363505883772182e-06
473	0.0010151366735265345	5.329951803905198e-06
474	0.0010144612642220354	5.301858374068783e-06
475	0.0010138512679801223	5.272421989467422e-06
476	0.0010134865555129218	5.236260173260432e-06
477	0.0010129923407571073	5.2016474430189665e-06
478	0.0010127526046474105	5.157047183890581e-06
479	0.0010122118810299528	5.1179167075997725e-06
480	0.0010116028983941526	5.096510465531715e-06
481	0.0010104858960731226	5.090611051673074e-06
482	0.0010093926697204887	5.094636046523542e-06
483	0.0010081917306839485	5.103466003911639e-06
484	0.001007006675802886	5.11178797267681e-06
485	0.001005445234129379	5.105637593138584e-06
486	0.0010040261431627853	5.104809843048905e-06
487	0.0010025710943196893	5.0907011349626406e-06
488	0.0010010504282617566	5.077352739147221e-06
489	0.0009994083919490446	5.053132520513866e-06
490	0.0009978348190494554	5.035540989265588e-06
491	0.0009963466335209787	5.029303806729883e-06
492	0.0009947782410237283	5.021097884025734e-06
493	0.0009933500158485187	4.988586049852355e-06
494	0.0009922820459799572	4.9611283986234736e-06
495	0.000991229109881172	4.93720318264827e-06
496	0.0009898919974526145	4.920949374110404e-06
497	0.0009888529185324228	4.904318982450639e-06
498	0.00098801740396387	4.8772221314710075e-06
499	0.0009869880798025858	4.847049648982352e-06
500	0.000985898592802608	4.821503373725796e-06
501	0.0009845198077054564	4.794980075777681e-06
502	0.000983380610636202	4.7765949716519085e-06
503	0.0009822064564851184	4.75209245389586e-06
504	0.0009810863292610613	4.740172875965899e-06
505	0.0009799054728784988	4.73270518158107e-06
506	0.000978448037433168	4.729687538546694e-06
507	0.0009769192475670826	4.714923128581285e-06
508	0.0009754291668942611	4.702615477312042e-06
509	0.0009738191968108499	4.678765807486367e-06
510	0.0009724051879264697	4.643251164412125e-06
511	0.0009710580243482377	4.6070206635176254e-06
512	0.0009697916560243243	4.5710762655095665e-06
513	0.0009685633974239251	4.539942247401209e-06
514	0.0009674031735289222	4.503107637183997e-06
515	0.0009665623400303316	4.464983859664904e-06
516	0.0009656846287760626	4.4281740369724324e-06
517	0.0009653034303255682	4.397981487652437e-06
518	0.0009648717461285089	4.380668372258861e-06
519	0.0009645836484050172	4.360805661442814e-06
520	0.0009640678316345108	4.3393632302251745e-06
521	0.0009635919353341515	4.323628581203987e-06
522	0.0009630371121476862	4.3129256645121015e-06
523	0.0009624717074380278	4.2919226241900965e-06
524	0.0009616731340537594	4.267288093902262e-06
525	0.0009604800558469161	4.250394339879279e-06
526	0.0009591580200540506	4.228484293413114e-06
527	0.0009578098324267996	4.216608733647261e-06
528	0.0009566725564540932	4.198315529645166e-06
529	0.0009555780552741753	4.203349953801472e-06
530	0.0009541999067368311	4.200524304716716e-06
531	0.00095280478288043	4.1975431631972e-06
532	0.0009514983667551133	4.186249979398819e-06
533	0.0009499592977780491	4.1760125306450984e-06
534	0.0009482386615250811	4.167950628198795e-06
535	0.0009466874807534728	4.162844650975744e-06
536	0.0009446443770036899	4.146578420967819e-06
537	0.0009426152720395388	4.136445966803729e-06
538	0.0009403720082251083	4.135168661886565e-06
539	0.0009380738455285738	4.141554697213728e-06
540	0.0009357951019490819	4.138054942518943e-06
541	0.000933577836753113	4.128785008114589e-06
542	0.0009316493629469908	4.111403038500507e-06
543	0.0009299076539404512	4.086995568716964e-06
544	0.000928207349853481	4.062653303657567e-06
545	0.0009263795001140773	4.047546279556276e-06
546	0.0009247821513852734	4.036421715489648e-06
547	0.0009230093963287321	4.038496608399212e-06
548	0.0009216062724913317	4.036103537508447e-06
549	0.0009202693730441162	4.0323904862216695e-06
550	0.0009187576188239221	4.0369690361980214e-06
551	0.0009173844740282418	4.048923717902305e-06
552	0.0009157707991963462	4.043469539238369e-06
553	0.0009144142554292407	4.036641082416471e-06
554	0.0009128952790285529	4.0280770730087445e-06
555	0.0009115011805590576	4.016901433513317e-06
556	0.000910347866225123	4.00564385179916e-06
557	0.0009089992086461033	4.000338637526167e-06
558	0.0009079426082612747	3.9977624053410705e-06
559	0.0009072434413588018	3.993625755029897e-06
560	0.0009063299018564024	3.983865543013497e-06
561	0.0009054624023230171	3.973894689120777e-06
562	0.0009049762868733883	3.969482213976391e-06
563	0.0009046575454619343	3.96240590953659e-06
564	0.0009041922255624684	3.954035929971465e-06
565	0.0009035126303634128	3.94582196557643e-06
566	0.0009026853208221806	3.931993027959122e-06
567	0.0009020535766465888	3.91325414239461e-06
568	0.0009015397411412723	3.896757193411058e-06
569	0.0009008580700267285	3.874006474748547e-06
570	0.0008998799282293362	3.854661924338036e-06
571	0.0008992012929352533	3.836417566965721e-06
572	0.0008986106844481361	3.8180631681080316e-06
573	0.0008980762874862349	3.8099092067374966e-06
574	0.000897093314599656	3.7945248523194354e-06
575	0.0008960867836786188	3.7837613229950555e-06
576	0.0008949880243441452	3.7815564491519906e-06
577	0.00089394738697491	3.7742625894767764e-06
578	0.0008928292966280865	3.7689383305748173e-06
579	0.0008915498271476983	3.7584473680591337e-06
580	0.0008903775336788907	3.746021623893034e-06
581	0.0008890963058354763	3.733433613367841e-06
582	0.0008878221572214193	3.714371374864562e-06
583	0.000886824130529658	3.7016800794365124e-06
584	0.0008860939998520383	3.6805390287472697e-06
585	0.0008855699678297365	3.6595638196684803e-06
586	0.0008850364979363859	3.6440876875097807e-06
587	0.0008845430644031158	3.634425640889791e-06
588	0.0008843030331933408	3.6306797775315293e-06
589	0.0008841831915073362	3.6244524418875533e-06
590	0.0008838198674170291	3.6100300720684805e-06
591	0.0008837726901776704	3.5934909788150215e-06
592	0.0008835767955232265	3.5806574014519957e-06
593	0.0008833656964599533	3.5703070687830093e-06
594	0.000883083357533647	3.5562790174593516e-06
595	0.0008828219286508463	3.5441792950912808e-06
596	0.0008823605061873145	3.5387202701664425e-06
597	0.0008820955241253749	3.5328383868153725e-06
598	0.0008819166799402022	3.5223556843313547e-06
599	0.0008816234989869592	3.5089125477990586e-06
600	0.0008811577970470787	3.4953188395963994e-06
