MCS 	 Avg Db vel 	 Avg TC vel 
183 	 0.003957474760570612 	 0.030140531737125966 
184 	 0.00038325570796004913 	 0.027750361943272794 
185 	 0.0 	 0.03425018353200454 
186 	 0.0 	 0.03443212067625582 
187 	 0.0 	 0.026690475070660875 
188 	 0.0019471947940606436 	 0.03073753369912323 
189 	 0.004466957723620231 	 0.03648842431038651 
190 	 0.007340279891732759 	 0.0322027134270678 
191 	 0.0027419906562938367 	 0.03065232222191169 
192 	 0.011867017509667415 	 0.028033585805926853 
193 	 0.0029211653769707223 	 0.02313946870894722 
194 	 0.005646602792421297 	 0.028921268572954652 
195 	 0.002912232878221833 	 0.033298024142506856 
196 	 0.0 	 0.04116463414460378 
197 	 0.002740345313839921 	 0.02756802560478254 
198 	 0.0 	 0.030793670713629467 
199 	 0.0019919291657374237 	 0.03215884850415426 
200 	 0.00013528138528121994 	 0.029631972559324968 
201 	 0.0020669140990050992 	 0.04188451793075551 
202 	 0.0 	 0.034447724629088454 
203 	 0.0 	 0.03944277265681977 
204 	 0.0 	 0.03614154799571664 
205 	 0.00038325570796004913 	 0.04128339430117451 
206 	 0.0 	 0.0400512079265394 
207 	 0.0027100271002712026 	 0.028906448488072074 
208 	 0.0 	 0.03806967377681896 
209 	 0.0 	 0.019270443950982184 
210 	 0.0 	 0.04376652920043439 
211 	 0.0 	 0.02622018570306228 
212 	 0.001947340468402155 	 0.027523795711190697 
213 	 0.001994912401572329 	 0.02419020449606804 
214 	 0.001994912401572329 	 0.034706422769533424 
215 	 0.003820984845387207 	 0.03072718816972313 
216 	 0.001973631653976123 	 0.04311082652182382 
217 	 0.001996391023048568 	 0.0333135813848168 
218 	 0.001996391023048568 	 0.029688506219824735 
219 	 0.0 	 0.033100027195159414 
220 	 0.0 	 0.03135649701662688 
221 	 0.003957474760570377 	 0.03022204943676335 
222 	 0.002439024390241684 	 0.03484839021907505 
223 	 0.00233911605713163 	 0.032961285234077924 
224 	 0.0029994503551708123 	 0.02983399358061448 
225 	 0.0 	 0.027924557087549356 
226 	 0.0 	 0.037456297890006415 
227 	 0.0020669140990050992 	 0.0330585168836286 
228 	 0.001994912401572329 	 0.03810366412781188 
229 	 0.0 	 0.03088494022851562 
230 	 0.0 	 0.037541517198966014 
231 	 0.001994912401572329 	 0.033777833699038216 
232 	 0.0 	 0.03721968209481775 
233 	 0.00402159438266224 	 0.03340330452413868 
234 	 0.003890227090657052 	 0.028510828777073036 
235 	 0.007816791414423692 	 0.02683929871832924 
236 	 0.0020637713081249074 	 0.03129850748990081 
237 	 0.004440893266058334 	 0.027631188495057527 
238 	 0.008424438913658105 	 0.03428911852503907 
239 	 0.008167360729055063 	 0.03556392117674586 
240 	 0.008970104627541676 	 0.03173543551997632 
241 	 0.011276540971130128 	 0.023486115124087326 
242 	 0.0030682303460552204 	 0.03608924698812856 
243 	 0.005781251884835054 	 0.026810161831551965 
244 	 0.006128184418637057 	 0.04232816156567529 
245 	 0.00748106758156603 	 0.044117040145203436 
246 	 0.0037234570740517173 	 0.034375894091375224 
247 	 0.002080474319408149 	 0.03254364991836345 
248 	 0.0 	 0.029321929051428598 
249 	 0.0 	 0.03853921032540968 
250 	 0.0019917872626604048 	 0.02645405270142602 
251 	 0.006179812602157729 	 0.04719790880692459 
252 	 0.005949728563715565 	 0.03949132196254245 
253 	 0.002984107797496654 	 0.03511546795543433 
254 	 0.0020362299765762076 	 0.033126510680560876 
255 	 0.0 	 0.04449983074307539 
256 	 0.002000164756332538 	 0.03802938183513586 
257 	 0.004065040650405176 	 0.025590087070622644 
258 	 0.0017928550266428055 	 0.02590582000367116 
259 	 0.0017928550266428055 	 0.02587947508580812 
260 	 0.0 	 0.033328351194209356 
261 	 0.004284929078815045 	 0.03894555537542003 
262 	 0.009079555560093815 	 0.023558008122215326 
263 	 0.0036658247960906 	 0.026246494822413854 
264 	 0.005367240052174448 	 0.033698852292377665 
265 	 0.0021884521575201003 	 0.028318240790802585 
266 	 0.0036484856416876487 	 0.018501460693352022 
267 	 0.0 	 0.0332152961410848 
268 	 0.004036656185874641 	 0.021861596108524253 
269 	 0.0 	 0.03283068899474303 
270 	 0.0019917872626604048 	 0.04313747509493604 
271 	 0.008212186268358753 	 0.025518264207870053 
272 	 0.0 	 0.028497352785755672 
273 	 0.006116332359932062 	 0.03206041193043379 
274 	 0.0021010286822452976 	 0.02910670837075929 
275 	 0.0001355013550134269 	 0.025946959102123995 
276 	 0.0014146756787140145 	 0.035240342046421735 
277 	 0.00038325570796004913 	 0.030187262579752013 
278 	 0.0038186508222777115 	 0.036295803295968744 
279 	 0.0 	 0.029740072152329346 
280 	 0.004056811955999448 	 0.02134004508130834 
281 	 0.0019967338997706435 	 0.03523058072493286 
282 	 0.007897769109276677 	 0.036008096987583726 
283 	 0.004328219447374932 	 0.02320900865113051 
284 	 0.00331996062126695 	 0.02166800370136694 
285 	 0.005159051772930471 	 0.03189403543798538 
286 	 0.0035797814545025265 	 0.030300846365139054 
287 	 0.0027403453138445614 	 0.02997002696726962 
288 	 0.00995462844240647 	 0.038005328639702664 
289 	 0.006427892877981528 	 0.03502778295182016 
290 	 0.0016587763630925218 	 0.02514318258418623 
291 	 0.005504782600534993 	 0.03143402902860403 
292 	 0.0 	 0.04314120830470316 
293 	 0.0053283883231839205 	 0.031774087477255034 
294 	 0.0019004450601226165 	 0.033612647725164875 
295 	 0.0 	 0.028516535694307833 
296 	 0.004173733843509708 	 0.02745816079401915 
297 	 0.00595763159238806 	 0.024844216377096842 
298 	 0.006273277819560062 	 0.03262448647514516 
299 	 0.0020862400054099148 	 0.030720152156953593 
300 	 0.00590145275297441 	 0.034213603980443784 
301 	 0.004545888597829696 	 0.02756235279859609 
302 	 0.01347222672023094 	 0.02531993185021089 
303 	 0.004465505452785348 	 0.03128873157134444 
304 	 0.004383166407839456 	 0.023778184303703865 
305 	 0.0019210050914100045 	 0.032513271476329965 
306 	 0.0020501623338757178 	 0.024267666078615826 
307 	 0.0 	 0.036549349907032166 
308 	 0.003313397289832256 	 0.03175406594577208 
309 	 0.0030299024085382047 	 0.03358498121496128 
310 	 0.0 	 0.03863196477073503 
311 	 0.0038440617166231616 	 0.029119295640616067 
312 	 0.0020629454007184615 	 0.023470656810554796 
313 	 0.0 	 0.046682150519590494 
314 	 0.004810774124786896 	 0.032697535852388375 
315 	 0.0 	 0.03267056655112852 
316 	 0.0019004450601226165 	 0.026294987148682458 
317 	 0.010498707934891938 	 0.019627826540999805 
318 	 0.0019691885169190403 	 0.035768044370920106 
319 	 0.004066488248236453 	 0.025027149156004205 
320 	 0.009081114480197676 	 0.03348291214693803 
321 	 0.0037480901812337332 	 0.023277817921074015 
322 	 7.825583697033836e-05 	 0.03237683241807655 
323 	 0.003781450120002606 	 0.03927539419793465 
324 	 0.0 	 0.031451728610644984 
325 	 0.00385327547140278 	 0.034868202044102174 
326 	 0.0 	 0.028709817342553536 
327 	 0.004490067318555581 	 0.03458055628145268 
328 	 0.006769568507373455 	 0.026193883988577655 
329 	 0.00461126390570376 	 0.026955842494543022 
330 	 0.003894643235293251 	 0.03500484372255186 
331 	 0.008527950730527563 	 0.031702944911877674 
332 	 0.004062481806078566 	 0.03162624331079213 
333 	 0.004849338874722332 	 0.03425732723346584 
334 	 0.0065199328487307515 	 0.03199151945849922 
335 	 0.004910482229151866 	 0.024877651138707577 
336 	 0.01091195576036772 	 0.03323515943502241 
337 	 0.007530714553505846 	 0.03228549452456893 
338 	 0.007725454083400192 	 0.02585551296376849 
339 	 0.00455715236042496 	 0.03163893164383843 
340 	 0.005787933629013731 	 0.03926323875810254 
341 	 0.0 	 0.03810834008060529 
342 	 0.003696215999233843 	 0.034656768866594245 
343 	 0.008242586274473484 	 0.02846420627742081 
344 	 0.0006054886144265438 	 0.03713101550791811 
345 	 0.00679102390253672 	 0.025046944892668597 
346 	 0.0051977835766589845 	 0.04868661250543844 
347 	 0.0056499448594383534 	 0.027885698561067568 
348 	 0.005981843433617994 	 0.033819893392693985 
349 	 0.011016728385831698 	 0.03712155296564532 
350 	 0.006788413632788784 	 0.024869955414582482 
351 	 0.00567268411884209 	 0.0323673680756449 
352 	 0.010386440520142343 	 0.032352041719149724 
353 	 0.002506425541837799 	 0.03434479819553466 
354 	 0.0019004450601226165 	 0.030310164859977617 
355 	 0.003885027076556988 	 0.029666916585255748 
356 	 0.002039864674637876 	 0.034490783843153565 
357 	 0.0 	 0.03334857793714149 
358 	 0.002610062663415164 	 0.03338966148803573 
359 	 0.0 	 0.03308963885343532 
360 	 0.0 	 0.022215670285171723 
361 	 0.009328484335354633 	 0.03992380877010721 
362 	 0.0 	 0.03664936282660058 
363 	 0.00192937817781253 	 0.03542628617671565 
364 	 0.0 	 0.032727556955361205 
365 	 0.00192937817781253 	 0.02765245426539004 
366 	 0.0 	 0.02308727357551912 
367 	 0.0 	 0.038926360882241065 
368 	 0.0019025298617569289 	 0.028804631014461082 
369 	 0.0 	 0.030597930137704246 
370 	 0.0018755009583433417 	 0.040015579777695445 
371 	 0.0018755009583433417 	 0.031514572681321795 
372 	 0.0 	 0.03843998231476895 
373 	 0.002002593097597705 	 0.030008199995332486 
374 	 0.00231544816946064 	 0.03518214897829633 
375 	 0.004559227550727251 	 0.03153349062465862 
376 	 0.0032749063641318798 	 0.03942388015194235 
377 	 0.0020629454007184615 	 0.034974547213281644 
378 	 0.0002714440825191862 	 0.0366485016382102 
379 	 0.0 	 0.0349940388825765 
380 	 0.0020501623338757178 	 0.032253925479361414 
381 	 0.0 	 0.03654591356590458 
382 	 0.0 	 0.028797648204169846 
383 	 0.0020761361102466726 	 0.030672232913149675 
384 	 0.004126298444122391 	 0.026089525960207468 
385 	 0.0020761361102466726 	 0.03625536232278387 
386 	 0.0013550135501361638 	 0.035636421157572575 
387 	 0.003827332688181337 	 0.02107812656245635 
388 	 0.001824739590583632 	 0.03186130074832176 
389 	 0.0024310860054792094 	 0.02944195234117437 
390 	 0.0020761361102466726 	 0.029052293342633918 
391 	 0.004126298444122391 	 0.0397186509430719 
392 	 0.0 	 0.03787538518439391 
393 	 0.0020760203161111095 	 0.021637781702524603 
394 	 0.0 	 0.03489105802212851 
395 	 0.0020032690442837197 	 0.03434543052707519 
396 	 0.0020032690442837197 	 0.026442768011454478 
397 	 0.0020760203161111095 	 0.024219740094173228 
398 	 0.0 	 0.027386279267831114 
399 	 0.0 	 0.02486806969231177 
400 	 0.0 	 0.03378498229489751 
401 	 0.0 	 0.02856896833009405 
402 	 0.00198423381796766 	 0.028641666110148723 
403 	 0.003982223241919342 	 0.03252015805766708 
404 	 0.00393914411502385 	 0.03249291792174888 
405 	 0.0036223802080395354 	 0.03298504057228074 
406 	 0.0043629986544852185 	 0.038013193656258264 
407 	 0.0020629231010151285 	 0.03230930027478942 
408 	 0.005337387787203225 	 0.035854707669935496 
409 	 0.0 	 0.03071406759246238 
410 	 0.003697655328023184 	 0.03808601889538324 
411 	 0.005671132425548301 	 0.020521513328287385 
412 	 0.0019331610910930527 	 0.02700865368699376 
413 	 0.0058784798519797435 	 0.03343195910852185 
414 	 0.0019054555281465453 	 0.023988430483789836 
415 	 0.0019054555281465453 	 0.034224990217931704 
416 	 0.00554641363656204 	 0.029363672584820377 
417 	 0.005033587386303509 	 0.03366681045631744 
418 	 0.0055402730224276275 	 0.037403645486281924 
419 	 0.003966102093274809 	 0.031019290259576948 
420 	 0.0037636874657611167 	 0.023545477415966295 
421 	 0.0020051247395949444 	 0.02765911262174862 
422 	 0.003981661070869635 	 0.03300362258994597 
423 	 0.0019000189018751159 	 0.038838804166614414 
424 	 0.004071227303787367 	 0.025301617149406708 
425 	 0.004824328462319963 	 0.03190497982826936 
426 	 0.0035518425501636936 	 0.02279195377466833 
427 	 0.002047323481192178 	 0.03873375971821258 
428 	 0.0019017393474822291 	 0.03839889393026651 
429 	 0.001977920825749927 	 0.027049737314237682 
430 	 0.0020446481946539176 	 0.03299831698556643 
431 	 0.004997043066278863 	 0.032921987844539584 
432 	 0.003997483586827401 	 0.03327595937791178 
433 	 0.003433526232536056 	 0.033329483368859464 
434 	 0.0018443329998537852 	 0.03374941543599649 
435 	 0.0018184515866617752 	 0.03601401854897438 
436 	 0.0018184515866617752 	 0.024841165989572322 
437 	 0.0 	 0.029927525646236783 
438 	 0.0017896562886853592 	 0.04017283975155999 
439 	 0.0 	 0.03377252835650991 
440 	 0.0019020634685602905 	 0.03298830737530053 
441 	 0.002047005057601083 	 0.031362177421308764 
442 	 0.0001352813852785554 	 0.03717308602292962 
443 	 0.0020129547375467515 	 0.03743790092969557 
444 	 0.00198452632800923 	 0.026311107276291806 
445 	 0.0 	 0.02197302945487674 
446 	 0.0 	 0.023146763290908978 
447 	 0.008722466714949896 	 0.038467268749715726 
448 	 0.0 	 0.03127976119100936 
449 	 0.0 	 0.03183522222037418 
450 	 0.00391036242605274 	 0.04141610680827328 
451 	 0.0 	 0.025567596287598988 
452 	 0.003952366567620508 	 0.030345685446046735 
453 	 0.0059665362004995256 	 0.0341081630337401 
454 	 0.003730286591050725 	 0.031095142079718335 
455 	 0.0018793905611005832 	 0.033131653590169285 
456 	 0.0018793905611005832 	 0.032026225464728324 
457 	 0.0027901436696416357 	 0.02856304530066348 
458 	 0.0018359995567636628 	 0.02576564017084987 
459 	 0.0019424371742377971 	 0.030301265180454465 
460 	 0.0018179885285569393 	 0.03595476310008671 
461 	 0.0019424371742377971 	 0.03508921298849658 
462 	 0.003914822231775503 	 0.03096228261204577 
463 	 0.003864993586158022 	 0.03640493656395303 
464 	 0.007930843433846783 	 0.03808193177067274 
465 	 0.0070340362949098505 	 0.03065544606616211 
466 	 0.0018170537646276057 	 0.03045266622646342 
467 	 0.003556749254309325 	 0.037051224354738614 
468 	 0.0038389492712735205 	 0.029269491644084277 
469 	 0.0025037999538738364 	 0.033570833059835554 
470 	 0.002842210014958397 	 0.03789737848504176 
471 	 0.0032157275350394635 	 0.02632718663922338 
472 	 0.002792415773601084 	 0.0345171645118457 
473 	 0.008043097442272207 	 0.030042193119817217 
474 	 0.013265393506244401 	 0.04342272164871486 
475 	 0.0018793905611005832 	 0.02915771248938684 
476 	 0.0019104095166298431 	 0.029494861442123776 
477 	 0.00198452632800923 	 0.03640030932808825 
478 	 0.003968489049963288 	 0.034719900953071224 
479 	 0.0 	 0.02744911667720601 
480 	 0.005923031952257646 	 0.033081518625641106 
481 	 0.0 	 0.029945863341869817 
482 	 0.0018942870342870625 	 0.03283861953876186 
483 	 0.0 	 0.025906490875421694 
484 	 0.005005859084762103 	 0.035275722993519464 
485 	 0.0020353523075377126 	 0.025960594413809036 
486 	 0.0 	 0.033134631201761446 
487 	 0.0 	 0.02929772355589172 
488 	 0.0020353523075377126 	 0.028269397065899995 
489 	 0.0 	 0.029752561124853485 
490 	 0.0019104095166298431 	 0.02645173402493629 
491 	 0.0020580795333334447 	 0.03594182111803596 
492 	 0.0 	 0.036523361725170705 
493 	 0.0 	 0.0383964506835445 
494 	 0.0018179885285569393 	 0.02949021228319668 
495 	 0.0018179885285569393 	 0.04895280173046319 
496 	 0.006152351257035636 	 0.031556632510299686 
497 	 0.003497621325257392 	 0.03253664440313198 
498 	 0.002036765635410602 	 0.03190435346468772 
499 	 0.010144953341423459 	 0.03735627792746426 
500 	 0.005160831162377217 	 0.03672916501285669 
501 	 0.008253564190192337 	 0.027673324019442544 
502 	 0.003212268181879441 	 0.02864451664750894 
503 	 0.002036765635410602 	 0.02249305516863023 
504 	 0.0020905608195306586 	 0.03061229506166099 
505 	 0.0009581392698995995 	 0.028061635374952945 
506 	 0.0077196895108215735 	 0.04576969537549897 
507 	 0.003994326159332866 	 0.023384516714634804 
508 	 0.0031527251058070653 	 0.02785591598413301 
509 	 0.0038830046143647455 	 0.028610779343396692 
510 	 0.004740862702239588 	 0.03354197912339387 
511 	 0.001859711279355582 	 0.025406424129741503 
512 	 0.003922243889880993 	 0.03424435806969512 
513 	 0.0019150477460139058 	 0.04047302545922254 
514 	 0.0038970509374191913 	 0.03089138227790514 
515 	 0.003858618588062366 	 0.029634995445539946 
516 	 0.0009581392698995995 	 0.030821571920124493 
517 	 0.0037902937570684653 	 0.033460663235099254 
518 	 0.0050289417366884 	 0.020346921007850557 
519 	 0.004373841877250823 	 0.025986363192626687 
520 	 0.004217445387112338 	 0.03914242724780246 
521 	 0.0054477939637935175 	 0.03477075238385459 
522 	 0.005653653557907964 	 0.02734014828541158 
523 	 0.0018170537646276057 	 0.028305696469353925 
524 	 0.0040905998585372165 	 0.03234641380321577 
525 	 0.004395910188100714 	 0.03197167534235556 
526 	 0.0018803015021444638 	 0.024591412557187303 
527 	 0.004847843853653672 	 0.03881293214783078 
528 	 0.0 	 0.030046547394664825 
529 	 0.003592414956486207 	 0.027730271682246455 
530 	 0.0018733138212553983 	 0.03493906160956612 
531 	 0.0037195463951238093 	 0.03170622032267654 
532 	 0.0037402401978026897 	 0.02085528510313413 
533 	 0.001876871040547224 	 0.03286411775900266 
534 	 0.0018820186196488358 	 0.02629761970242922 
535 	 0.004525902875194949 	 0.027283648036232334 
536 	 0.0018170537646276057 	 0.036157570664400125 
537 	 0.0018170537646276057 	 0.03048683691471866 
538 	 0.0018960703289703446 	 0.02579083068020521 
539 	 0.005824213313480119 	 0.03079072354990708 
540 	 0.0 	 0.03247598419788158 
541 	 0.00666524504205292 	 0.03278277127515407 
542 	 0.006304672253699465 	 0.04624928319749688 
543 	 0.0 	 0.029021070276824743 
544 	 0.0043201459256902355 	 0.03734132798056003 
545 	 0.0043201459256902355 	 0.03497129834443364 
546 	 0.0 	 0.029045729972598074 
547 	 0.001855603356916025 	 0.02998494505682039 
548 	 0.0 	 0.025417585315702197 
549 	 0.005200103438972822 	 0.02464664314653679 
550 	 0.0 	 0.03290589454279669 
551 	 0.0 	 0.021350696291678527 
552 	 0.001988486313343948 	 0.03545525605983626 
553 	 0.001988486313343948 	 0.0366717761025939 
554 	 0.0 	 0.03177176168289489 
555 	 0.0 	 0.02802441509993886 
556 	 0.0 	 0.03131949574804304 
557 	 0.003957474760569739 	 0.036014893985790705 
558 	 0.0 	 0.025345079652879927 
559 	 0.0 	 0.030702568987050857 
560 	 0.0003832557079598398 	 0.03741102424273771 
561 	 0.0 	 0.036870631433669886 
562 	 0.0 	 0.028963112588380427 
563 	 0.0 	 0.036393868680790996 
564 	 0.0030450142349918875 	 0.026209177405371518 
565 	 0.0018666806871813306 	 0.03348623860987002 
566 	 0.0 	 0.024866628747299193 
567 	 0.0018666806871813306 	 0.03277423940075122 
568 	 0.0 	 0.0373093965537893 
569 	 0.0 	 0.027892782102129653 
570 	 0.0 	 0.03290571525284063 
571 	 0.0 	 0.028373573218174113 
572 	 0.0 	 0.030711397149926576 
573 	 0.0 	 0.030767025694402136 
