MCS 	 D_Dynabead 	 D_TCell 
243	2.0576505090459796e-06	3.424318272716972e-05
244	2.040705256007628e-06	3.418027447326174e-05
245	2.0254704955398075e-06	3.40826944049426e-05
246	2.0138827218270737e-06	3.3992822612634785e-05
247	1.999539887226635e-06	3.388550211184621e-05
248	1.9853471709194023e-06	3.377074868938735e-05
249	1.9713025311173992e-06	3.363292313694552e-05
250	1.9564601779131143e-06	3.3493086527010084e-05
251	1.9462478406259413e-06	3.334740841906875e-05
252	1.94074008790736e-06	3.3220342018594304e-05
253	1.937044062219718e-06	3.3120655725897674e-05
254	1.9323228549513834e-06	3.2990832838658804e-05
255	1.927535220351256e-06	3.284894194835815e-05
256	1.9220836798169044e-06	3.2676333274189994e-05
257	1.9179188734751576e-06	3.251597830684545e-05
258	1.9122435423749987e-06	3.236910820223277e-05
259	1.907953470721612e-06	3.224318716085404e-05
260	1.9035938616614001e-06	3.2097472801019785e-05
261	1.8952456926049812e-06	3.1948839644269667e-05
262	1.884605502505654e-06	3.1806949981113305e-05
263	1.8773357026687096e-06	3.166015985209673e-05
264	1.8697438090882541e-06	3.1526466059943794e-05
265	1.863556121806941e-06	3.141495536417682e-05
266	1.855489110743231e-06	3.131137026514171e-05
267	1.8474469353382687e-06	3.125092852996528e-05
268	1.8381681604994733e-06	3.1189001451157475e-05
269	1.8289433278277938e-06	3.112697832410792e-05
270	1.81896268330633e-06	3.105917326986655e-05
271	1.816366318550549e-06	3.0989307215427215e-05
272	1.8136809077409287e-06	3.0912026185765726e-05
273	1.805924929735778e-06	3.081824927116629e-05
274	1.7954834087213806e-06	3.069074290008157e-05
275	1.7851289634165386e-06	3.057440604494005e-05
276	1.7750549430676134e-06	3.0459804539939506e-05
277	1.7649256081876923e-06	3.0341180977054096e-05
278	1.7504067960827713e-06	3.0228209770907244e-05
279	1.7360634031341386e-06	3.011220234461725e-05
280	1.7255340999121884e-06	2.9999235419646337e-05
281	1.7144929499120243e-06	2.9913029671283127e-05
282	1.7046380663209577e-06	2.9833611926574774e-05
283	1.6947211230269229e-06	2.976887472579799e-05
284	1.6822768857373272e-06	2.9703004292735784e-05
285	1.6705409112326653e-06	2.9613434716488307e-05
286	1.6604147914656123e-06	2.952670204036896e-05
287	1.6456173382254986e-06	2.944059196658198e-05
288	1.6381577110157883e-06	2.9332367888255842e-05
289	1.6275966035045571e-06	2.922095074814295e-05
290	1.6163937256213384e-06	2.9130085617617448e-05
291	1.604673826872777e-06	2.9061419870893982e-05
292	1.5930805234344953e-06	2.9032329050896586e-05
293	1.5807269419913976e-06	2.9000113189354625e-05
294	1.571297114106797e-06	2.8958667608440762e-05
295	1.5619499028597363e-06	2.891141822513383e-05
296	1.5533058843992267e-06	2.8864380538389096e-05
297	1.5442661718228497e-06	2.880565983398173e-05
298	1.5366328670495702e-06	2.8734171231369974e-05
299	1.5309429405268377e-06	2.866391488476248e-05
300	1.5257408174373168e-06	2.8591822996355884e-05
301	1.5178319532152333e-06	2.851751892458637e-05
302	1.5069578939029312e-06	2.8441392720266867e-05
303	1.493202213845211e-06	2.8371899930991913e-05
304	1.482551658652949e-06	2.8296431102740167e-05
305	1.4700333333009883e-06	2.824391871045645e-05
306	1.4595639394081086e-06	2.8185232807984867e-05
307	1.4492051578533408e-06	2.8115739600313428e-05
308	1.4372530671893717e-06	2.8049453756154804e-05
309	1.421058749788917e-06	2.7955065364967422e-05
310	1.4050869874207774e-06	2.785911763669733e-05
311	1.3928677169611838e-06	2.780382023715138e-05
312	1.383062424874203e-06	2.774425319844778e-05
313	1.373359406817327e-06	2.7692868406003403e-05
314	1.3608161601289717e-06	2.7647389195072683e-05
315	1.3484280642193218e-06	2.7596506465693946e-05
316	1.3386027109775252e-06	2.753518285146328e-05
317	1.3314571261204898e-06	2.747248642620163e-05
318	1.3262695609515056e-06	2.738913861795081e-05
319	1.3199481214383256e-06	2.7313319819318477e-05
320	1.3153964761573578e-06	2.725781061197934e-05
321	1.3128789178365001e-06	2.7195434247210022e-05
322	1.3103905716609726e-06	2.7125259567752002e-05
323	1.3073356746518837e-06	2.704318905310062e-05
324	1.3042627950319302e-06	2.6962540805489763e-05
325	1.3029277175806804e-06	2.6875788698622324e-05
326	1.3015441011355724e-06	2.6796616525912546e-05
327	1.3002377305258975e-06	2.670111014944032e-05
328	1.302464771386004e-06	2.6605536610971793e-05
329	1.3074117680093418e-06	2.652036413981658e-05
330	1.3130519387864433e-06	2.6429861853525176e-05
331	1.3262514475949755e-06	2.6336337799456213e-05
332	1.3426618734259538e-06	2.6258814786532367e-05
333	1.3630286055948187e-06	2.617604188055728e-05
334	1.3799084487654203e-06	2.6099928954272486e-05
335	1.39773852483691e-06	2.603579175523143e-05
336	1.426119821416011e-06	2.596775885980814e-05
337	1.456584043894009e-06	2.5896464108163227e-05
338	1.4866809125777285e-06	2.5827524428947614e-05
339	1.5201530437739182e-06	2.5765081469835897e-05
340	1.5594008408142269e-06	2.569713890155688e-05
341	1.5978843387976553e-06	2.562978374044065e-05
342	1.637749051382875e-06	2.5549028333820637e-05
343	1.67225423138811e-06	2.54695613678736e-05
344	1.7065407621086944e-06	2.538883101943906e-05
345	1.737204221025297e-06	2.530545240459664e-05
346	1.7728796745459692e-06	2.5232435712285298e-05
347	1.8091672524468418e-06	2.5166843685255928e-05
348	1.843545433452761e-06	2.509493128893517e-05
349	1.8792759789291717e-06	2.5028409224861e-05
350	1.9181982944577392e-06	2.4958985132649048e-05
351	1.958911061759147e-06	2.487657642175528e-05
352	2.0034445111883377e-06	2.4817390215890233e-05
353	2.045746503869823e-06	2.4769736449146714e-05
354	2.089162156634682e-06	2.4712368537827558e-05
355	2.133305810519407e-06	2.4652677714257635e-05
356	2.1764455325550417e-06	2.4594669491674923e-05
357	2.218764668382656e-06	2.4522323761400905e-05
358	2.2606243588300792e-06	2.44424491319213e-05
359	2.3016858886424075e-06	2.4357566111735693e-05
360	2.3419630528559615e-06	2.427587794255495e-05
361	2.387365750604522e-06	2.4232637531203113e-05
362	2.4319137102732413e-06	2.4207989641644194e-05
363	2.475503950306129e-06	2.4163959213068375e-05
364	2.518270374743275e-06	2.410938587171323e-05
365	2.560343381780589e-06	2.4045924952624117e-05
366	2.601618543349465e-06	2.3977588408453158e-05
367	2.6421094388388716e-06	2.394163335452464e-05
368	2.6800833712662634e-06	2.389771246810878e-05
369	2.717327688595668e-06	2.3854476695558467e-05
370	2.7526016644959092e-06	2.3804879816239978e-05
371	2.7884371209262414e-06	2.3753784056974342e-05
372	2.8235792907909107e-06	2.3703446267578392e-05
373	2.8565423301619867e-06	2.36581671744608e-05
374	2.8869653075443234e-06	2.362248130678824e-05
375	2.920562901331362e-06	2.3599427374768637e-05
376	2.9561520072947842e-06	2.359690712037025e-05
377	2.9895014362273157e-06	2.359159270530432e-05
378	3.0224523748471076e-06	2.3583040294373575e-05
379	3.054760512794629e-06	2.3573853840001662e-05
380	3.087669720860755e-06	2.3557269840227526e-05
381	3.119938107624416e-06	2.3537556396962996e-05
382	3.1515763383321516e-06	2.35159585978965e-05
383	3.1813205493530038e-06	2.3495491572468076e-05
384	3.2105352769541996e-06	2.34825007006009e-05
385	3.237908095254588e-06	2.346865862964149e-05
386	3.2654903802734745e-06	2.3456975707592074e-05
387	3.290428127377955e-06	2.3439177928967357e-05
388	3.3155484185587588e-06	2.3410240742110852e-05
389	3.341726322297076e-06	2.338242771016347e-05
390	3.36860295562168e-06	2.33615784816343e-05
391	3.394881061548937e-06	2.333675809744151e-05
392	3.4206284652359276e-06	2.331608258037963e-05
393	3.4447687953753767e-06	2.3290498383320123e-05
394	3.4684121559448054e-06	2.3266248986756885e-05
395	3.4905414036654967e-06	2.3238436885018403e-05
396	3.513225505541493e-06	2.3213600442186815e-05
397	3.536500043295231e-06	2.3182653791675077e-05
398	3.5592933891096857e-06	2.3129372493159813e-05
399	3.5816134015547477e-06	2.3065059085863494e-05
400	3.603467803414535e-06	2.3005995867950168e-05
401	3.6248641842753356e-06	2.29505557945477e-05
402	3.644612968892944e-06	2.288708984975641e-05
403	3.662496810323574e-06	2.283087941425183e-05
404	3.6794293951760082e-06	2.277920079996376e-05
405	3.6945872275350175e-06	2.273393007426351e-05
406	3.711458132052652e-06	2.2678425020189367e-05
407	3.727031761609255e-06	2.2630247034553975e-05
408	3.7457506056016827e-06	2.258459174277745e-05
409	3.764063478236031e-06	2.2524729914482388e-05
410	3.7799420216807454e-06	2.2475198071410115e-05
411	3.7970269780061165e-06	2.2429941907446338e-05
412	3.814676700533649e-06	2.2396162603162736e-05
413	3.828973956909087e-06	2.2358029896048004e-05
414	3.84300339541518e-06	2.231670971366118e-05
415	3.856627910232745e-06	2.2283460976586404e-05
416	3.865710483491837e-06	2.2247204731507784e-05
417	3.875712869587516e-06	2.2216912758431282e-05
418	3.883036820116567e-06	2.2174747573049605e-05
419	3.892092133059129e-06	2.2126989753989082e-05
420	3.900084610588895e-06	2.2080833916380725e-05
421	3.906705658242048e-06	2.2037144927245104e-05
422	3.913260026116207e-06	2.1983394943066223e-05
423	3.920861361722051e-06	2.192772387096082e-05
424	3.928420219538193e-06	2.188432055452638e-05
425	3.936333416288081e-06	2.1844180388187548e-05
426	3.943825817735497e-06	2.1802547753096348e-05
427	3.9519992638140825e-06	2.1763395679796208e-05
428	3.9612221394782935e-06	2.1721328155321148e-05
429	3.969267333296548e-06	2.1669084263499477e-05
430	3.976225127364477e-06	2.1615858473961954e-05
431	3.986587465382977e-06	2.1556865898927052e-05
432	3.994837008347389e-06	2.149644724848847e-05
433	4.000609975187608e-06	2.1428028002152862e-05
434	4.007315149516007e-06	2.135692985208111e-05
435	4.014920823054738e-06	2.1279706603628233e-05
436	4.021183263491756e-06	2.1207904793808732e-05
437	4.027234831163887e-06	2.11240733450674e-05
438	4.031956348320092e-06	2.1047574369730973e-05
439	4.0364891000271305e-06	2.0976702088744164e-05
440	4.0415949431495805e-06	2.090692446555347e-05
441	4.047325138451917e-06	2.08325875573658e-05
442	4.052819399153598e-06	2.0754028740069513e-05
443	4.0585961822333155e-06	2.0677649888050247e-05
444	4.063387669288306e-06	2.060775526302522e-05
445	4.0679926943683295e-06	2.05429282823064e-05
446	4.072414300019044e-06	2.047598370920787e-05
447	4.078637685932423e-06	2.041344309140717e-05
448	4.0846571613677385e-06	2.03534585019821e-05
449	4.090475975375574e-06	2.0291612173470962e-05
450	4.097791313611613e-06	2.0214221301270627e-05
451	4.104889896931387e-06	2.0140948454666754e-05
452	4.113633990032063e-06	2.006985536668217e-05
453	4.118618286816161e-06	1.999122762120538e-05
454	4.122209093355753e-06	1.9918245430776473e-05
455	4.124860559329268e-06	1.9837162931228595e-05
456	4.128129355484398e-06	1.97545588331097e-05
457	4.12948320094803e-06	1.968307189769021e-05
458	4.130907661008675e-06	1.9616247617890456e-05
459	4.131461407549366e-06	1.954848313909818e-05
460	4.131911645986372e-06	1.947261886010712e-05
461	4.1329691473164406e-06	1.939804210570016e-05
462	4.1349386085797105e-06	1.933030178586512e-05
463	4.137489472393467e-06	1.925943736625953e-05
464	4.139179484658289e-06	1.919448340449936e-05
465	4.141350310753775e-06	1.912488509395231e-05
466	4.143686799871105e-06	1.904740643458849e-05
467	4.145593836639117e-06	1.8973166129313335e-05
468	4.147707755599399e-06	1.890359868273811e-05
469	4.150326582542409e-06	1.8836153424123192e-05
470	4.152592296605164e-06	1.877376586796862e-05
471	4.154659365384467e-06	1.8715791802019495e-05
472	4.1549397295832316e-06	1.8653324607618013e-05
473	4.151304341420674e-06	1.859280253987348e-05
474	4.141090311588125e-06	1.8539211299481245e-05
475	4.131605035233368e-06	1.8484805625449084e-05
476	4.121211342232282e-06	1.8434159527184343e-05
477	4.1115200208547856e-06	1.8388384549022607e-05
478	4.103513671098717e-06	1.8345441712595176e-05
479	4.095500344589846e-06	1.830282565849417e-05
480	4.086922280930477e-06	1.825354667827005e-05
481	4.078345225803753e-06	1.8211334325561934e-05
482	4.068882408385269e-06	1.816437101351637e-05
483	4.059432413564455e-06	1.8125133459085936e-05
484	4.050968074111167e-06	1.8086572195949618e-05
485	4.043018429560078e-06	1.8045122257372795e-05
486	4.035064253627201e-06	1.7997861909610975e-05
487	4.027106020204255e-06	1.7954797198955667e-05
488	4.018637152600161e-06	1.7911933057534432e-05
489	4.0101713435853185e-06	1.7871381133327574e-05
490	4.000842086556327e-06	1.7826031002688266e-05
491	3.990806290108372e-06	1.7768610241529353e-05
492	3.980793819619274e-06	1.7703548196280284e-05
493	3.970804790596668e-06	1.76300787277679e-05
494	3.9608567110921214e-06	1.7563907475673316e-05
495	3.9509147547251065e-06	1.750174178215325e-05
496	3.940370806343949e-06	1.7440890181445998e-05
497	3.9312294483693e-06	1.737381992881312e-05
498	3.921218714900448e-06	1.729896882055607e-05
499	3.908740632120428e-06	1.7225918253340314e-05
500	3.897815174695293e-06	1.715773838208257e-05
501	3.889782690678348e-06	1.708766396506786e-05
502	3.880903524551491e-06	1.7013442699436396e-05
503	3.872905035722302e-06	1.6935253135357083e-05
504	3.864430242282532e-06	1.6864805535597003e-05
505	3.855654374397432e-06	1.678817738711251e-05
506	3.8442534517302496e-06	1.6721514008035386e-05
507	3.8336912906018675e-06	1.6659587916928575e-05
508	3.823066529399218e-06	1.6598617715350678e-05
509	3.813258613530565e-06	1.653757385805856e-05
510	3.8020417161274966e-06	1.647199007300417e-05
511	3.790079905327923e-06	1.64048102645805e-05
512	3.7768230498508167e-06	1.6338382175516235e-05
513	3.7643657952041316e-06	1.627258266785267e-05
514	3.753297503007241e-06	1.6203650276020802e-05
515	3.742003865549458e-06	1.613991257692994e-05
516	3.730459243112642e-06	1.6080126539121726e-05
517	3.717561049486251e-06	1.60242160539934e-05
518	3.706080442768602e-06	1.596770321060584e-05
519	3.694288577350333e-06	1.591594978673728e-05
520	3.684707754330408e-06	1.5857261114373712e-05
521	3.675153087608324e-06	1.5793802553586717e-05
522	3.6658464614042397e-06	1.573009502931914e-05
523	3.6563220742381233e-06	1.5661242376631353e-05
524	3.647620554967937e-06	1.559644159470664e-05
525	3.6391205850979886e-06	1.553430158854792e-05
526	3.631310448843308e-06	1.546955652256651e-05
527	3.6217527182475687e-06	1.540705620083392e-05
528	3.612225477289906e-06	1.5346866483283082e-05
529	3.6019842577538288e-06	1.5287746275155975e-05
530	3.5912202794921664e-06	1.523389458480899e-05
531	3.5797906838589636e-06	1.5183427782760827e-05
532	3.5675187126859928e-06	1.5132752838817941e-05
533	3.554772971462682e-06	1.5072775425286516e-05
534	3.541563451471713e-06	1.5012536146363774e-05
535	3.527114249686845e-06	1.4951729414553661e-05
536	3.5129849418331174e-06	1.4885794121359903e-05
537	3.4987084988517274e-06	1.4823635090241747e-05
538	3.4844987987873933e-06	1.4765921905920251e-05
539	3.470210474277135e-06	1.470672625334557e-05
540	3.4560090220844114e-06	1.4647104467158803e-05
541	3.442096329833212e-06	1.4590162291237548e-05
542	3.4310377027334543e-06	1.4530779341891912e-05
543	3.420031162686792e-06	1.4481390248674592e-05
544	3.406849337900082e-06	1.4423091955466386e-05
545	3.3959623120031042e-06	1.4369404967797676e-05
546	3.385126294632471e-06	1.4316809922734829e-05
547	3.3740453150771295e-06	1.426106654339781e-05
548	3.3630179535900356e-06	1.4202858874591943e-05
549	3.3529275223864446e-06	1.4153826768041815e-05
550	3.3428804275777197e-06	1.4115721166552856e-05
551	3.3328764389035196e-06	1.407846077659934e-05
552	3.3229453539608785e-06	1.403752766329812e-05
553	3.3130266757112436e-06	1.400282326986642e-05
554	3.303150422504717e-06	1.397163645738788e-05
555	3.2933163693356638e-06	1.3947061930619465e-05
556	3.2835242925007888e-06	1.3921988840025796e-05
557	3.2727373835031903e-06	1.3895490362725433e-05
558	3.262003113571037e-06	1.386675634258451e-05
559	3.251321144087003e-06	1.3829141886185194e-05
560	3.240833557838124e-06	1.3791266243855908e-05
561	3.2303960850549937e-06	1.3754060085835601e-05
562	3.22000841124978e-06	1.3713560313561239e-05
563	3.2096702243555763e-06	1.3683630239896765e-05
