MCS 	 D_Dynabead 	 D_TCell 
204	0.00045027655987510846	2.3240560515303142e-05
205	0.00044768278899879726	2.2987969752775e-05
206	0.0004446087318567814	2.2687146499558068e-05
207	0.0004414599656640506	2.2438776646480032e-05
208	0.0004381878469968026	2.2121046176575476e-05
209	0.0004355080642053887	2.185778534622573e-05
210	0.0004324748739485121	2.1646881418011135e-05
211	0.0004287965337534748	2.1575330609395467e-05
212	0.00042553333959348546	2.152421019169617e-05
213	0.0004227802402830403	2.1484214749406625e-05
214	0.00041976945211745167	2.135576530601731e-05
215	0.0004165810801118398	2.1210916501835977e-05
216	0.0004131780113187935	2.1028594747189858e-05
217	0.00040994039976592226	2.0774621253545062e-05
218	0.0004069505572460394	2.0531846677386357e-05
219	0.00040390235253203686	2.0336637212872918e-05
220	0.00040028276591560146	2.0098691755770693e-05
221	0.0003970515023452638	1.990386475751993e-05
222	0.0003932168668931977	1.967698999591274e-05
223	0.0003903224271615802	1.9475206725271567e-05
224	0.0003875580428681918	1.9272322204881642e-05
225	0.0003846030843663068	1.9038303127178882e-05
226	0.000380598147657123	1.873129579727816e-05
227	0.0003764114134822237	1.8470870195166072e-05
228	0.00037212935701271747	1.8205691700165257e-05
229	0.00036833903827253214	1.7877237334593756e-05
230	0.0003646893571352396	1.7551096736331797e-05
231	0.00036040662714852904	1.723844897511712e-05
232	0.0003560935683812412	1.6959620102486146e-05
233	0.0003518828672845832	1.6677817096075435e-05
234	0.0003473806656257728	1.6443761851879477e-05
235	0.00034262693782611896	1.6217051224758912e-05
236	0.0003385052327565749	1.6042990756563918e-05
237	0.0003345737826035246	1.5872783385712426e-05
238	0.0003305663951716456	1.5680742732833406e-05
239	0.0003274497707019214	1.5439271220752833e-05
240	0.0003249016232153924	1.5194104260479023e-05
241	0.00032340296574406266	1.4916752628094136e-05
242	0.0003210752780124526	1.4662928377787238e-05
243	0.00031853682481037377	1.4436386451550362e-05
244	0.0003169457512730929	1.4232391916139231e-05
245	0.00031563973838863815	1.4030288261594912e-05
246	0.00031508265925153623	1.3888596543799516e-05
247	0.0003155379455782366	1.3839158687909664e-05
248	0.00031574918335223757	1.3796509468066309e-05
249	0.00031575931364938206	1.3796632794391534e-05
250	0.0003162292023180535	1.3809256725823123e-05
251	0.000316189856258475	1.3841948004728575e-05
252	0.00031679143271300266	1.3799029869962997e-05
253	0.0003176027267768326	1.377241443379477e-05
254	0.0003178178759571973	1.3760776518765278e-05
255	0.00031871828795811293	1.366988315572992e-05
256	0.0003196189872791386	1.3547895851585903e-05
257	0.0003200921302096253	1.3445221433455994e-05
258	0.000320891436772096	1.3345684679984011e-05
259	0.0003220946894937391	1.3262216630839082e-05
260	0.00032377183402566167	1.3122161259718985e-05
261	0.0003251110128177662	1.2987341465248653e-05
262	0.0003263610187505022	1.283168845876592e-05
263	0.00032713405081439835	1.2671806005753865e-05
264	0.00032798169350634526	1.250905987502551e-05
265	0.000328963509451972	1.2386949414953286e-05
266	0.0003302140663674697	1.2277066020169213e-05
267	0.0003313859595530088	1.2174853129226737e-05
268	0.00033283801597799916	1.2090206474795345e-05
269	0.00033435145752519686	1.1943208267326496e-05
270	0.00033529187538478504	1.1854455348387043e-05
271	0.00033633158547989914	1.178150326510865e-05
272	0.0003381352456778832	1.1782332775516492e-05
273	0.0003404806034477176	1.179789442551891e-05
274	0.0003425173573530409	1.181736672419415e-05
275	0.0003445772466037705	1.182567098861961e-05
276	0.00034690380906073217	1.1792830213309219e-05
277	0.0003493653700201086	1.1769953252433454e-05
278	0.0003514400647128448	1.1709826957566553e-05
279	0.0003539028138387808	1.1644986403846672e-05
280	0.0003558887754814402	1.1607516552933414e-05
281	0.0003579825009271586	1.1645356364228694e-05
282	0.0003602346156954534	1.1629386851945597e-05
283	0.0003625076487069049	1.1655676525938256e-05
