# MSD of Single Random Dynabead (H) (Single Random Atom)
LagTime(MCS)	MSD
0	0.0
100	2.632240750011988
200	5.324069082678761
300	7.933419612119906
400	10.596370850340463
500	13.295314770482946
600	15.91088902921183
700	18.52995088067837
800	21.263882289640605
900	24.037168293376453
1000	26.70693784672767
1100	29.346828498586547
1200	31.87675714492798
1300	34.53309938288294
1400	37.15937232715078
1500	39.89899628289277
1600	42.70510132383788
1700	45.401718218578026
1800	48.09638156980509
1900	50.82556862937054
2000	53.556133456819225
2100	56.33963366650278
2200	59.15921000088565
2300	61.848321145866066
2400	64.41246021253755
2500	67.01373824320035
2600	69.6083173219231
2700	72.1511558679631
2800	74.71878344670404
2900	77.27007469930686
3000	79.90422915137606
3100	82.62443126231665
3200	85.39420346653787
3300	88.32576816016808
3400	91.16029727447312
3500	93.96107161208056
3600	96.85085943888407
3700	99.66694892302621
3800	102.44350413494976
3900	105.2796335965977
4000	108.03843626659364
4100	110.77563840086805
4200	113.4779310123995
4300	116.15098582586506
4400	118.79176623909734
4500	121.39084889163496
4600	123.98089892882854
4700	126.51721556240227
4800	129.0832528034225
4900	131.6467205688823
5000	134.2540768935578
5100	136.84617814875674
5200	139.40172906249063
5300	142.01368250424275
5400	144.63655476481654
5500	147.105303143966
5600	149.69293910788838
5700	152.25348817673512
5800	154.92374738951912
5900	157.7033534347429
6000	160.56062864232808
6100	163.30131258588517
6200	165.9191339732497
6300	168.46044300706126
6400	171.09908576472662
6500	173.8041882236721
6600	176.64752005058108
6700	179.47951239778195
6800	182.5405415291898
6900	185.530667070474
7000	188.56429102137918
7100	191.62628742394736
7200	194.737191778142
7300	197.99195558956126
7400	201.38340975780739
7500	204.6467510384391
7600	207.84818821185036
7700	211.19315410556737
7800	214.71284927945817
7900	218.1640639543184
8000	221.50667440431425
8100	224.74530400440563
8200	227.9821205798653
8300	231.22998260712484
8400	234.61634944932302
8500	238.05784743611002
8600	241.52255437895656
8700	244.87523169786436
8800	248.36378894525114
8900	251.84336292376975
9000	255.3096315675648
9100	258.83414257253753
9200	262.34003740083426
9300	265.93347780924523
9400	269.363935225294
9500	272.7965928808553
9600	276.15016018156894
9700	279.40368732705247
9800	282.74416339211166
9900	286.1464404683793
10000	289.50339991779765
10100	292.9424889080692
10200	296.41406897839624
10300	299.83119153865846
10400	303.216882048815
10500	306.5912158925785
10600	310.10317976027727
10700	313.65769591141725
10800	317.27702416828834
10900	320.8451344810892
11000	324.5332909110002
11100	328.2739907360519
11200	332.13154877536
11300	335.9349851476145
11400	339.8373361817212
11500	343.92070341011276
11600	347.9103424937348
11700	351.97836868913146
11800	356.0051847685827
11900	359.89298713515745
12000	363.7866500208038
12100	367.6211925689131
12200	371.5062829917297
12300	375.39927701395936
12400	379.3688726047985
12500	383.4238770749653
12600	387.3481443988858
12700	391.29807981679915
12800	395.16877278877655
12900	399.031718188955
13000	402.9597861528164
13100	406.8373630529386
13200	410.75540866144
13300	414.740577099612
13400	418.627044636989
13500	422.500593141478
13600	426.35962863714667
13700	430.44023310247576
13800	434.4977319460013
13900	438.4889198486344
14000	442.53328012808925
14100	446.5291772435303
14200	450.6553458055714
14300	454.77340890152846
14400	458.957985825371
14500	463.0844726933283
14600	467.20368200558005
14700	471.3157013496384
14800	475.47232168825576
14900	479.49529351165984
15000	483.45576850813814
15100	487.3966746389051
15200	491.34661146928556
15300	495.2937368261628
15400	499.2476595500484
15500	503.1628662253497
15600	507.0463392882375
15700	510.99728684755974
15800	515.0643669524579
15900	519.1252290156553
16000	523.1434623145033
16100	526.9997072710539
16200	530.8222425972926
16300	534.5613514670986
16400	538.2602583822445
16500	542.0240013741422
16600	545.7603659664746
16700	549.7233734054025
16800	553.7046191463596
16900	557.6571547515341
17000	561.6447006436065
17100	565.7936335905688
17200	569.9518421895336
17300	574.1035694479942
17400	578.3555421047495
17500	582.6867334593553
17600	587.0236553957802
17700	591.3056803686195
17800	595.5331264304696
17900	599.719003753562
18000	603.9885307218065
18100	608.2869986731675
18200	612.5995081200381
18300	617.0287295994931
18400	621.5654118402163
18500	626.0882861401187
18600	630.6671224214952
18700	635.3186790251639
18800	639.9755188598647
18900	644.6050928762998
19000	649.2773462587502
19100	653.9716213371721
19200	658.7379505994613
19300	663.5488758640131
19400	668.2880479605519
19500	673.0767290348304
19600	677.8176840610686
19700	682.6460942256381
19800	687.3150215381756
19900	691.9972596812877
20000	696.6997355540516
20100	701.3981524285045
20200	706.117002325831
20300	710.8380249483162
20400	715.5577081182273
20500	720.2096375112305
20600	724.7942997572245
20700	729.3855817512376
20800	733.8529559681192
20900	738.4350979098235
21000	743.107051213563
21100	747.8071751611424
21200	752.5705997545156
21300	757.3558496753103
21400	762.245305011922
21500	767.2078193565249
21600	772.2543021473102
21700	777.2970472373418
21800	782.2220739592449
21900	787.2520433782483
22000	792.2413779934868
22100	797.1056243440835
22200	801.9888131124899
22300	806.9389785710955
22400	811.9508353529964
22500	816.9865912888199
22600	821.8965710705379
22700	826.7915401801583
22800	831.5215413533151
22900	836.1881280376692
23000	840.9598238395993
23100	845.7987936225254
23200	850.6402225022903
23300	855.4490178384003
23400	860.3163571298355
23500	865.2216533406754
23600	870.1453430814436
23700	875.0366694277618
23800	880.031429592229
23900	885.1533304470358
24000	890.2106832967838
24100	895.3918583802879
24200	900.5537004260113
24300	905.7919959933497
24400	911.1010697567835
24500	916.488962827716
24600	921.783930572099
24700	927.0699526239187
24800	932.3962243429269
24900	937.7481256294996
25000	943.1012583391275
25100	948.5305047960137
25200	953.8443325781845
25300	959.2436776479008
25400	964.6471042324556
25500	970.052265881619
25600	975.580668976123
25700	981.1689723519376
25800	986.8100129885133
25900	992.552185849403
26000	998.3494339177269
26100	1004.1042111117276
26200	1009.8363500939449
26300	1015.4767221608781
26400	1021.0295647502062
26500	1026.5710990151274
26600	1032.055931655108
26700	1037.4599812767701
26800	1043.0106015428319
26900	1048.642605299654
27000	1054.2299578370876
27100	1059.9110883567482
27200	1065.6498596393503
27300	1071.4090769339819
27400	1077.081700542476
27500	1082.6024763669702
27600	1088.112204251287
27700	1093.6777622842928
27800	1099.212307060603
27900	1104.6839090428548
28000	1110.2254743204103
28100	1115.8532872470678
28200	1121.350015355798
28300	1126.7664713636623
28400	1132.1825192929246
28500	1137.5323382202769
28600	1142.9268992046127
28700	1148.323746663984
28800	1153.8197286227369
28900	1159.3652602004004
29000	1164.8409136894625
29100	1170.2861614375142
29200	1175.7007679892122
29300	1181.0622699960368
29400	1186.4077546744375
29500	1191.805592694087
29600	1197.1294742327882
29700	1202.2880341402488
29800	1207.5646992012626
29900	1212.7250172090135
30000	1217.8771073386306
30100	1223.0899980566464
30200	1228.2612871077145
30300	1233.5057729588007
30400	1238.7254748885753
30500	1243.991969628376
30600	1249.4387885275646
30700	1254.9171977830702
30800	1260.6189853425603
30900	1266.3187714981614
31000	1272.083957009425
31100	1277.9247911771527
31200	1283.7411623540102
31300	1289.5444276647759
31400	1295.28532195749
31500	1301.0131864876603
31600	1306.7063664311427
31700	1312.3877233873936
31800	1318.0855551901623
31900	1323.693035256234
32000	1329.4197394908988
32100	1335.1393871562905
32200	1340.8449851932237
32300	1346.6335977150593
32400	1352.4670058600022
32500	1358.2692619840964
32600	1364.1204185571987
32700	1370.0177351066377
