# MSD of Single Random Dynabead (H) (Single Random Atom)
LagTime(MCS)	MSD
0	0.0
100	2.590594094072003
200	5.162784697546158
300	7.852669024956413
400	10.497708880866412
500	13.209971278440207
600	15.891286177444272
700	18.56326922221342
800	21.268815865332726
900	23.970177851326298
1000	26.74413489253493
1100	29.479884345724713
1200	32.13642578141298
1300	34.79057851852849
1400	37.45511363039259
1500	40.1388368580956
1600	42.848071625398006
1700	45.58906794374343
1800	48.46118275576737
1900	51.363621819997206
2000	54.218265754927415
2100	57.0107722854591
2200	59.77990711061284
2300	62.52995635726256
2400	65.28252395172603
2500	68.04266083618859
2600	70.76658217574004
2700	73.54741377173923
2800	76.2619337355136
2900	78.8853140345309
3000	81.42800883919699
3100	83.91281512577552
3200	86.31016640295275
3300	88.72703846887453
3400	91.10652407910675
3500	93.5227751667262
3600	95.89913803449599
3700	98.28808579006
3800	100.6967452148674
3900	103.0441714997869
4000	105.42544567491859
4100	107.81381324044196
4200	110.21633302950067
4300	112.56756861798931
4400	114.84944287902908
4500	117.04339101118967
4600	118.97252846555784
4700	120.94347232935252
4800	122.91167575248983
4900	124.85709213017253
5000	126.75174558063736
5100	128.65151372592663
5200	130.4322187929647
5300	132.13956348365173
5400	133.76184889231808
5500	135.35726027650526
5600	136.8733673132956
5700	138.35074188327417
5800	139.78200182435103
5900	141.12692080851411
6000	142.63668956188485
6100	144.21829397417605
6200	145.96093241724884
6300	147.96830770152155
6400	149.98795862263069
6500	152.10508542181924
6600	154.17513351893285
6700	156.28410035651177
6800	158.3803576795035
6900	160.5668217743514
7000	162.65377195650944
7100	164.78428295982303
7200	166.90274706034688
7300	168.98797577648656
7400	171.1062227388611
7500	173.14358306740178
7600	175.08456057979492
7700	177.05821921519237
7800	179.1208099440555
7900	181.03993715438992
8000	182.82413112127688
8100	184.589296688966
8200	186.3075140119181
8300	187.96199472493026
8400	189.57000266114483
8500	191.08546109008603
8600	192.64574968005763
8700	194.16797057329677
8800	195.77563510631444
8900	197.39588396949694
9000	198.98230835748836
9100	200.59640555805527
9200	202.22163019451546
9300	203.71997705550166
9400	205.3525575133972
9500	206.98238493211102
9600	208.72805152501678
9700	210.52611406042706
9800	212.32353367476026
9900	214.1395345464698
10000	215.8428237257176
10100	217.60065404197667
10200	219.32497582613723
10300	221.20267169480212
10400	223.0237298309803
10500	224.7347976816818
10600	226.30362292478094
10700	227.89363368728664
10800	229.42593682027655
10900	231.08612539299065
11000	232.77170466788812
11100	234.48717937717447
11200	236.37184378510574
11300	238.21681597002316
11400	240.01833510841243
11500	241.8890831535682
11600	243.85175331990467
11700	245.79823945072712
11800	247.81129252666142
11900	249.9024356410955
12000	251.9718218462076
12100	254.03845649113646
12200	256.0784352645278
12300	258.1019810716971
12400	260.13676624331856
12500	262.22254002536647
12600	264.279463882267
12700	266.2341006670613
12800	268.22563405765686
12900	270.18276475777384
13000	272.2453068169998
13100	274.38177179871127
13200	276.52773022977635
13300	278.7405990542611
13400	281.09377384057734
13500	283.423599937174
13600	285.7827967631165
13700	288.13613045500824
13800	290.56260441668564
13900	292.94101582083385
14000	295.2074928037473
14100	297.44462298438884
14200	299.69645909057
14300	301.8256637065206
14400	303.93952566065127
14500	305.996112208406
14600	308.0015249076532
14700	310.05201524554286
14800	312.20819338609
14900	314.437380755553
15000	316.55666550667956
15100	318.73869806469884
15200	320.8497712299577
15300	322.99074572039535
15400	325.1776244113571
15500	327.3564175075735
15600	329.5799488527118
15700	331.62404385156697
15800	333.60463202151004
15900	335.7005165061564
16000	337.7977908849134
16100	339.8947498347843
16200	341.99743951502023
16300	344.06439370888984
16400	346.0132425579359
16500	348.0126697618398
16600	350.04941746621625
16700	352.1678617951693
16800	354.2871192507446
16900	356.35849737317767
17000	358.47057588247117
17100	360.6128293966176
17200	362.7424331034417
17300	364.8939416203066
17400	367.17590260802535
17500	369.5504060306703
17600	371.9111260640784
17700	374.4276048797183
17800	376.8541147558135
17900	379.20483681204496
18000	381.53590245719533
