# MSD of Single Random Dynabead (H) (Single Random Atom)
LagTime(MCS)	MSD
0	0.0
100	2.55197976808995
200	5.1158194551826455
300	7.695933736744337
400	10.258762687677518
500	12.833714473526925
600	15.464414442831185
700	18.140134354063775
800	20.877690640627407
900	23.635710068512708
1000	26.309018825588282
1100	28.927763496059924
1200	31.577209890063386
1300	34.32847050263081
1400	37.015354561794084
1500	39.585675707494374
1600	42.233722042816225
1700	44.851403413689695
1800	47.50714578671614
1900	50.14561723830411
2000	52.786566500668414
2100	55.2992635947885
2200	57.86017647315748
2300	60.37717947276542
2400	62.87291990581434
2500	65.44030256004771
2600	68.05411941406783
2700	70.74586113495752
2800	73.38647009927081
2900	76.02290434081806
3000	78.80212614900665
3100	81.55993010441307
3200	84.4109782910673
3300	87.23133977840189
3400	90.17653930821689
3500	93.16913870122517
3600	96.15521674905904
3700	99.17803043697495
3800	102.1242455431493
3900	104.88955196959432
4000	107.71044283010997
4100	110.57666970707942
4200	113.47481841762783
4300	116.37392393796472
4400	119.31717989628669
4500	122.18226612021681
4600	124.9442026077304
4700	127.80613592878217
4800	130.6405865237466
4900	133.53127700235927
5000	136.43760585045675
5100	139.42969651863677
5200	142.46366674179444
5300	145.58886024804087
5400	148.77821013901848
5500	152.04552950529614
5600	155.29580380837433
5700	158.53009150351863
5800	161.80183834390482
5900	165.1765410695807
6000	168.54966064775363
6100	172.07451869442593
6200	175.61887786217267
6300	179.18895639735274
6400	182.72181429335615
6500	186.188138601603
6600	189.6116617685184
6700	192.80403035040945
6800	196.15448449243559
6900	199.46702892973553
7000	202.72303557716077
7100	205.98510195023846
7200	209.25653298362158
7300	212.50533040455775
7400	215.57845451607136
7500	218.60462662181817
7600	221.6491445574793
7700	224.6542209290783
7800	227.58764029410668
7900	230.4869759819121
8000	233.4105946184136
8100	236.37041130737634
8200	239.44735840929206
8300	242.5554049469647
8400	245.81814013107214
8500	249.04825078562135
8600	252.25426249875454
8700	255.3490190228331
8800	258.4501748068724
8900	261.5685757274623
9000	264.6906344088493
9100	267.77416186168557
9200	270.9521455783397
9300	273.9679487150861
9400	276.90301002009073
9500	279.7612922292901
9600	282.6648325424758
9700	285.46593184029916
9800	288.1916772615514
9900	290.9814661454875
10000	293.85071444365894
10100	296.7095592076075
10200	299.5153873845702
10300	302.35746828326955
10400	305.2192824401427
10500	308.1155322063132
10600	310.9592916103429
10700	313.943315267039
10800	316.787282461999
