# MSD of Single Random Dynabead (H) (Single Random Atom)
LagTime(MCS)	MSD
0	1.1920928955078125e-07
100	2.6237903241999447
200	5.342653612664435
300	8.10669716639677
400	10.860243737814017
500	13.724178921664134
600	16.537391827616375
700	19.314111049519852
800	22.189718188135885
900	25.031685421417933
1000	27.940648362447973
1100	30.896513723069802
1200	33.82764795207186
1300	36.807941214879975
1400	39.73473224189365
1500	42.727693790977355
1600	45.717629140242934
1700	48.771691998059396
1800	51.92553573194891
1900	55.076073915930465
2000	58.219360903894994
2100	61.472586805932224
2200	64.72099815902766
2300	68.01344950590283
2400	71.38883495132904
2500	74.62305932043819
2600	77.86169412196614
2700	81.14024272322422
2800	84.40200288442429
2900	87.53259988687932
3000	90.74986124207499
3100	93.8586908642319
3200	97.01533414702863
3300	100.10332608869066
3400	103.19180523121031
3500	106.3474215043243
3600	109.52392669592518
3700	112.62034160841722
3800	115.78732627513818
3900	119.08413458726136
4000	122.53882598149357
4100	125.90004991536262
4200	129.1564418626367
4300	132.42156187497312
4400	135.64336630515754
4500	138.9276897846139
4600	142.23695070919348
4700	145.71144271327648
4800	149.1411612170632
4900	152.59208521497203
5000	156.05440351960715
5100	159.50840707239695
5200	163.15045018098317
5300	166.67344400723232
5400	170.21721589786466
5500	173.77665793703636
5600	177.36377490899758
5700	180.99276105355239
5800	184.57502833136823
5900	188.1114987776964
6000	191.4835415916168
6100	194.8365894574672
6200	198.15918547089677
6300	201.44337495492073
6400	204.5565886493423
6500	207.60822024103254
6600	210.6636378665571
6700	213.7678338290425
6800	216.96388716937508
6900	220.25239416991826
7000	223.5567393823294
7100	226.74572039587656
7200	230.05020702601178
7300	233.2746510747238
7400	236.49491154495627
7500	239.57299031032017
7600	242.6082150626462
7700	245.7297737482586
7800	248.7075403946801
7900	251.6183883897611
8000	254.43123059725622
8100	257.20375181909185
8200	259.94004497275455
8300	262.6625533050974
8400	265.30438870430226
8500	267.80231307982467
8600	270.3447932053823
8700	272.86077748890966
8800	275.29222217429196
8900	277.64625736436574
9000	280.0050861098571
9100	282.28431086428463
9200	284.5557397431694
9300	286.7870849778992
9400	288.9792150630383
9500	291.1921630197903
9600	293.3267900312203
9700	295.4835069979308
9800	297.546862328134
9900	299.55214902810985
10000	301.51616313215345
10100	303.47607697633794
10200	305.3204083729652
10300	307.13632668129867
10400	308.96285874192836
10500	310.67403275193647
10600	312.3382872781949
10700	313.9481471121544
10800	315.58300545823295
10900	317.2006446653977
11000	318.8682481137803
11100	320.56639733194606
11200	322.20534894324373
11300	323.74565172113944
11400	325.18445318291197
11500	326.61115619773045
11600	328.17035516543547
11700	329.74317180056823
11800	331.31400396634126
11900	332.88469526101835
12000	334.51361295062816
12100	336.21547414688393
12200	337.922015798802
12300	339.5759333408787
12400	341.2594148889184
12500	343.0671483918559
12600	344.72663236106746
12700	346.2648945702822
12800	347.874936974491
12900	349.58484611753374
13000	351.3562540609273
13100	353.0586236412055
13200	354.84069299837574
13300	356.73148861463415
13400	358.67683871189365
13500	360.72003455262166
13600	362.7859946624958
13700	364.8658942654147
13800	366.99060991144506
13900	369.21419760223944
14000	371.52203388680937
14100	373.80378821253544
14200	376.0071701844572
