MCS 	 ContactEnergy 
1489 	 17594.0
1490 	 17622.0
1491 	 17500.0
1492 	 17560.0
1493 	 17542.0
1494 	 17408.0
1495 	 17418.0
1496 	 17374.0
1497 	 17304.0
1498 	 17456.0
1499 	 17426.0
1500 	 17436.0
1501 	 17592.0
1502 	 17486.0
1503 	 17424.0
1504 	 17472.0
1505 	 17556.0
1506 	 17536.0
1507 	 17474.0
1508 	 17528.0
1509 	 17502.0
1510 	 17506.0
1511 	 17500.0
1512 	 17634.0
1513 	 17640.0
1514 	 17678.0
1515 	 17552.0
1516 	 17742.0
1517 	 17532.0
1518 	 17662.0
1519 	 17682.0
1520 	 17688.0
1521 	 17882.0
1522 	 17698.0
1523 	 17718.0
1524 	 17688.0
1525 	 17738.0
1526 	 17712.0
1527 	 17500.0
1528 	 17508.0
1529 	 17642.0
1530 	 17652.0
1531 	 17640.0
1532 	 17776.0
1533 	 17590.0
1534 	 17546.0
1535 	 17640.0
1536 	 17564.0
1537 	 17682.0
1538 	 17578.0
1539 	 17580.0
1540 	 17618.0
1541 	 17546.0
1542 	 17468.0
1543 	 17512.0
1544 	 17422.0
1545 	 17516.0
1546 	 17576.0
1547 	 17668.0
1548 	 17722.0
1549 	 17646.0
1550 	 17726.0
1551 	 17642.0
1552 	 17522.0
1553 	 17478.0
1554 	 17512.0
1555 	 17646.0
1556 	 17792.0
1557 	 17996.0
1558 	 18072.0
1559 	 17912.0
1560 	 17956.0
1561 	 17888.0
1562 	 17640.0
1563 	 17548.0
1564 	 17490.0
1565 	 17488.0
1566 	 17590.0
1567 	 17604.0
1568 	 17698.0
1569 	 17748.0
1570 	 17708.0
1571 	 17570.0
1572 	 17626.0
1573 	 17652.0
1574 	 17630.0
1575 	 17650.0
1576 	 17758.0
1577 	 17728.0
1578 	 17584.0
1579 	 17516.0
1580 	 17668.0
1581 	 17580.0
1582 	 17676.0
1583 	 17692.0
1584 	 17586.0
1585 	 17758.0
1586 	 17786.0
1587 	 17814.0
1588 	 17832.0
1589 	 17762.0
1590 	 17772.0
1591 	 17848.0
1592 	 17746.0
1593 	 17808.0
1594 	 17832.0
1595 	 17948.0
1596 	 17742.0
1597 	 17842.0
1598 	 17798.0
1599 	 17758.0
1600 	 17806.0
1601 	 17828.0
1602 	 17886.0
1603 	 17754.0
1604 	 17692.0
1605 	 17622.0
1606 	 17456.0
1607 	 17694.0
1608 	 17866.0
1609 	 17860.0
1610 	 17934.0
1611 	 17730.0
1612 	 17746.0
1613 	 17886.0
1614 	 17858.0
1615 	 17724.0
1616 	 17758.0
1617 	 17816.0
1618 	 17646.0
1619 	 17788.0
1620 	 17744.0
1621 	 17746.0
1622 	 17862.0
1623 	 17676.0
1624 	 17486.0
1625 	 17542.0
1626 	 17566.0
1627 	 17708.0
1628 	 17572.0
1629 	 17480.0
1630 	 17586.0
1631 	 17622.0
1632 	 17602.0
1633 	 17602.0
1634 	 17542.0
1635 	 17598.0
1636 	 17628.0
1637 	 17706.0
1638 	 17744.0
1639 	 17530.0
1640 	 17424.0
1641 	 17552.0
1642 	 17536.0
1643 	 17440.0
1644 	 17596.0
1645 	 17566.0
1646 	 17658.0
1647 	 17600.0
1648 	 17674.0
1649 	 17718.0
1650 	 17490.0
1651 	 17488.0
1652 	 17684.0
1653 	 17844.0
1654 	 17684.0
1655 	 17564.0
1656 	 17562.0
1657 	 17678.0
1658 	 17642.0
1659 	 17770.0
1660 	 17526.0
1661 	 17632.0
1662 	 17804.0
1663 	 17682.0
1664 	 17646.0
1665 	 17672.0
1666 	 17704.0
1667 	 17794.0
1668 	 17818.0
1669 	 17642.0
1670 	 17760.0
1671 	 17676.0
1672 	 17644.0
1673 	 17668.0
1674 	 17600.0
1675 	 17568.0
1676 	 17600.0
1677 	 17550.0
1678 	 17636.0
1679 	 17856.0
1680 	 17610.0
1681 	 17668.0
1682 	 17748.0
1683 	 17816.0
1684 	 17700.0
1685 	 17614.0
1686 	 17582.0
1687 	 17602.0
1688 	 17636.0
1689 	 17634.0
1690 	 17518.0
1691 	 17642.0
1692 	 17702.0
1693 	 17746.0
1694 	 17604.0
1695 	 17762.0
1696 	 17562.0
1697 	 17586.0
1698 	 17658.0
1699 	 17568.0
1700 	 17332.0
1701 	 17376.0
1702 	 17348.0
1703 	 17470.0
1704 	 17420.0
1705 	 17492.0
1706 	 17668.0
1707 	 17616.0
1708 	 17440.0
1709 	 17452.0
1710 	 17272.0
1711 	 17370.0
1712 	 17512.0
1713 	 17356.0
1714 	 17344.0
1715 	 17412.0
1716 	 17430.0
1717 	 17416.0
1718 	 17354.0
1719 	 17326.0
1720 	 17372.0
1721 	 17530.0
1722 	 17656.0
1723 	 17532.0
1724 	 17424.0
1725 	 17532.0
1726 	 17518.0
1727 	 17396.0
1728 	 17446.0
1729 	 17438.0
1730 	 17444.0
1731 	 17276.0
1732 	 17394.0
1733 	 17432.0
1734 	 17620.0
1735 	 17538.0
1736 	 17460.0
1737 	 17498.0
1738 	 17618.0
1739 	 17456.0
1740 	 17472.0
1741 	 17616.0
1742 	 17566.0
1743 	 17426.0
1744 	 17508.0
1745 	 17400.0
1746 	 17490.0
1747 	 17648.0
1748 	 17784.0
1749 	 17404.0
1750 	 17296.0
1751 	 17360.0
1752 	 17376.0
1753 	 17276.0
1754 	 17344.0
1755 	 17430.0
1756 	 17566.0
1757 	 17458.0
1758 	 17494.0
1759 	 17462.0
1760 	 17348.0
1761 	 17410.0
1762 	 17514.0
1763 	 17546.0
1764 	 17414.0
1765 	 17444.0
1766 	 17590.0
1767 	 17542.0
1768 	 17644.0
1769 	 17662.0
1770 	 17432.0
1771 	 17464.0
1772 	 17620.0
1773 	 17420.0
1774 	 17412.0
1775 	 17372.0
1776 	 17474.0
1777 	 17560.0
1778 	 17762.0
1779 	 17728.0
1780 	 17650.0
1781 	 17726.0
1782 	 17742.0
1783 	 17650.0
1784 	 17738.0
1785 	 17526.0
1786 	 17556.0
1787 	 17664.0
1788 	 17466.0
1789 	 17686.0
1790 	 17702.0
1791 	 17846.0
1792 	 17722.0
1793 	 17532.0
1794 	 17738.0
1795 	 17706.0
1796 	 17524.0
1797 	 17548.0
1798 	 17704.0
1799 	 17758.0
1800 	 17830.0
1801 	 17672.0
1802 	 17692.0
1803 	 17828.0
1804 	 17710.0
1805 	 17794.0
1806 	 17724.0
1807 	 17660.0
1808 	 17470.0
1809 	 17542.0
1810 	 17896.0
1811 	 17786.0
1812 	 17614.0
1813 	 17548.0
1814 	 17554.0
1815 	 17558.0
1816 	 17536.0
1817 	 17576.0
1818 	 17600.0
1819 	 17556.0
1820 	 17644.0
1821 	 17520.0
1822 	 17540.0
1823 	 17592.0
1824 	 17620.0
1825 	 17808.0
1826 	 17806.0
1827 	 17604.0
1828 	 17614.0
1829 	 17530.0
1830 	 17562.0
1831 	 17500.0
1832 	 17470.0
1833 	 17484.0
1834 	 17464.0
1835 	 17534.0
1836 	 17568.0
1837 	 17604.0
1838 	 17672.0
1839 	 17704.0
1840 	 17728.0
1841 	 17782.0
1842 	 17686.0
1843 	 17662.0
1844 	 17564.0
1845 	 17688.0
1846 	 17518.0
1847 	 17628.0
1848 	 17564.0
1849 	 17388.0
1850 	 17354.0
1851 	 17426.0
1852 	 17234.0
1853 	 17306.0
1854 	 17540.0
1855 	 17632.0
1856 	 17560.0
1857 	 17652.0
1858 	 17534.0
1859 	 17494.0
1860 	 17584.0
1861 	 17646.0
1862 	 17756.0
1863 	 17772.0
1864 	 17686.0
1865 	 17550.0
1866 	 17632.0
1867 	 17576.0
1868 	 17728.0
1869 	 17712.0
1870 	 17638.0
1871 	 17864.0
1872 	 17674.0
1873 	 17610.0
1874 	 17478.0
1875 	 17462.0
1876 	 17474.0
1877 	 17620.0
1878 	 17660.0
1879 	 17576.0
1880 	 17596.0
1881 	 17656.0
1882 	 17784.0
1883 	 17712.0
1884 	 17554.0
1885 	 17582.0
1886 	 17538.0
1887 	 17706.0
1888 	 17646.0
1889 	 17638.0
1890 	 17536.0
1891 	 17474.0
1892 	 17452.0
1893 	 17602.0
1894 	 17590.0
1895 	 17314.0
1896 	 17418.0
1897 	 17362.0
1898 	 17500.0
1899 	 17488.0
1900 	 17540.0
1901 	 17474.0
1902 	 17502.0
1903 	 17580.0
1904 	 17724.0
1905 	 17664.0
1906 	 17618.0
1907 	 17520.0
1908 	 17410.0
1909 	 17474.0
1910 	 17452.0
1911 	 17364.0
1912 	 17312.0
1913 	 17520.0
1914 	 17694.0
1915 	 17660.0
1916 	 17468.0
1917 	 17686.0
1918 	 17598.0
1919 	 17654.0
1920 	 17648.0
1921 	 17454.0
1922 	 17490.0
1923 	 17544.0
1924 	 17586.0
1925 	 17596.0
1926 	 17682.0
1927 	 17748.0
1928 	 17480.0
1929 	 17576.0
1930 	 17652.0
1931 	 17620.0
1932 	 17596.0
1933 	 17622.0
1934 	 17812.0
1935 	 17688.0
1936 	 17568.0
1937 	 17750.0
1938 	 17706.0
1939 	 17596.0
1940 	 17532.0
1941 	 17592.0
1942 	 17540.0
1943 	 17612.0
1944 	 17498.0
1945 	 17704.0
1946 	 17684.0
1947 	 17608.0
1948 	 17762.0
1949 	 17830.0
1950 	 17834.0
1951 	 17686.0
1952 	 17656.0
1953 	 17674.0
1954 	 17628.0
1955 	 17808.0
1956 	 17944.0
1957 	 17936.0
1958 	 17804.0
1959 	 17788.0
1960 	 17732.0
1961 	 17662.0
1962 	 17678.0
1963 	 17570.0
1964 	 17644.0
1965 	 17706.0
1966 	 17826.0
1967 	 17768.0
1968 	 17632.0
1969 	 17664.0
1970 	 17462.0
1971 	 17552.0
1972 	 17702.0
1973 	 17460.0
1974 	 17480.0
1975 	 17658.0
1976 	 17494.0
1977 	 17474.0
1978 	 17520.0
1979 	 17514.0
1980 	 17478.0
1981 	 17368.0
1982 	 17522.0
1983 	 17722.0
1984 	 17654.0
1985 	 17554.0
1986 	 17742.0
1987 	 17464.0
1988 	 17508.0
1989 	 17670.0
1990 	 17660.0
1991 	 17712.0
1992 	 17620.0
1993 	 17574.0
1994 	 17706.0
1995 	 17574.0
1996 	 17614.0
1997 	 17736.0
1998 	 17690.0
1999 	 17546.0
2000 	 17344.0
2001 	 17494.0
2002 	 17324.0
2003 	 17496.0
2004 	 17514.0
2005 	 17506.0
2006 	 17588.0
2007 	 17608.0
2008 	 17690.0
2009 	 17514.0
2010 	 17726.0
2011 	 17550.0
2012 	 17656.0
2013 	 17794.0
2014 	 17822.0
2015 	 17604.0
2016 	 17516.0
2017 	 17524.0
2018 	 17652.0
2019 	 17856.0
2020 	 17664.0
2021 	 17648.0
2022 	 17466.0
2023 	 17368.0
2024 	 17450.0
2025 	 17576.0
2026 	 17582.0
2027 	 17690.0
2028 	 17682.0
2029 	 17554.0
2030 	 17574.0
2031 	 17432.0
2032 	 17492.0
2033 	 17386.0
2034 	 17474.0
2035 	 17470.0
2036 	 17304.0
2037 	 17358.0
2038 	 17590.0
2039 	 17610.0
2040 	 17458.0
2041 	 17568.0
2042 	 17556.0
2043 	 17548.0
2044 	 17562.0
2045 	 17614.0
2046 	 17464.0
2047 	 17586.0
2048 	 17712.0
2049 	 17584.0
2050 	 17432.0
2051 	 17328.0
2052 	 17428.0
2053 	 17636.0
2054 	 17456.0
2055 	 17508.0
2056 	 17620.0
2057 	 17608.0
2058 	 17692.0
2059 	 17620.0
2060 	 17500.0
2061 	 17656.0
2062 	 17580.0
2063 	 17698.0
2064 	 17726.0
2065 	 17770.0
2066 	 17986.0
2067 	 17878.0
2068 	 17528.0
2069 	 17790.0
2070 	 17710.0
2071 	 17674.0
2072 	 17642.0
2073 	 17710.0
2074 	 17778.0
2075 	 17824.0
2076 	 17942.0
2077 	 17960.0
2078 	 17796.0
2079 	 17784.0
2080 	 17832.0
2081 	 17876.0
2082 	 17800.0
2083 	 17738.0
2084 	 17904.0
2085 	 17902.0
2086 	 17984.0
2087 	 17822.0
2088 	 17882.0
2089 	 18058.0
2090 	 17956.0
2091 	 17902.0
2092 	 17776.0
2093 	 17680.0
2094 	 17818.0
2095 	 17800.0
2096 	 17752.0
2097 	 17736.0
2098 	 17676.0
2099 	 17740.0
2100 	 17852.0
2101 	 17966.0
2102 	 17814.0
2103 	 17578.0
2104 	 17670.0
2105 	 17538.0
2106 	 17580.0
2107 	 17656.0
2108 	 17642.0
2109 	 17610.0
2110 	 17544.0
2111 	 17764.0
2112 	 17630.0
2113 	 17666.0
2114 	 17556.0
2115 	 17648.0
2116 	 17450.0
2117 	 17544.0
2118 	 17460.0
2119 	 17684.0
2120 	 17492.0
2121 	 17504.0
2122 	 17686.0
2123 	 17706.0
2124 	 17856.0
2125 	 17604.0
2126 	 17678.0
2127 	 17662.0
2128 	 17738.0
2129 	 17680.0
2130 	 17602.0
2131 	 17618.0
2132 	 17650.0
2133 	 17566.0
2134 	 17608.0
2135 	 17730.0
2136 	 17658.0
2137 	 17650.0
2138 	 17590.0
2139 	 17462.0
2140 	 17602.0
2141 	 17602.0
2142 	 17594.0
2143 	 17702.0
2144 	 17710.0
2145 	 17736.0
2146 	 17638.0
2147 	 17542.0
2148 	 17560.0
2149 	 17470.0
2150 	 17538.0
2151 	 17420.0
2152 	 17472.0
2153 	 17594.0
2154 	 17440.0
2155 	 17482.0
2156 	 17604.0
2157 	 17826.0
2158 	 17580.0
2159 	 17704.0
2160 	 17708.0
2161 	 17742.0
2162 	 17756.0
2163 	 17568.0
2164 	 17532.0
2165 	 17784.0
2166 	 17686.0
2167 	 17570.0
2168 	 17496.0
2169 	 17446.0
2170 	 17462.0
2171 	 17526.0
2172 	 17534.0
2173 	 17460.0
2174 	 17536.0
2175 	 17698.0
2176 	 17618.0
2177 	 17634.0
2178 	 17622.0
2179 	 17580.0
2180 	 17646.0
2181 	 17678.0
2182 	 17798.0
2183 	 17492.0
2184 	 17500.0
2185 	 17610.0
2186 	 17414.0
2187 	 17524.0
2188 	 17676.0
2189 	 17754.0
2190 	 17688.0
2191 	 17536.0
2192 	 17750.0
2193 	 17646.0
2194 	 17710.0
2195 	 17762.0
2196 	 17636.0
2197 	 17640.0
2198 	 17812.0
2199 	 17806.0
2200 	 17752.0
2201 	 17940.0
2202 	 17832.0
2203 	 17722.0
2204 	 17748.0
2205 	 17854.0
2206 	 17686.0
2207 	 17862.0
2208 	 17852.0
2209 	 18018.0
2210 	 17862.0
2211 	 17994.0
2212 	 17954.0
2213 	 17936.0
2214 	 17702.0
2215 	 17874.0
2216 	 17770.0
2217 	 17682.0
2218 	 17724.0
2219 	 17760.0
2220 	 17898.0
2221 	 17786.0
2222 	 17634.0
2223 	 17754.0
2224 	 17682.0
2225 	 17748.0
2226 	 17680.0
2227 	 17502.0
2228 	 17446.0
2229 	 17312.0
2230 	 17438.0
2231 	 17384.0
2232 	 17312.0
2233 	 17442.0
2234 	 17406.0
2235 	 17450.0
2236 	 17368.0
2237 	 17432.0
2238 	 17506.0
2239 	 17530.0
2240 	 17386.0
2241 	 17318.0
2242 	 17442.0
2243 	 17320.0
2244 	 17380.0
2245 	 17484.0
2246 	 17746.0
2247 	 17698.0
2248 	 17650.0
2249 	 17744.0
2250 	 17726.0
2251 	 17546.0
2252 	 17618.0
2253 	 17744.0
2254 	 17714.0
2255 	 17686.0
2256 	 17564.0
2257 	 17564.0
2258 	 17586.0
2259 	 17458.0
2260 	 17476.0
2261 	 17552.0
2262 	 17548.0
2263 	 17564.0
2264 	 17564.0
2265 	 17490.0
2266 	 17618.0
2267 	 17602.0
2268 	 17562.0
2269 	 17490.0
2270 	 17456.0
2271 	 17554.0
2272 	 17714.0
2273 	 17838.0
2274 	 17722.0
2275 	 17386.0
2276 	 17376.0
2277 	 17342.0
2278 	 17614.0
2279 	 17494.0
2280 	 17518.0
2281 	 17498.0
2282 	 17512.0
2283 	 17450.0
2284 	 17312.0
2285 	 17328.0
2286 	 17278.0
2287 	 17274.0
2288 	 17490.0
2289 	 17556.0
2290 	 17748.0
2291 	 17554.0
2292 	 17718.0
2293 	 17500.0
2294 	 17546.0
2295 	 17720.0
2296 	 17682.0
2297 	 17566.0
2298 	 17858.0
2299 	 17674.0
2300 	 17480.0
2301 	 17490.0
2302 	 17544.0
2303 	 17608.0
2304 	 17568.0
2305 	 17648.0
2306 	 17624.0
2307 	 17762.0
2308 	 17732.0
2309 	 17694.0
2310 	 17566.0
2311 	 17538.0
2312 	 17616.0
2313 	 17576.0
2314 	 17668.0
2315 	 17680.0
2316 	 17666.0
2317 	 17710.0
2318 	 17612.0
2319 	 17650.0
2320 	 17574.0
2321 	 17610.0
2322 	 17618.0
2323 	 17800.0
2324 	 17584.0
2325 	 17612.0
2326 	 17690.0
2327 	 17524.0
2328 	 17510.0
2329 	 17722.0
2330 	 17690.0
2331 	 17584.0
2332 	 17612.0
2333 	 17674.0
2334 	 17650.0
2335 	 17684.0
2336 	 17680.0
2337 	 17638.0
2338 	 17512.0
2339 	 17500.0
2340 	 17424.0
2341 	 17490.0
2342 	 17484.0
2343 	 17620.0
2344 	 17568.0
2345 	 17660.0
2346 	 17632.0
2347 	 17714.0
2348 	 17836.0
2349 	 17828.0
2350 	 18072.0
2351 	 17948.0
2352 	 17910.0
2353 	 17836.0
2354 	 17684.0
2355 	 17638.0
2356 	 17388.0
2357 	 17640.0
2358 	 17772.0
2359 	 17592.0
2360 	 17730.0
2361 	 17690.0
2362 	 17800.0
2363 	 17642.0
2364 	 17612.0
2365 	 17504.0
2366 	 17656.0
2367 	 17782.0
2368 	 17902.0
2369 	 17760.0
2370 	 17872.0
2371 	 17704.0
2372 	 17774.0
2373 	 17832.0
2374 	 17776.0
2375 	 17802.0
2376 	 17674.0
2377 	 17414.0
2378 	 17574.0
2379 	 17506.0
2380 	 17540.0
2381 	 17642.0
2382 	 17604.0
2383 	 17576.0
2384 	 17608.0
2385 	 17576.0
2386 	 17678.0
2387 	 17662.0
2388 	 17658.0
2389 	 17670.0
2390 	 17570.0
2391 	 17488.0
2392 	 17662.0
2393 	 17572.0
2394 	 17700.0
2395 	 17784.0
2396 	 17708.0
2397 	 17638.0
2398 	 17718.0
2399 	 17652.0
2400 	 17622.0
2401 	 17630.0
2402 	 17724.0
2403 	 17784.0
2404 	 17640.0
2405 	 17614.0
2406 	 17530.0
2407 	 17442.0
2408 	 17598.0
2409 	 17822.0
2410 	 17656.0
2411 	 17522.0
2412 	 17576.0
2413 	 17634.0
2414 	 17606.0
2415 	 17478.0
2416 	 17518.0
2417 	 17670.0
2418 	 17616.0
2419 	 17542.0
2420 	 17674.0
2421 	 17670.0
2422 	 17702.0
2423 	 17658.0
2424 	 17758.0
2425 	 17834.0
2426 	 17842.0
2427 	 17554.0
2428 	 17602.0
2429 	 17570.0
2430 	 17568.0
2431 	 17636.0
2432 	 17570.0
2433 	 17348.0
2434 	 17364.0
2435 	 17428.0
2436 	 17410.0
2437 	 17328.0
2438 	 17518.0
2439 	 17552.0
2440 	 17750.0
2441 	 17560.0
2442 	 17590.0
2443 	 17650.0
2444 	 17726.0
2445 	 17682.0
2446 	 17880.0
2447 	 17878.0
2448 	 17712.0
2449 	 17636.0
2450 	 17628.0
2451 	 17480.0
2452 	 17582.0
2453 	 17718.0
2454 	 17654.0
2455 	 17666.0
2456 	 17690.0
2457 	 17682.0
2458 	 17696.0
2459 	 17764.0
2460 	 17664.0
2461 	 17724.0
2462 	 17712.0
2463 	 17574.0
2464 	 17610.0
2465 	 17594.0
2466 	 17800.0
2467 	 17718.0
2468 	 17554.0
2469 	 17616.0
2470 	 17814.0
2471 	 17766.0
2472 	 17774.0
2473 	 17754.0
2474 	 17866.0
2475 	 17708.0
2476 	 17726.0
2477 	 17662.0
2478 	 17872.0
2479 	 17994.0
2480 	 17806.0
2481 	 17790.0
2482 	 17674.0
2483 	 17690.0
2484 	 17586.0
2485 	 17704.0
2486 	 17626.0
2487 	 17596.0
2488 	 17564.0
2489 	 17634.0
2490 	 17664.0
2491 	 17606.0
2492 	 17548.0
2493 	 17646.0
2494 	 17736.0
2495 	 17754.0
2496 	 17860.0
2497 	 17896.0
2498 	 17724.0
2499 	 17860.0
2500 	 17740.0
2501 	 17678.0
2502 	 17694.0
2503 	 17660.0
2504 	 17544.0
2505 	 17748.0
2506 	 17700.0
2507 	 17578.0
2508 	 17800.0
2509 	 17750.0
2510 	 17872.0
2511 	 17914.0
2512 	 17812.0
2513 	 17810.0
2514 	 17638.0
2515 	 17588.0
2516 	 17554.0
2517 	 17510.0
2518 	 17412.0
2519 	 17612.0
2520 	 17538.0
2521 	 17570.0
2522 	 17684.0
2523 	 17612.0
2524 	 17612.0
2525 	 17544.0
2526 	 17454.0
2527 	 17530.0
2528 	 17496.0
2529 	 17418.0
2530 	 17414.0
2531 	 17562.0
2532 	 17530.0
2533 	 17566.0
2534 	 17418.0
2535 	 17626.0
2536 	 17714.0
2537 	 17672.0
2538 	 17658.0
2539 	 17590.0
2540 	 17548.0
2541 	 17572.0
2542 	 17562.0
2543 	 17450.0
2544 	 17420.0
2545 	 17670.0
2546 	 17560.0
2547 	 17560.0
2548 	 17652.0
2549 	 17640.0
2550 	 17718.0
2551 	 17604.0
2552 	 17608.0
2553 	 17514.0
2554 	 17506.0
2555 	 17602.0
2556 	 17568.0
2557 	 17550.0
2558 	 17708.0
2559 	 17668.0
2560 	 17508.0
2561 	 17456.0
2562 	 17374.0
2563 	 17342.0
2564 	 17562.0
2565 	 17642.0
2566 	 17710.0
2567 	 17612.0
2568 	 17464.0
2569 	 17454.0
2570 	 17608.0
2571 	 17522.0
2572 	 17674.0
2573 	 17646.0
2574 	 17648.0
2575 	 17682.0
2576 	 17668.0
2577 	 17566.0
2578 	 17464.0
2579 	 17528.0
2580 	 17588.0
2581 	 17518.0
2582 	 17492.0
2583 	 17478.0
2584 	 17636.0
2585 	 17772.0
2586 	 17704.0
2587 	 17514.0
2588 	 17500.0
2589 	 17410.0
2590 	 17478.0
2591 	 17560.0
2592 	 17508.0
2593 	 17654.0
2594 	 17576.0
2595 	 17532.0
2596 	 17592.0
2597 	 17598.0
2598 	 17450.0
2599 	 17438.0
2600 	 17562.0
2601 	 17626.0
2602 	 17482.0
2603 	 17572.0
2604 	 17530.0
2605 	 17434.0
2606 	 17406.0
2607 	 17482.0
2608 	 17474.0
2609 	 17552.0
2610 	 17672.0
2611 	 17538.0
2612 	 17746.0
2613 	 17638.0
2614 	 17446.0
2615 	 17464.0
2616 	 17672.0
2617 	 17740.0
2618 	 17566.0
2619 	 17482.0
2620 	 17406.0
2621 	 17422.0
2622 	 17510.0
2623 	 17386.0
2624 	 17374.0
2625 	 17318.0
2626 	 17250.0
2627 	 17490.0
2628 	 17594.0
2629 	 17530.0
2630 	 17530.0
2631 	 17690.0
2632 	 17636.0
2633 	 17504.0
2634 	 17402.0
2635 	 17434.0
2636 	 17544.0
2637 	 17580.0
2638 	 17518.0
2639 	 17466.0
2640 	 17602.0
2641 	 17444.0
2642 	 17442.0
2643 	 17566.0
2644 	 17462.0
2645 	 17564.0
2646 	 17546.0
2647 	 17372.0
2648 	 17416.0
2649 	 17428.0
2650 	 17416.0
2651 	 17400.0
2652 	 17548.0
2653 	 17482.0
2654 	 17540.0
2655 	 17576.0
2656 	 17574.0
2657 	 17556.0
2658 	 17574.0
2659 	 17508.0
2660 	 17680.0
2661 	 17708.0
2662 	 17638.0
2663 	 17602.0
2664 	 17548.0
2665 	 17510.0
2666 	 17706.0
2667 	 17552.0
2668 	 17470.0
2669 	 17392.0
2670 	 17640.0
2671 	 17444.0
2672 	 17572.0
2673 	 17536.0
2674 	 17658.0
2675 	 17650.0
2676 	 17576.0
2677 	 17642.0
2678 	 17586.0
2679 	 17640.0
2680 	 17748.0
2681 	 17762.0
2682 	 17578.0
2683 	 17566.0
2684 	 17614.0
2685 	 17570.0
2686 	 17528.0
2687 	 17462.0
2688 	 17438.0
2689 	 17474.0
2690 	 17566.0
2691 	 17598.0
2692 	 17558.0
2693 	 17540.0
2694 	 17534.0
2695 	 17460.0
2696 	 17492.0
2697 	 17480.0
2698 	 17618.0
2699 	 17598.0
2700 	 17530.0
2701 	 17408.0
2702 	 17404.0
2703 	 17480.0
2704 	 17484.0
2705 	 17632.0
2706 	 17480.0
2707 	 17482.0
2708 	 17502.0
2709 	 17544.0
2710 	 17600.0
2711 	 17540.0
2712 	 17464.0
2713 	 17356.0
2714 	 17366.0
2715 	 17518.0
2716 	 17522.0
2717 	 17582.0
2718 	 17536.0
2719 	 17380.0
2720 	 17488.0
2721 	 17640.0
2722 	 17552.0
2723 	 17506.0
2724 	 17636.0
2725 	 17608.0
2726 	 17656.0
2727 	 17628.0
2728 	 17624.0
2729 	 17568.0
2730 	 17510.0
2731 	 17438.0
2732 	 17674.0
2733 	 17622.0
2734 	 17598.0
2735 	 17514.0
2736 	 17452.0
2737 	 17630.0
2738 	 17770.0
2739 	 17794.0
2740 	 17878.0
2741 	 17736.0
2742 	 17658.0
2743 	 17648.0
2744 	 17612.0
2745 	 17524.0
2746 	 17654.0
2747 	 17764.0
2748 	 17642.0
2749 	 17710.0
2750 	 17836.0
2751 	 17656.0
2752 	 17946.0
2753 	 17690.0
2754 	 17568.0
2755 	 17638.0
2756 	 17588.0
2757 	 17684.0
2758 	 17588.0
2759 	 17466.0
2760 	 17564.0
2761 	 17502.0
2762 	 17550.0
2763 	 17580.0
2764 	 17564.0
2765 	 17532.0
2766 	 17676.0
2767 	 17752.0
2768 	 17438.0
2769 	 17584.0
2770 	 17598.0
2771 	 17504.0
2772 	 17574.0
2773 	 17648.0
2774 	 17698.0
2775 	 17638.0
2776 	 17428.0
2777 	 17494.0
2778 	 17522.0
2779 	 17590.0
2780 	 17578.0
2781 	 17700.0
2782 	 17744.0
2783 	 17362.0
2784 	 17514.0
2785 	 17504.0
2786 	 17508.0
2787 	 17512.0
2788 	 17632.0
2789 	 17742.0
2790 	 17684.0
2791 	 17760.0
2792 	 17492.0
2793 	 17520.0
2794 	 17574.0
2795 	 17562.0
2796 	 17580.0
2797 	 17646.0
2798 	 17754.0
2799 	 17656.0
2800 	 17554.0
2801 	 17762.0
2802 	 17824.0
2803 	 17578.0
2804 	 17496.0
2805 	 17648.0
2806 	 17804.0
2807 	 17608.0
2808 	 17594.0
2809 	 17554.0
2810 	 17658.0
2811 	 17668.0
2812 	 17660.0
2813 	 17568.0
2814 	 17618.0
2815 	 17540.0
2816 	 17542.0
2817 	 17434.0
2818 	 17522.0
2819 	 17578.0
2820 	 17466.0
2821 	 17466.0
2822 	 17580.0
2823 	 17624.0
2824 	 17574.0
2825 	 17486.0
2826 	 17456.0
2827 	 17538.0
2828 	 17380.0
2829 	 17548.0
2830 	 17672.0
2831 	 17612.0
2832 	 17498.0
2833 	 17606.0
2834 	 17658.0
2835 	 17680.0
2836 	 17788.0
2837 	 17568.0
2838 	 17600.0
2839 	 17744.0
2840 	 17530.0
2841 	 17562.0
2842 	 17552.0
2843 	 17540.0
2844 	 17650.0
2845 	 17620.0
2846 	 17640.0
2847 	 17488.0
2848 	 17640.0
2849 	 17630.0
2850 	 17566.0
2851 	 17434.0
2852 	 17468.0
2853 	 17490.0
2854 	 17478.0
2855 	 17668.0
2856 	 17728.0
2857 	 17510.0
2858 	 17494.0
2859 	 17320.0
2860 	 17430.0
2861 	 17532.0
2862 	 17700.0
2863 	 17628.0
2864 	 17368.0
2865 	 17378.0
2866 	 17480.0
2867 	 17674.0
2868 	 17680.0
2869 	 17604.0
2870 	 17592.0
2871 	 17374.0
2872 	 17558.0
2873 	 17452.0
2874 	 17478.0
2875 	 17590.0
2876 	 17658.0
2877 	 17542.0
2878 	 17516.0
2879 	 17386.0
2880 	 17388.0
2881 	 17538.0
2882 	 17706.0
2883 	 17616.0
2884 	 17502.0
2885 	 17386.0
2886 	 17386.0
